"","SAP_FLOW","dates","heure_solaire","PPFD_IN_1h","TS","WD_2h","CO2","FC_1h","H2O_3h","SB","SH_3h","SLE_3h","ZL_3h","VPD"
"5112",0.1753715696,2010-08-12 22:30:00,2017-10-23 21:30:00,0.04,16.38,208.3,409.53,4.77,12.04,-4.71,-12.25,-50.4,0.49,0.530920850631386
"5113",0.1392451541,2010-08-12 23:00:00,2017-10-23 22:00:00,0.03,16.33,195.91,412.78,4,11.87,-4.91,-11.69,-77.54,0.6,0.498087350513749
"5114",0.1037844847,2010-08-12 23:30:00,2017-10-23 22:30:00,0.04,16.27,195.09,415.06,5.22,11.92,-6.03,-7.96,-7.7,0.59,0.417765840952434
"5115",0.0846982822,2010-08-13 00:00:00,2017-10-23 23:00:00,0.01,16.21,203.49,414.02,21.02,11.75,-6.77,-3.17,-64.91,0.47,0.388990631247327
"5116",0.078470486,2010-08-13 00:30:00,2017-10-23 23:30:00,0.02,16.15,212.76,418.65,14.3,11.88,-6.91,-6.22,85.84,0.5,0.390102557232587
"5117",0.0632956507,2010-08-13 01:00:00,2017-10-23 00:00:00,0.01,16.08,213.21,415.01,6.81,11.99,-6.97,-2.98,-160.3,0.38,0.400326027963193
"5118",0.0514644459,2010-08-13 01:30:00,2017-10-23 00:30:00,0.03,16.02,184.35,423.83,9.87,12.02,-6.63,-7.15,-32.2,0.46,0.343506108484193
"5119",0.0326979139,2010-08-13 02:00:00,2017-10-23 01:00:00,-0.02,15.97,172.72,428.67,6.2,11.98,-6.58,-6.31,-7.95,0.7,0.277796550228304
"5120",0.0255919349,2010-08-13 02:30:00,2017-10-23 01:30:00,0.01,15.91,179.79,428.79,9.78,12.09,-7.26,-10.04,-168.28,1.63,0.262697097022857
"5121",0.0278106298,2010-08-13 03:00:00,2017-10-23 02:00:00,0,15.86,194.8,435.89,7.5,12.06,-7.34,-4.35,19.09,0.63,0.207348612390105
"5122",0.0246702021,2010-08-13 03:30:00,2017-10-23 02:30:00,0.02,15.8,197.63,439.66,4.12,12.19,-8.54,1.12,4.96,0.47,0.162190595153737
"5123",0.0261856561,2010-08-13 04:00:00,2017-10-23 03:00:00,0.05,15.73,222.36,444.87,11.4,12.1,-9.41,0.89,188.04,0.86,0.134609836794788
"5124",0.0384062806,2010-08-13 04:30:00,2017-10-23 03:30:00,0.01,15.67,214.19,437.91,2.25,12.36,-9.6,-6.21,10.47,1.6,0.121474842108919
"5125",0.0542302574,2010-08-13 05:00:00,2017-10-23 04:00:00,0.13,15.6,211.33,430.84,14.15,12.4,-9.81,-7.74,27.04,0.71,0.162570668952286
"5126",0.0554186677,2010-08-13 05:30:00,2017-10-23 04:30:00,4.79,15.54,245.14,425.29,19.1,12.31,-8.86,-3.38,-48.43,0.47,0.200436425808985
"5127",0.0588503316,2010-08-13 06:00:00,2017-10-23 05:00:00,37.47,15.48,179.57,430.71,20.66,12.38,-7.91,-8.66,-103.05,1.65,0.215737056532084
"5128",0.0657527564,2010-08-13 06:30:00,2017-10-23 05:30:00,65.81,15.43,161.21,418.81,5.99,12.29,-6.69,-8.19,-64.61,1.01,0.238695203776011
"5129",0.2192122291,2010-08-13 07:00:00,2017-10-23 06:00:00,122.44,15.4,170.54,413.95,5.47,12.13,-5.03,-7,-163.21,2.09,0.337242912633757
"5130",1.4588589641,2010-08-13 07:30:00,2017-10-23 06:30:00,219.53,15.37,178.23,404.38,-5.31,12.33,-3.32,-0.63,95.69,0.84,0.500012092368876
"5131",2.1359643624,2010-08-13 08:00:00,2017-10-23 07:00:00,510.78,15.37,222.05,398.47,-10.24,12.18,-1.23,5.9,63.81,0.43,0.487455914942421
"5132",3.6426412914,2010-08-13 08:30:00,2017-10-23 07:30:00,483.91,15.37,199.23,395.61,-16.42,12.15,0.36,6.74,89.87,0.28,0.631565886554535
"5133",4.2209400824,2010-08-13 09:00:00,2017-10-23 08:00:00,669.51,15.4,189.27,391.92,-25.13,12.51,2.14,6.28,195.65,0.15,0.704877620255193
"5134",6.0932266095,2010-08-13 09:30:00,2017-10-23 08:30:00,598.26,15.42,167.3,389.9,-18.99,12.41,3.22,4.13,-56.3,-0.14,0.835990574429045
"5135",7.6508405107,2010-08-13 10:00:00,2017-10-23 09:00:00,852.2,15.47,134.45,388.79,-22.03,12.64,5.92,19.13,NA,-0.87,0.944304092991014
"5136",7.5910024042,2010-08-13 10:30:00,2017-10-23 09:30:00,1284.91,15.51,107.15,387.24,-22.26,12.89,6.01,22.45,48.19,-1.26,1.02482473971923
"5137",7.0981820347,2010-08-13 11:00:00,2017-10-23 10:00:00,1331.03,15.57,193.14,386.5,-20.78,13.19,6.77,3.33,41.47,-1.56,0.978099928283686
"5138",7.3703697929,2010-08-13 11:30:00,2017-10-23 10:30:00,1172.45,15.62,327.32,386.92,-16.41,12.8,6.83,13.88,30.2,-2.48,1.07484888224454
"5139",7.3037591278,2010-08-13 12:00:00,2017-10-23 11:00:00,838.49,15.68,285.78,385.14,-18.38,12.99,7.66,12.57,-112.47,-4.76,1.1058518970653
"5140",6.9342894495,2010-08-13 12:30:00,2017-10-23 11:30:00,1390.51,15.73,291.62,382.95,-17.04,12.65,7.21,11.45,NA,-9.46,1.14430566288643
"5141",7.2545436619,2010-08-13 13:00:00,2017-10-23 12:00:00,751.62,15.79,16.21,386.06,-18.68,11.6,7.91,1.58,-1.64,-1.01,1.05810912884335
"5142",5.6391673249,2010-08-13 13:30:00,2017-10-23 12:30:00,886.79,15.84,69.2,385.15,-21.87,11.6,6.62,7.92,54.39,-3.39,0.965655769343822
"5143",6.0660653705,2010-08-13 14:00:00,2017-10-23 13:00:00,763.87,15.88,69.37,384.51,-8.92,11.88,6.44,-1.7,NA,-1.45,1.05631411526192
"5144",7.0171246486,2010-08-13 14:30:00,2017-10-23 13:30:00,542.45,15.92,57.51,383.96,-9.81,12.12,6.79,11.86,-7.42,-1.28,1.0884985672757
"5145",7.0451204401,2010-08-13 15:00:00,2017-10-23 14:00:00,913,15.96,320.25,384.3,-18.16,11.68,7.21,-0.04,119.6,-3.95,1.14450151311752
"5146",7.1797939525,2010-08-13 15:30:00,2017-10-23 14:30:00,911.96,16,326.59,384.88,-14.79,12.13,7.56,8.51,-124.92,-4.69,1.19715318295647
"5147",6.3417675016,2010-08-13 16:00:00,2017-10-23 15:00:00,1042.68,16.05,355.06,384.91,-15.36,12.15,7.64,-8.55,NA,-0.74,1.17828716282194
"5148",4.5015239361,2010-08-13 16:30:00,2017-10-23 15:30:00,978.25,16.1,354.58,387.3,-13.68,12.07,6.58,-10.61,NA,-0.39,1.08156762257518
"5149",2.4210752049,2010-08-13 17:00:00,2017-10-23 16:00:00,595.13,16.12,351.74,387.83,-10.78,12.06,3.99,9.52,156.38,-0.49,0.913132512310618
"5150",1.8404216571,2010-08-13 17:30:00,2017-10-23 16:30:00,169.15,16.13,12.71,389.84,-2.19,11.97,2.91,3.06,114.21,-0.59,0.808501358487766
"5151",1.9806825622,2010-08-13 18:00:00,2017-10-23 17:00:00,136.16,16.12,334.48,384.23,-3.4,11.83,1.99,4.55,NA,-0.57,0.814353965831976
"5152",1.3301175058,2010-08-13 18:30:00,2017-10-23 17:30:00,238.5,16.12,308.81,389.93,15.78,11.51,1.86,2,120.36,-0.76,0.617305715729887
"5153",0.7178298061,2010-08-13 19:00:00,2017-10-23 18:00:00,148.23,16.11,148.22,395.83,-2.8,11.46,0.62,-1.34,NA,-0.45,0.338589825712572
"5154",0.3857634524,2010-08-13 19:30:00,2017-10-23 18:30:00,51.81,16.09,144.53,398.73,-1,11.21,-0.74,-14.75,NA,0.18,0.24334330786087
"5155",0.2120776862,2010-08-13 20:00:00,2017-10-23 19:00:00,12.56,16.06,194.81,404.64,4.6,12.16,-1.99,-8.62,NA,-0.42,0.185725755028593
"5156",0.1383713679,2010-08-13 20:30:00,2017-10-23 19:30:00,0.54,16.02,189.55,408.01,4.18,12.9,-3.08,-2.82,NA,-0.25,0.180554160643842
"5157",0.0905391394,2010-08-13 21:00:00,2017-10-23 20:00:00,0.04,15.98,159.3,415.55,6.52,13.32,-3.91,4.88,155.22,-1.1,0.140639003666589
"5158",0.0708555958,2010-08-13 21:30:00,2017-10-23 20:30:00,0.04,15.93,152.51,422.47,9.08,13.91,-5.03,-17.56,106.52,0.51,0.119534873676148
"5159",0.0578026817,2010-08-13 22:00:00,2017-10-23 21:00:00,0.02,15.88,153.07,421.37,8.53,14.81,-5.87,-23.36,144.08,0.5,0.12637574321047
"5160",0.0597162606,2010-08-13 22:30:00,2017-10-23 21:30:00,0.01,15.82,156.3,425.82,9.17,14.74,-6.95,-10.35,4.55,1.41,0.142832954981436
"5161",0.0516606141,2010-08-13 23:00:00,2017-10-23 22:00:00,0.03,15.75,150.32,434.3,8.51,14.66,-7.95,-10.19,-60.83,0.7,0.130707983391515
"5162",0.0419470185,2010-08-13 23:30:00,2017-10-23 22:30:00,0.02,15.68,143.93,439.94,14.47,14.04,-8.6,-7.42,-184.02,0.93,0.0996219566379155
"5163",0.0346970013,2010-08-14 00:00:00,2017-10-23 23:00:00,0.05,15.61,146.08,442.06,5.18,13.76,-9.13,-12.1,-162.12,0.82,0.0890641393019631
"5164",0.0253366971,2010-08-14 00:30:00,2017-10-23 23:30:00,0.02,15.54,148.3,443.5,4.23,13.34,-9.71,-9.44,-173.44,0.57,0.081604573625399
"5165",0.0231618417,2010-08-14 01:00:00,2017-10-23 00:00:00,0,15.46,133.79,431.83,4.87,13.1,-10.57,-3.85,-147.85,0.49,0.0795201606382796
"5166",0.0336215338,2010-08-14 01:30:00,2017-10-23 00:30:00,0.04,15.39,148.18,437.07,2.43,12.63,-10.34,-4.99,-144.12,0.79,0.089938035591193
"5167",0.0486570423,2010-08-14 02:00:00,2017-10-23 01:00:00,0.01,15.31,154.82,455.01,0.75,12.25,-10.63,-7.83,-166.45,0.42,0.0875418975949345
"5168",0.0605350254,2010-08-14 02:30:00,2017-10-23 01:30:00,0.01,15.25,150.78,453.06,0.22,12.02,-10.13,-8.81,-74.71,1.1,0.0775952930674499
"5169",0.0720839127,2010-08-14 03:00:00,2017-10-23 02:00:00,0.03,15.18,154.81,444.74,-0.07,11.72,-10.7,-7.35,-163.12,5.5,0.0784818046928553
"5170",0.0741665292,2010-08-14 03:30:00,2017-10-23 02:30:00,0.01,15.12,140.48,447.75,5.83,11.67,-10.32,-4.46,-84.79,1.33,0.0875169313762347
"5171",0.0684048661,2010-08-14 04:00:00,2017-10-23 03:00:00,0.01,15.06,130.2,453.44,19.42,11.99,-10.46,4.79,-104.39,0.7,0.0840280602551629
"5172",0.0594710657,2010-08-14 04:30:00,2017-10-23 03:30:00,0.03,14.99,127.11,454.07,5.91,11.87,-11.16,-1.19,22.74,0.98,0.077473349180412
"5173",0.0558464229,2010-08-14 05:00:00,2017-10-23 04:00:00,0.13,14.93,115.85,444.78,-1.14,11.69,-11,-5.21,-3.79,0.44,0.0736784451369377
"5174",0.0585996549,2010-08-14 05:30:00,2017-10-23 04:30:00,5.59,14.86,110.6,459.39,0.62,11.57,-11.33,-3.93,-101,0.68,0.0754524118374076
"5175",0.0615665349,2010-08-14 06:00:00,2017-10-23 05:00:00,33.65,14.8,109.7,464.25,0.08,11.72,-10.82,2.71,62.21,0.67,0.0895428546291086
"5176",0.0716129987,2010-08-14 06:30:00,2017-10-23 05:30:00,108.15,14.74,152.51,453.41,2.95,11.48,-9.86,-2.12,-98.17,0.95,0.171067816275577
"5177",0.0781426947,2010-08-14 07:00:00,2017-10-23 06:00:00,204.83,14.69,93.23,453.24,-5.86,11.3,-8.24,-3.72,-66.96,-1.22,0.171717982364622
"5178",0.1354444815,2010-08-14 07:30:00,2017-10-23 06:30:00,407.87,14.66,182.51,453.19,-2.61,11.22,-5.87,-3.79,-90.54,-1.45,0.227150677266771
"5179",0.5578514285,2010-08-14 08:00:00,2017-10-23 07:00:00,486.82,14.65,127.52,436.2,-9.14,11.47,-2.98,4.54,103.4,0.12,0.29796377971595
"5180",2.2839073958,2010-08-14 08:30:00,2017-10-23 07:30:00,709.97,14.66,323.6,395.52,-11.18,11.6,0.41,-3.36,-103.01,6.44,0.615240010424837
"5181",4.7089291519,2010-08-14 09:00:00,2017-10-23 08:00:00,846.5,14.7,352.06,392.31,-9.33,12.39,4.2,21.39,NA,-3.28,0.692927661976757
"5182",6.1486420623,2010-08-14 09:30:00,2017-10-23 08:30:00,981.32,14.77,7.24,390.57,-10.73,12.98,7.42,22.97,NA,-50,0.712933791758352
"5183",5.6878190852,2010-08-14 10:00:00,2017-10-23 09:00:00,1096.43,14.86,40.66,388.5,-16.1,13.11,9.13,2.97,NA,-6.02,0.707796091356455
"5184",6.7717758685,2010-08-14 10:30:00,2017-10-23 09:30:00,957.28,14.95,76.49,388.63,-21.7,13.75,10.11,18.24,NA,-1.53,0.782330405730905
"5185",7.2545555084,2010-08-14 11:00:00,2017-10-23 10:00:00,956.05,15.04,71.98,388.84,-19.84,14.92,11.2,27.37,NA,-0.88,0.86254631203654
"5186",7.8366483793,2010-08-14 11:30:00,2017-10-23 10:30:00,1016.62,15.14,74.28,386.63,-19.1,14.81,12.45,38.09,27.57,-0.19,0.95686040745679
"5187",7.5618018986,2010-08-14 12:00:00,2017-10-23 11:00:00,1116.62,15.25,58.24,386.5,-27.03,15.15,13,10.09,81.61,-0.21,0.958243179568927
"5188",6.8090057104,2010-08-14 12:30:00,2017-10-23 11:30:00,1089.49,15.35,50.86,387.3,-23.66,15.4,12.37,5.46,55.39,-0.17,0.86734346892662
"5189",5.5899128454,2010-08-14 13:00:00,2017-10-23 12:00:00,963.51,15.45,66.88,389.93,-24,15.57,11.34,1.39,160.64,-0.43,0.824798003989506
"5190",6.1015334733,2010-08-14 13:30:00,2017-10-23 12:30:00,662.59,15.52,74,390.71,-18.98,15.51,10.25,7.78,NA,-0.27,0.876717111475461
"5191",6.4742207785,2010-08-14 14:00:00,2017-10-23 13:00:00,657.34,15.59,83.63,389.06,-18.4,15.25,10.57,6.89,53.07,-0.24,0.872452225053314
"5192",4.6828230477,2010-08-14 14:30:00,2017-10-23 13:30:00,837.67,15.67,69.95,387.78,-15.52,15.03,10.09,6.84,-144.89,-0.22,0.807300679061484
"5193",3.2407425236,2010-08-14 15:00:00,2017-10-23 14:00:00,655.18,15.72,55.13,389.35,-13.38,14.94,8.21,-0.53,123.43,-0.14,0.810774318008012
"5194",2.0461801778,2010-08-14 15:30:00,2017-10-23 14:30:00,345.25,15.76,66.34,388.97,-10.62,15.18,7.02,-6.45,NA,-0.09,0.613314515035003
"5195",1.148648048,2010-08-14 16:00:00,2017-10-23 15:00:00,213.94,15.8,42.73,387.49,-3.2,15.17,6.27,-3.4,121.83,-0.08,0.425407694003986
"5196",0.7582097933,2010-08-14 16:30:00,2017-10-23 15:30:00,210.3,15.82,45.04,388.08,-3.92,15.28,5.22,5.92,195.51,-0.2,0.377815646241639
"5197",0.5500705084,2010-08-14 17:00:00,2017-10-23 16:00:00,185.93,15.83,59.37,390.21,-2.78,15.34,4.69,0.5,-116.95,-0.07,0.439574606429671
"5198",0.3610597196,2010-08-14 17:30:00,2017-10-23 16:30:00,179.36,15.84,48.79,391.93,-2.02,15.43,4.12,-5.11,73.19,0,0.370635744809115
"5199",0.2048629593,2010-08-14 18:00:00,2017-10-23 17:00:00,89.38,15.85,24.9,398.72,-0.57,15.1,3.71,-3.8,-87.42,0.06,0.236969477309954
"5200",0.1303469753,2010-08-14 18:30:00,2017-10-23 17:30:00,82.62,15.86,24.78,401.2,-0.12,16.14,3.35,-12.76,NA,0.31,0.192026274397618
"5201",0.0909369285,2010-08-14 19:00:00,2017-10-23 18:00:00,39.79,15.86,55.39,399.59,-3.09,16.96,2.6,-10.13,NA,0.14,0.219884142649996
"5202",0.0725185923,2010-08-14 19:30:00,2017-10-23 18:30:00,15.53,15.86,236.85,407.79,3.13,17.16,2.11,-0.79,139.98,0.04,0.191594249500316
"5203",0.0674408253,2010-08-14 20:00:00,2017-10-23 19:00:00,2.98,15.85,253.34,424.05,0.91,16.58,1.45,1.78,-88.21,1.97,0.149158791938943
"5204",0.0650926768,2010-08-14 20:30:00,2017-10-23 19:30:00,0.12,15.84,182.74,423.72,-1.25,17.13,1.35,-4.41,39.73,3.94,0.127609055252365
"5205",0.0717607187,2010-08-14 21:00:00,2017-10-23 20:00:00,0.04,15.82,167.81,432.81,-0.32,17.55,0.97,-8.53,88.89,-0.54,0.116173635190605
"5206",0.0853969437,2010-08-14 21:30:00,2017-10-23 20:30:00,-0.01,15.81,140.4,433.93,1.4,17.51,1.15,-6.5,20.92,1.24,0.107812381315443
"5207",0.0926054998,2010-08-14 22:00:00,2017-10-23 21:00:00,0,15.8,139.07,429.23,1.37,17.01,0.93,-1.44,NA,1.59,0.103181704731845
"5208",0.1003577423,2010-08-14 22:30:00,2017-10-23 21:30:00,0,15.79,156.47,434.2,-5.55,17.53,0.73,-0.81,6.13,1.68,0.103830942442924
"5209",0.1116511425,2010-08-14 23:00:00,2017-10-23 22:00:00,0,15.78,222.12,442.47,-1.96,17.85,0.58,-1.57,119.47,1.24,0.104756239153979
"5210",0.1205761215,2010-08-14 23:30:00,2017-10-23 22:30:00,0.02,15.77,224.03,447.15,0.52,17.71,0.47,-4.47,-40.58,0.24,0.104952840860048
"5211",0.1207574283,2010-08-15 00:00:00,2017-10-23 23:00:00,0.02,15.75,268.79,454.32,-3.54,17.48,0.04,-3.24,-30.95,17.5,0.109906964307519
"5212",0.0036823483,2010-08-15 00:30:00,2017-10-23 23:30:00,0.03,15.74,170.23,453.35,-1.39,17.31,0.17,-3.77,-90.91,0.55,0.121358273746652
"5213",0.0057916707,2010-08-15 01:00:00,2017-10-23 00:00:00,0.05,15.72,152.75,459.34,1.1,17.19,-0.49,-1.21,-41.1,-4.76,0.14371490319862
"5214",0.0057916707,2010-08-15 01:30:00,2017-10-23 00:30:00,0.03,15.7,95.65,446.37,-3.56,17.08,-0.97,-1.04,-35.16,1.06,0.137624260078254
"5215",0.0107206329,2010-08-15 02:00:00,2017-10-23 01:00:00,0.04,15.68,74.8,433.24,5.35,16.97,-1.59,-1.68,-44.15,-1.3,0.133867399870315
"5216",0.014993701,2010-08-15 02:30:00,2017-10-23 01:30:00,0,15.66,83.34,414.77,0.81,17.01,-2.01,-1.31,-41.41,-10.7,0.108428999500115
"5217",0.0258542716,2010-08-15 03:00:00,2017-10-23 02:00:00,0,15.63,337.9,408.89,-4.89,16.77,-2.59,-1.51,-57.06,0.4,0.0983387505651676
"5218",0.0380711286,2010-08-15 03:30:00,2017-10-23 02:30:00,0.04,15.6,356.27,407.07,1.37,16.53,-2.89,-1.28,-76,0.1,0.0880722365499844
"5219",0.0640038326,2010-08-15 04:00:00,2017-10-23 03:00:00,-0.01,15.57,3.04,405.17,2.04,16.27,-3.28,-0.28,-67.77,2.15,0.079670733636356
"5220",0.0747382697,2010-08-15 04:30:00,2017-10-23 03:30:00,0.01,15.53,352.98,406.34,1.45,15.99,-3.84,-4.9,-94.83,0.52,0.075882634228261
"5221",0.0869879225,2010-08-15 05:00:00,2017-10-23 04:00:00,0.04,15.5,4.81,406.6,2.1,15.84,-3.6,-3.22,-86.01,0.82,0.0726709101825835
"5222",0.0962772052,2010-08-15 05:30:00,2017-10-23 04:30:00,0.52,15.47,356.65,407.9,1.9,15.79,-3.56,-4.67,-21.55,0.19,0.0707722515350142
"5223",0.107021366,2010-08-15 06:00:00,2017-10-23 05:00:00,2.95,15.44,357.51,409.46,1.26,15.64,-3.63,-2.88,-57.51,0.07,0.0689701495860897
"5224",0.1248876277,2010-08-15 06:30:00,2017-10-23 05:30:00,8.73,15.41,7.87,409.58,1.18,15.47,-3.66,-4.39,-57.77,0.04,0.06724254499172
"5225",0.1299503222,2010-08-15 07:00:00,2017-10-23 06:00:00,12.65,15.38,18.47,410.16,1.49,15.25,-3.4,-4.73,-106.84,0.03,0.0663851660224732
"5226",0.1483229383,2010-08-15 07:30:00,2017-10-23 06:30:00,24.46,15.36,23.87,411.04,1.32,15.19,-2.95,-1.81,-44.31,0.02,0.0660549469927538
"5227",0.1571495255,2010-08-15 08:00:00,2017-10-23 07:00:00,40.86,15.34,17.65,410.98,-0.13,15.14,-2.77,-1.44,-24.68,0.06,0.0658784477726286
"5228",0.1735682935,2010-08-15 08:30:00,2017-10-23 07:30:00,60.6,15.32,8.55,410.34,0.84,15.17,-2.33,-0.49,-3.19,0.01,0.0662864992188219
"5229",0.1760899993,2010-08-15 09:00:00,2017-10-23 08:00:00,74.98,15.31,15,409,-0.35,15.2,-1.42,-0.1,12.9,0.02,0.0674157661304422
"5230",0.1728815053,2010-08-15 09:30:00,2017-10-23 08:30:00,121.49,15.3,14,406.29,-2.5,15.22,-0.47,-0.48,-4.7,0.06,0.0694426402711681
"5231",0.1619320758,2010-08-15 10:00:00,2017-10-23 09:00:00,200.53,15.3,11.05,404.31,-2.95,15.33,1.1,0.81,98.58,0.1,0.0708328081314542
"5232",0.1657390576,2010-08-15 10:30:00,2017-10-23 09:30:00,387.9,15.31,15.37,404.7,-6.93,15.47,2.06,1.75,NA,0.04,0.0705543908580326
"5233",0.1971178503,2010-08-15 11:00:00,2017-10-23 10:00:00,343.47,15.33,26.12,405.62,-6.49,15.64,2.38,1.69,-21.29,-0.18,0.0699372955118291
"5234",0.2251644593,2010-08-15 11:30:00,2017-10-23 10:30:00,256.88,15.35,1.11,402.45,-8.29,15.96,1.72,3.17,9.71,0.05,0.069738011536836
"5235",0.2310119826,2010-08-15 12:00:00,2017-10-23 11:00:00,165.11,15.36,261.2,403.1,1.24,16.41,0.98,4.67,192.1,-0.27,0.0750819235449673
"5236",0.241346341,2010-08-15 12:30:00,2017-10-23 11:30:00,278.82,15.37,223.14,398.74,-8.46,16.55,0.25,7.03,NA,-1.32,0.0857157440459946
"5237",0.2493937341,2010-08-15 13:00:00,2017-10-23 12:00:00,200.57,15.36,217.41,395.46,-6.36,16.46,-1.4,4.13,-109.8,-0.37,0.099390062764324
"5238",0.2589881649,2010-08-15 13:30:00,2017-10-23 12:30:00,180.19,15.35,225.6,391.93,-0.69,16.24,-2.29,-1.53,-57.62,-0.04,0.106708840920292
"5239",0.2691182437,2010-08-15 14:00:00,2017-10-23 13:00:00,249.3,15.33,218.91,390.36,-8.87,15.91,-2.23,-4.37,NA,-0.01,0.131361077775746
"5240",0.2953636903,2010-08-15 14:30:00,2017-10-23 13:30:00,476.35,15.31,221.97,389.15,-12.82,15.65,-1.78,-6.5,-33.42,0,0.186843396012504
"5241",0.444430686,2010-08-15 15:00:00,2017-10-23 14:00:00,409.18,15.3,223.04,388.32,-14.09,15.21,-1.52,-2.45,-143.6,0,0.248898152045262
"5242",0.7576574242,2010-08-15 15:30:00,2017-10-23 14:30:00,337.03,15.29,232.17,386.61,-15.25,14.83,-1.74,-5.24,NA,0.01,0.276579208553733
"5243",1.8464923082,2010-08-15 16:00:00,2017-10-23 15:00:00,322.03,15.28,237.07,387.05,-13.84,14.47,-1.32,-4.4,NA,0.01,0.382060686079854
"5244",3.2788207356,2010-08-15 16:30:00,2017-10-23 15:30:00,494.54,15.27,229.17,386.98,-20.76,14.42,-1.03,-1.65,19.29,0.01,0.443979338312787
"5245",3.3804636726,2010-08-15 17:00:00,2017-10-23 16:00:00,571.09,15.27,224.71,388.45,-22.02,14.32,-0.71,4.73,123.71,0.01,0.362356664664584
"5246",2.155602163,2010-08-15 17:30:00,2017-10-23 16:30:00,515.35,15.26,223.3,391.8,-16.79,13.91,-1.39,2.79,-100.48,0.01,0.283804432757304
"5247",1.3261926594,2010-08-15 18:00:00,2017-10-23 17:00:00,196.28,15.26,237.84,392.91,-7.65,13.3,-1.61,0.88,NA,0.02,0.275124668861964
"5248",0.8905415196,2010-08-15 18:30:00,2017-10-23 17:30:00,22.49,15.24,235.29,394.58,7.14,13.17,-2.63,2.94,15.57,-0.02,0.261418281899234
"5249",0.6377773129,2010-08-15 19:00:00,2017-10-23 18:00:00,52.15,15.23,225.81,396.44,-0.98,12.83,-2.64,10.29,-117.76,-0.01,0.278997018840392
"5250",0.5038867611,2010-08-15 19:30:00,2017-10-23 18:30:00,16.75,15.21,224,397.46,2.48,12.76,-3.32,4.55,-176.31,-0.01,0.264557220185064
"5251",0.408173049,2010-08-15 20:00:00,2017-10-23 19:00:00,4.07,15.19,211.04,398.19,0.95,13.2,-3.69,-6.39,99.07,0.01,0.233937380812823
"5252",0.3367364316,2010-08-15 20:30:00,2017-10-23 19:30:00,0.14,15.17,206.99,398.63,6.05,13.35,-4.14,-7.39,166.52,0.02,0.259450132211235
"5253",0.2834358621,2010-08-15 21:00:00,2017-10-23 20:00:00,0.01,15.14,209.98,400.02,3.52,13.25,-4.78,-2.52,-156.25,0.03,0.279140796147269
"5254",0.2663093647,2010-08-15 21:30:00,2017-10-23 20:30:00,0.02,15.12,207.71,400.53,3.59,13.19,-4.57,-2.33,-62.88,0.03,0.304743209636883
"5255",0.2705748803,2010-08-15 22:00:00,2017-10-23 21:00:00,-0.01,15.09,202.85,399.97,2.83,12.94,-4.87,-1,-67.11,0.03,0.324906911547252
"5256",0.2715207432,2010-08-15 22:30:00,2017-10-23 21:30:00,0.05,15.06,195.84,400.12,2.86,12.93,-4.92,-2.92,-112.83,0.03,0.324377594132286
"5257",0.2773934202,2010-08-15 23:00:00,2017-10-23 22:00:00,0,15.04,195.44,400.37,2.77,12.86,-4.7,-5.48,-3.97,0.05,0.309509680488955
"5258",0.2601136193,2010-08-15 23:30:00,2017-10-23 22:30:00,0.02,15.01,200.9,399.98,2.83,12.64,-4.94,0.83,-129.91,0.04,0.307405270136122
"5259",0.2670322381,2010-08-16 00:00:00,2017-10-23 23:00:00,0.01,14.99,207.91,399.43,4.87,12.39,-4.52,-0.3,-89.2,0.02,0.348803203033941
"5260",0.0711843244,2010-08-16 00:30:00,2017-10-23 23:30:00,-0.01,14.97,206.92,399.47,9.53,12.25,-4.36,1.49,-38.95,0.02,0.33425626685551
"5261",0.1024890032,2010-08-16 01:00:00,2017-10-23 00:00:00,-0.01,14.95,209.04,399.38,4.97,12.16,-4.27,1.37,-32.44,0.02,0.296602579276658
"5262",0.087107953,2010-08-16 01:30:00,2017-10-23 00:30:00,0.04,14.93,209.83,400.1,4.26,12.21,-4.4,0.31,-44.18,0.01,0.174053242126781
"5263",0.0466875091,2010-08-16 02:00:00,2017-10-23 01:00:00,0.02,14.91,212.57,401.32,9.16,12.41,-4.79,0.14,143.55,0.02,0.116838839918874
"5264",0.0327137092,2010-08-16 02:30:00,2017-10-23 01:30:00,0.02,14.89,214.13,402.47,5.66,12.37,-5.26,-0.05,-39.72,0.02,0.106776165262848
"5265",0.0285792356,2010-08-16 03:00:00,2017-10-23 02:00:00,0.02,14.86,216.67,403.59,1.61,12.3,-5.77,4.37,15.44,0.01,0.112203238846655
"5266",0.0275310819,2010-08-16 03:30:00,2017-10-23 02:30:00,0.02,14.84,213.96,404.59,2.37,12.47,-5.29,0.04,-17.08,0.01,0.107927425539752
"5267",0.0393036499,2010-08-16 04:00:00,2017-10-23 03:00:00,0.01,14.81,211.24,405.33,4.61,12.68,-5.55,-3.14,74.89,0.02,0.0936131193889427
"5268",0.0465994991,2010-08-16 04:30:00,2017-10-23 03:30:00,0,14.79,213.29,406.52,3.71,13.24,-5.17,-12.95,NA,0.03,0.084060760267622
"5269",0.0552690611,2010-08-16 05:00:00,2017-10-23 04:00:00,0,14.77,216.13,406.6,2.45,13.46,-5.42,-5.89,34.45,0.02,0.0784763041659267
"5270",0.0634157699,2010-08-16 05:30:00,2017-10-23 04:30:00,0.76,14.74,217.74,406.75,2.68,13.52,-5.87,-0.79,6.47,0.04,0.0741180150988137
