"","SAP_FLOW","dates","heure_solaire","PPFD_IN_1h","TS","WD_2h","CO2","FC_1h","H2O_3h","SB","SH_3h","SLE_3h","ZL_3h","VPD"
"1403",1.0233631575,2010-05-27 16:00:00,2017-10-23 15:00:00,550.16,12.5,209.12,391.92,-15.07,14.55,9.81,-0.18,-136.05,-0.07,0.244425707294033
"1404",0.5920860958,2010-05-27 16:30:00,2017-10-23 15:30:00,270.32,12.52,234.11,390.5,-9.04,14.63,9.28,-2.11,165.53,-0.13,0.199596239442822
"1405",0.4928118519,2010-05-27 17:00:00,2017-10-23 16:00:00,288.07,12.52,254.74,389.07,-13.77,14.36,8.09,6.21,11.3,-0.23,0.203293479477437
"1406",0.4827469148,2010-05-27 17:30:00,2017-10-23 16:30:00,320.45,12.52,246.81,390.37,-18.63,13.85,7.6,3.46,NA,0,0.210204783506106
"1407",0.2798954166,2010-05-27 18:00:00,2017-10-23 17:00:00,350.73,12.53,227.76,394.52,-15.83,13.74,7.27,-0.3,11.8,-0.07,0.181345138917387
"1408",0.1334163054,2010-05-27 18:30:00,2017-10-23 17:30:00,176.2,12.53,188.36,398.05,-6.72,13.63,6.71,-1.18,-109.24,0.04,0.182722320769316
"1409",0.0738198965,2010-05-27 19:00:00,2017-10-23 18:00:00,49.31,12.52,176.31,400.14,-1.09,13.87,6.02,-6.92,26.43,0.03,0.188942933823034
"1410",0.0383945834,2010-05-27 19:30:00,2017-10-23 18:30:00,65.74,12.51,180.1,405.37,-2.24,14.33,5.52,-2.09,86.04,-0.09,0.167577744078704
"1411",0.0208887242,2010-05-27 20:00:00,2017-10-23 19:00:00,32.15,12.5,178.24,411.48,0.57,14.51,5.26,4.69,75.09,-0.14,0.138342069288961
"1412",0.0122751557,2010-05-27 20:30:00,2017-10-23 19:30:00,7.4,12.49,173.61,410.65,1.36,14.44,5.12,0.03,-85.69,-0.02,0.142335395684695
"1413",0.0041324575,2010-05-27 21:00:00,2017-10-23 20:00:00,0.37,12.47,159.23,414.56,2.72,14.5,4.63,-4.06,31.57,0.31,0.170485725555832
"1414",0.0084076131,2010-05-27 21:30:00,2017-10-23 20:30:00,0.03,12.45,148.33,424.1,6.77,14.17,4.31,-3.89,-69.76,0.14,0.13107047546342
"1415",0.0059972516,2010-05-27 22:00:00,2017-10-23 21:00:00,0.02,12.43,142.31,419,7.95,13.87,3.94,-2.68,-136.65,0.71,0.133990043195025
"1416",0.0069321081,2010-05-27 22:30:00,2017-10-23 21:30:00,0.01,12.41,157.8,416.46,-2.04,14.06,3.62,-2.49,-36.63,0.91,0.145108834757489
"1417",0.0073596976,2010-05-27 23:00:00,2017-10-23 22:00:00,0.03,12.39,223.47,415.66,0.39,14.12,3.33,-4.24,15.35,0.38,0.165007208191948
"1418",0.0060273949,2010-05-27 23:30:00,2017-10-23 22:30:00,-0.02,12.38,271.42,410.84,2.64,13.79,3.49,-2.36,-60.97,0.39,0.181575671979185
"1419",0.0070391806,2010-05-28 00:00:00,2017-10-23 23:00:00,0.03,12.36,237.3,407.68,4.11,13.62,3.13,1.79,-39.3,0.42,0.192168063510314
"1420",0.0129770151,2010-05-28 00:30:00,2017-10-23 23:30:00,0.05,12.34,188.04,407.76,3.95,14.12,3.1,-2.34,48.76,0.8,0.185824196731611
"1421",0.0163255175,2010-05-28 01:00:00,2017-10-23 00:00:00,0.02,12.32,206.66,408.05,3.32,14.15,3.02,3.6,58.39,1.61,0.176466904161792
"1422",0.0221452783,2010-05-28 01:30:00,2017-10-23 00:30:00,0.02,12.29,209.1,408.33,2.5,13.91,2.73,-1.09,-18.21,0.8,0.172537513007222
"1423",0.0233863952,2010-05-28 02:00:00,2017-10-23 01:00:00,0.02,12.27,209.15,408.9,2.25,13.52,4.52,-2.57,-139.33,0.5,0.174130382465927
"1424",0.0224615696,2010-05-28 02:30:00,2017-10-23 01:30:00,0,12.25,201.01,409.27,2.37,13.15,3.65,-2.86,-105.69,0.17,0.172280961123274
"1425",0.0281025896,2010-05-28 03:00:00,2017-10-23 02:00:00,0.03,12.22,196.06,408.94,2.24,12.87,3,-2.85,-129.2,0.16,0.195721453097692
"1426",0.0252475849,2010-05-28 03:30:00,2017-10-23 02:30:00,0.06,12.2,193.67,410.57,4.93,12.77,3.23,-3.25,-69.18,0.2,0.191111365596274
"1427",0.0268026458,2010-05-28 04:00:00,2017-10-23 03:00:00,0,12.17,191.27,410.84,2.98,12.69,2.82,-2.86,-64.27,0.27,0.196651694358891
"1428",0.0268026458,2010-05-28 04:30:00,2017-10-23 03:30:00,0.54,12.16,196.56,410.9,1.3,12.67,3.6,-1.49,-33.61,0.32,0.20027939663761
"1429",0.0350306671,2010-05-28 05:00:00,2017-10-23 04:00:00,6.78,12.14,199.46,410.07,1.92,12.69,3.62,0.74,19.29,0.37,0.214944634794501
"1430",0.0435810062,2010-05-28 05:30:00,2017-10-23 04:30:00,29.92,12.12,208.72,408.78,0.19,12.83,4.03,1.04,44.37,0.15,0.214383963064713
"1431",0.095236754,2010-05-28 06:00:00,2017-10-23 05:00:00,71.9,12.11,208.77,407.2,-1.02,12.94,4.85,6.25,79.96,0.12,0.22648829782106
"1432",0.2211930853,2010-05-28 06:30:00,2017-10-23 05:30:00,115.8,12.11,200.2,407.27,-3.72,12.99,5.59,-0.51,8.82,0.09,0.240801262188614
"1433",0.5191816816,2010-05-28 07:00:00,2017-10-23 06:00:00,168.23,12.1,203.89,405.39,-5.66,12.92,5.83,0.44,-4.85,0.06,0.26819544607821
"1434",1.244048837,2010-05-28 07:30:00,2017-10-23 06:30:00,198.93,12.1,213.37,402.71,-0.26,12.87,6.26,-0.12,-31.86,0.05,0.289818391125469
"1435",1.5526856219,2010-05-28 08:00:00,2017-10-23 07:00:00,410,12.11,226.71,403.77,-15.73,12.85,7.51,2.12,-6.96,0.05,0.277310972932717
"1436",1.4901077972,2010-05-28 08:30:00,2017-10-23 07:30:00,437.53,12.13,226.4,403.32,-16.46,12.94,9.69,1.1,42.42,0.07,0.27299191949094
"1437",1.9895633977,2010-05-28 09:00:00,2017-10-23 08:00:00,214.32,12.14,228.85,401.33,-9.63,13.03,11.49,3.5,121.73,0,0.299253871322134
"1438",3.2727708552,2010-05-28 09:30:00,2017-10-23 08:30:00,346.02,12.15,237.59,398.73,-12.96,13.08,12.08,3.06,19.18,-0.02,0.403338476845233
"1439",4.8640571257,2010-05-28 10:00:00,2017-10-23 09:00:00,510.15,12.18,244.11,395.73,-18.71,13.05,12.67,4.65,-52.48,-0.08,0.525110995127383
"1440",5.6205869926,2010-05-28 10:30:00,2017-10-23 09:30:00,1016.21,12.21,253.43,393.69,-27,13.21,11.33,5.56,113.93,-0.08,0.576442417650577
"1441",3.566105971,2010-05-28 11:00:00,2017-10-23 10:00:00,930.88,12.26,253.65,396.19,-25.84,13.23,10.18,-1.8,-76.51,-0.02,0.322275199397687
"1442",1.620768981,2010-05-28 11:30:00,2017-10-23 10:30:00,826.06,12.3,237.81,391.11,-27.7,13.32,8.23,1.09,10.24,-0.08,0.266297375273629
"1443",2.8637112173,2010-05-28 12:00:00,2017-10-23 11:00:00,275.74,12.32,232.05,391.4,-17.64,13.41,6.82,5.71,55.47,-0.24,0.43107323874989
"1444",2.4282582232,2010-05-28 12:30:00,2017-10-23 11:30:00,1282.55,12.35,255.35,401.54,-23.82,13.32,5.92,13.46,28.8,-0.21,0.259173958525079
"1445",1.130673304,2010-05-28 13:00:00,2017-10-23 12:00:00,1341.76,12.38,261.35,394.7,-10.16,13.09,5.4,11.12,-38.45,-0.15,0.2941342448312
"1446",1.7977601419,2010-05-28 13:30:00,2017-10-23 12:30:00,494.33,12.4,247.72,395.63,-1.46,12.96,5.15,4.78,-89.95,-0.15,0.386591317068752
"1447",2.2698175633,2010-05-28 14:00:00,2017-10-23 13:00:00,824.21,12.42,283.58,395.91,-12.73,12.8,5.81,-37.17,-36.07,-0.08,0.375288555122847
"1448",2.4810422382,2010-05-28 14:30:00,2017-10-23 13:30:00,596.02,12.44,301.02,396.15,-12.69,13.42,5.87,2.7,NA,-0.6,0.47084302028883
"1449",3.65520308,2010-05-28 15:00:00,2017-10-23 14:00:00,444.16,12.46,302.43,395.91,-7.38,13.93,5.68,29.5,NA,-0.32,0.549277227934975
"1450",5.2277252834,2010-05-28 15:30:00,2017-10-23 14:30:00,457.45,12.48,303.04,395.24,-13.34,13.29,5.28,-35.61,NA,0.02,0.638633393435006
"1451",5.2763098397,2010-05-28 16:00:00,2017-10-23 15:00:00,760.5,12.49,314.27,395.67,-18.23,13.37,4.53,9.32,NA,-0.13,0.625158115051822
"1452",4.526987784,2010-05-28 16:30:00,2017-10-23 15:30:00,1023.79,12.52,292.52,396.65,-24.5,12.66,4.91,3.2,NA,0.01,0.664564468978231
"1453",4.871125533,2010-05-28 17:00:00,2017-10-23 16:00:00,514.41,12.54,300.56,397.31,-13.8,12.97,4.45,2.6,NA,-0.09,0.697484172710198
"1454",3.8062569943,2010-05-28 17:30:00,2017-10-23 16:30:00,759.34,12.56,290.12,395.28,-19.58,12.39,4.91,6.12,NA,-0.02,0.665198672654611
"1455",2.7759816095,2010-05-28 18:00:00,2017-10-23 17:00:00,491.57,12.57,288.88,394.47,-12.22,12.12,4.86,6.33,-74.08,-0.08,0.652414608081139
"1456",2.101076456,2010-05-28 18:30:00,2017-10-23 17:30:00,373.28,12.57,286.05,392.58,-8.36,11.73,4.01,8.17,NA,-0.16,0.616522527977292
"1457",1.21258734,2010-05-28 19:00:00,2017-10-23 18:00:00,251.12,12.57,285.95,394.02,-10.05,11.38,3.45,-7.42,-192.37,-0.1,0.514106798982088
"1458",0.5603775184,2010-05-28 19:30:00,2017-10-23 18:30:00,156.69,12.56,273.01,395.59,-4.11,11.18,2.44,3.26,51.44,-0.18,0.466530396587601
"1459",0.2984541508,2010-05-28 20:00:00,2017-10-23 19:00:00,53.05,12.54,277.55,396.78,-0.27,10.53,1.7,-3.46,NA,-0.07,0.457693900812616
"1460",0.1614938045,2010-05-28 20:30:00,2017-10-23 19:30:00,11.04,12.52,275.44,399.5,1.59,10.66,1.46,-3.96,135.61,-0.05,0.37993775552184
"1461",0.0979453085,2010-05-28 21:00:00,2017-10-23 20:00:00,0.7,12.49,241.56,404.29,2.39,10.64,0.99,-1.67,12.68,0.01,0.326637592071322
"1462",0.0695606297,2010-05-28 21:30:00,2017-10-23 20:30:00,0.03,12.45,222.33,409.35,4.35,10.75,0.56,-3.92,13.93,0.24,0.229332058912544
"1463",0.058917027,2010-05-28 22:00:00,2017-10-23 21:00:00,0,12.42,197.47,406.89,-2.09,10.79,0.75,-14.67,-1.45,1.66,0.270865041736182
"1464",0.0405526981,2010-05-28 22:30:00,2017-10-23 21:30:00,0.02,12.38,194.97,411.53,5.76,10.66,0.28,-8.83,-34.02,1.57,0.25428644041622
"1465",0.0337313813,2010-05-28 23:00:00,2017-10-23 22:00:00,0.01,12.34,178.53,410.36,4.78,10.65,0.13,-2.8,-90.17,1.47,0.257230214316812
"1466",0.0298734737,2010-05-28 23:30:00,2017-10-23 22:30:00,0.02,12.31,167.66,409.28,5.91,10.86,0.37,-9.11,106.52,2.1,0.294615212410336
"1467",0.028148174,2010-05-29 00:00:00,2017-10-23 23:00:00,0.02,12.27,171.26,414.64,8.54,11.07,0.02,-6.78,-29.62,0.65,0.255103228240865
"1468",0.032933547,2010-05-29 00:30:00,2017-10-23 23:30:00,0,12.24,171.43,416.18,3.09,11.34,0.32,-9.53,87.16,0.4,0.233394789819504
"1469",0.03141951,2010-05-29 01:00:00,2017-10-23 00:00:00,0.01,12.22,177.29,415.72,4.8,11.1,0.58,3.54,-58.27,0.64,0.222494957132407
"1470",0.0262919694,2010-05-29 01:30:00,2017-10-23 00:30:00,0.03,12.19,183.46,418.04,4.96,11.21,0.23,-2.67,29.95,0.36,0.21499041269915
"1471",0.0270381188,2010-05-29 02:00:00,2017-10-23 01:00:00,0.02,12.15,171.27,420.83,4.27,11.16,-0.02,0.88,10.41,0.33,0.195992779710516
"1472",0.0263014178,2010-05-29 02:30:00,2017-10-23 01:30:00,0.05,12.12,167.77,431.36,-0.07,10.93,0.49,1.81,-57.29,0.87,0.157295891469563
"1473",0.0209653961,2010-05-29 03:00:00,2017-10-23 02:00:00,0.02,12.09,174.61,431.68,5.02,11.05,0.89,-4.86,18.09,0.56,0.126649759270803
"1474",0.0199753607,2010-05-29 03:30:00,2017-10-23 02:30:00,0.03,12.06,173.47,431.31,8.52,11.07,1.8,-3.62,-28.68,0.58,0.108465482820153
"1475",0.02447199,2010-05-29 04:00:00,2017-10-23 03:00:00,0.05,12.02,176.31,423.22,3.98,10.98,2.29,-3.4,-58.88,0.91,0.118148908048676
"1476",0.0225769017,2010-05-29 04:30:00,2017-10-23 03:30:00,1.07,11.99,181.4,422.05,5.81,10.98,3.03,-1.95,-0.57,0.49,0.127991650967799
"1477",0.024189527,2010-05-29 05:00:00,2017-10-23 04:00:00,15.53,11.95,171.16,415.6,6.92,10.95,3.74,-4.53,-12.58,0.58,0.156789050778109
"1478",0.0259300473,2010-05-29 05:30:00,2017-10-23 04:30:00,57.56,11.91,159.29,412.52,7.75,11.01,4.05,-6.48,-12.31,1.25,0.185998184637077
"1479",0.0343402121,2010-05-29 06:00:00,2017-10-23 05:00:00,137.71,11.88,166.43,405.95,-1.55,11.04,3.86,-7.66,-73.56,1.01,0.189654274504118
"1480",0.3193266602,2010-05-29 06:30:00,2017-10-23 05:30:00,164.15,11.85,158.74,414.07,-2.05,10.73,4.39,-7.44,-123.03,1.54,0.266767993410974
"1481",0.8831601065,2010-05-29 07:00:00,2017-10-23 06:00:00,329.12,11.84,169.46,411.91,-9.63,10.6,5.94,0.83,28.67,0.71,0.318105353723443
"1482",1.9948276985,2010-05-29 07:30:00,2017-10-23 06:30:00,464.74,11.83,223.53,407.62,-17.98,10.49,6.29,-0.81,-46.14,1.32,0.396247929965996
"1483",3.4132029321,2010-05-29 08:00:00,2017-10-23 07:00:00,708.53,11.83,274.02,401.92,-14.35,10.37,6.54,5.22,47.79,0.63,0.491956596321279
"1484",4.6176689512,2010-05-29 08:30:00,2017-10-23 07:30:00,873.43,11.84,235.63,397.7,-16.49,10.67,7.99,10.43,106.81,0.31,0.613804392359066
"1485",5.70014553,2010-05-29 09:00:00,2017-10-23 08:00:00,894.39,11.86,241.87,392.03,-16.39,11.04,7.96,7.98,143.11,-0.65,0.805345872726676
"1486",6.4715288703,2010-05-29 09:30:00,2017-10-23 08:30:00,1142.77,11.89,261.58,392.9,-13.25,11,8.46,11.61,35.98,-0.14,0.913202137433274
"1487",6.8264836199,2010-05-29 10:00:00,2017-10-23 09:00:00,1112.08,11.95,247.24,392.44,-18.71,11.31,10.2,13.7,187.61,-0.84,0.916739756369908
"1488",6.8907830014,2010-05-29 10:30:00,2017-10-23 09:30:00,1333.16,12.01,261.82,392.39,-23.07,11.42,9.3,13.9,-127.94,-2.23,0.901787896262314
"1489",6.4621932614,2010-05-29 11:00:00,2017-10-23 10:00:00,1459.75,12.07,258.11,392.73,-21.87,11.25,9.17,13,22.23,-0.68,0.914097871300237
"1490",6.9920212422,2010-05-29 11:30:00,2017-10-23 10:30:00,1136.55,12.12,252.37,391.87,-20.48,10.81,9.44,11.63,-157.26,-0.89,0.983063426799671
"1491",6.8006630525,2010-05-29 12:00:00,2017-10-23 11:00:00,1159.78,12.17,264.82,391.66,-24.23,9.65,9.21,10.93,NA,-0.78,1.00659359612326
"1492",6.5691269442,2010-05-29 12:30:00,2017-10-23 11:30:00,1312.13,12.23,267.69,389.99,-24.2,9.3,9.29,10.03,NA,-1.71,1.0170129515304
"1493",7.0786561505,2010-05-29 13:00:00,2017-10-23 12:00:00,1298.13,12.28,266.66,388.15,-23.12,9.82,8.24,6.25,NA,-0.89,1.11232310858197
"1494",6.9482871034,2010-05-29 13:30:00,2017-10-23 12:30:00,1140.25,12.33,261,387.17,-20.32,10,7.69,0.39,112.16,-0.43,1.09547673107405
"1495",6.6036162746,2010-05-29 14:00:00,2017-10-23 13:00:00,1524.62,12.38,261.04,385.9,-21.44,10.09,7.56,2.61,-104.75,-0.83,1.11771650013957
"1496",6.5734597845,2010-05-29 14:30:00,2017-10-23 13:30:00,998.17,12.43,265.26,385.91,-18.99,10.21,7.58,10.52,NA,-0.43,1.14649885491614
"1497",5.5602810531,2010-05-29 15:00:00,2017-10-23 14:00:00,957.6,12.48,269.24,384.65,-22.78,10.13,7.02,1.42,-155.41,-0.26,1.11387978878736
"1498",4.9913750955,2010-05-29 15:30:00,2017-10-23 14:30:00,791.59,12.52,266.3,384.34,-20.4,10.24,6.04,2.89,NA,-0.23,1.10838674158416
"1499",5.0848493979,2010-05-29 16:00:00,2017-10-23 15:00:00,576.45,12.54,266.16,384.21,-19.42,10.35,4.94,11.45,73.2,-0.34,1.12489556580583
"1500",4.260603971,2010-05-29 16:30:00,2017-10-23 15:30:00,574.86,12.56,273.09,382.72,-13.28,10.1,4.35,-3.93,-196,-0.14,1.09514869342514
"1501",3.3320511822,2010-05-29 17:00:00,2017-10-23 16:00:00,526.13,12.57,262.95,380.43,-16.12,9.8,3.51,-0.5,51.87,-0.11,1.04913257254749
"1502",2.6356402851,2010-05-29 17:30:00,2017-10-23 16:30:00,381.62,12.59,262.57,381.22,-13.5,9.39,3.44,-1.35,NA,-0.07,1.01626710908572
"1503",1.8313689329,2010-05-29 18:00:00,2017-10-23 17:00:00,317.41,12.6,258.22,381.92,-8.44,9.25,2.78,-5.32,-132.92,-0.04,0.948320831943729
"1504",1.0770700766,2010-05-29 18:30:00,2017-10-23 17:30:00,227,12.6,247.65,383.46,-6.36,9.11,2.29,-2.7,-6.2,-0.03,0.896600294019438
"1505",0.7430662549,2010-05-29 19:00:00,2017-10-23 18:00:00,123.85,12.61,248.7,385.92,-2.58,8.97,2.55,0.35,-32.33,-0.01,0.877284193458863
"1506",0.5089363019,2010-05-29 19:30:00,2017-10-23 18:30:00,87.23,12.61,233.6,388.8,-1.4,9.16,2.22,-1.25,NA,0,0.842712448178613
"1507",0.3256259696,2010-05-29 20:00:00,2017-10-23 19:00:00,55.86,12.6,224.17,389.93,-1.27,9.52,1.84,-1.57,59.64,0.01,0.83995732121478
"1508",0.2230953994,2010-05-29 20:30:00,2017-10-23 19:30:00,8.12,12.59,209.86,390.62,2.17,9.57,1.58,-2.82,103.2,0.06,0.800557298736434
"1509",0.1586622056,2010-05-29 21:00:00,2017-10-23 20:00:00,0.56,12.57,199.9,391.75,2.71,9.76,0.91,-5.98,-17.86,0.2,0.768879656822949
"1510",0.1148873621,2010-05-29 21:30:00,2017-10-23 20:30:00,0.05,12.55,193.39,393.65,3.14,9.93,0.57,-4.32,41.06,0.32,0.764889280963843
"1511",0.087631907,2010-05-29 22:00:00,2017-10-23 21:00:00,-0.01,12.54,190.77,395.93,3.45,9.85,0.57,-3.29,-28.92,0.23,0.718704901887271
"1512",0.0788880027,2010-05-29 22:30:00,2017-10-23 21:30:00,0,12.52,185.41,401.18,3.13,9.66,-0.04,-6.85,-90.61,0.25,0.465175800375411
"1513",0.0748422115,2010-05-29 23:00:00,2017-10-23 22:00:00,0.03,12.5,190.26,404.05,3.05,9.57,-0.27,-1.75,-72.07,0.24,0.149916775623228
"1514",0.044014468,2010-05-29 23:30:00,2017-10-23 22:30:00,0.02,12.48,215.09,404.73,2.02,9.77,-0.46,-3.01,1.73,0.12,0.103569536596094
"1515",0.0300976507,2010-05-30 00:00:00,2017-10-23 23:00:00,0,12.45,222.18,404.69,2.66,10.07,-0.8,-0.51,106.95,0.11,0.0879887239001955
"1516",0.005874205,2010-05-30 00:30:00,2017-10-23 23:30:00,0.04,12.43,251.25,404.93,3.52,10.42,-0.25,3.66,111.58,0.07,0.0842133644827998
"1517",0.0079568906,2010-05-30 01:00:00,2017-10-23 00:00:00,-0.01,12.4,243.89,404.92,1.95,10.76,-0.31,-1.9,133.45,0.06,0.0795180263369548
"1518",0.0111879523,2010-05-30 01:30:00,2017-10-23 00:30:00,0.03,12.37,210.85,405.71,4.48,11.8,-0.1,-21.9,NA,0.04,0.0737518624357356
"1519",0.0146365905,2010-05-30 02:00:00,2017-10-23 01:00:00,-0.02,12.34,206.91,406.68,2.94,12.82,0.12,-33.75,NA,-0.02,0.0691649314953773
"1520",0.0229848122,2010-05-30 02:30:00,2017-10-23 01:30:00,0.02,12.32,218.22,406.85,4.16,12.92,0.74,-6.3,49.9,0.06,0.067458508086002
"1521",0.0355522068,2010-05-30 03:00:00,2017-10-23 02:00:00,0,12.29,218.99,407.35,6.7,12.93,0.82,-3.19,15.25,0.05,0.0684233586422749
"1522",0.0387958461,2010-05-30 03:30:00,2017-10-23 02:30:00,0,12.27,212.13,408.36,3.73,12.9,1.69,-0.52,19.36,0.04,0.0703624821665498
"1523",0.0592154347,2010-05-30 04:00:00,2017-10-23 03:00:00,0.02,12.25,218.86,408.9,6.56,12.93,2.32,-0.79,NA,0.03,0.0741103762818682
"1524",0.0682862331,2010-05-30 04:30:00,2017-10-23 03:30:00,0.53,12.23,216.87,409.57,3.75,12.99,3.33,-0.71,NA,0.05,0.0790546522541031
"1525",0.085665215,2010-05-30 05:00:00,2017-10-23 04:00:00,3.44,12.21,220.03,410.3,2.97,13.06,4.08,0.23,NA,0.05,0.0769760469267133
"1526",0.0797795254,2010-05-30 05:30:00,2017-10-23 04:30:00,14.09,12.19,211.42,411.33,4.4,13.08,3.98,0.79,NA,0.05,0.0754916139285602
"1527",0.0734004378,2010-05-30 06:00:00,2017-10-23 05:00:00,30.92,12.18,215.56,412.09,2.14,13.03,4.64,0.5,NA,0.06,0.0760253387999397
"1528",0.0661674584,2010-05-30 06:30:00,2017-10-23 05:30:00,76.36,12.16,214.81,412.63,1.12,13.05,5.48,0.01,NA,0.05,0.0745539489304845
"1529",0.0582689221,2010-05-30 07:00:00,2017-10-23 06:00:00,90.13,12.15,208.41,410.96,-2.89,13.04,7.83,0.46,NA,0.05,0.0744047724958632
"1530",0.0532537004,2010-05-30 07:30:00,2017-10-23 06:30:00,178.12,12.14,224.54,410.05,-5.08,13.08,8.86,1.18,NA,0.05,0.0767867780427081
"1531",0.0565622051,2010-05-30 08:00:00,2017-10-23 07:00:00,248.9,12.14,229.58,406.38,-8.03,13.26,8.8,0.48,NA,0.04,0.104609709539612
"1532",0.1242423992,2010-05-30 08:30:00,2017-10-23 07:30:00,321.92,12.15,228.71,404.41,-12.61,13.46,7.04,2.73,NA,0.04,0.212434621354877
"1533",0.7762598453,2010-05-30 09:00:00,2017-10-23 08:00:00,685.55,12.16,232.09,398.91,-20.47,13.64,8.27,3.85,NA,0.06,0.35742097502146
"1534",2.0199889214,2010-05-30 09:30:00,2017-10-23 08:30:00,370.26,12.18,235.39,398.67,-15.84,13.95,9.48,2.67,NA,0,0.453888577658236
"1535",2.7940912968,2010-05-30 10:00:00,2017-10-23 09:00:00,1028.15,12.2,236.7,397.68,-21.56,14.13,7.97,4.63,NA,-0.04,0.519506419284557
"1536",3.7613840002,2010-05-30 10:30:00,2017-10-23 09:30:00,421.45,12.21,252.18,397.89,-16.15,14.28,8.14,3.33,NA,-0.02,0.497624578637214
"1537",3.2391989788,2010-05-30 11:00:00,2017-10-23 10:00:00,726.03,12.22,258.15,395.75,-20.04,14.22,7.81,9.28,NA,-0.01,0.519871688866188
"1538",3.9476421882,2010-05-30 11:30:00,2017-10-23 10:30:00,395.47,12.23,262.23,393.8,-14.54,13.31,7.34,1.98,NA,0.03,0.553156011315374
"1539",4.8067737663,2010-05-30 12:00:00,2017-10-23 11:00:00,629.92,12.24,264.39,393.11,-20.83,12.53,7.25,11.58,NA,-0.01,0.647437439848421
"1540",4.6658807429,2010-05-30 12:30:00,2017-10-23 11:30:00,694.65,12.26,267.24,394.4,-25.27,11.46,8.39,-3.35,NA,0.01,0.644359398087121
"1541",5.0319380662,2010-05-30 13:00:00,2017-10-23 12:00:00,976.45,12.28,257.88,393.21,-24.28,11.1,9.07,3.74,NA,-0.04,0.672079425114827
"1542",4.5127771179,2010-05-30 13:30:00,2017-10-23 12:30:00,715.72,12.31,257.92,394.2,-27.09,11.13,8.73,-3.63,NA,-0.01,0.577208292565001
"1543",2.325903547,2010-05-30 14:00:00,2017-10-23 13:00:00,779.24,12.33,255.87,395.21,-25.26,11.36,8.18,6.71,NA,-0.03,0.359884173979657
"1544",1.566740523,2010-05-30 14:30:00,2017-10-23 13:30:00,461.6,12.35,249.3,395.31,-20.22,11.35,7.08,4.68,NA,-0.05,0.363085481249369
"1545",1.0298717126,2010-05-30 15:00:00,2017-10-23 14:00:00,368.85,12.36,248.48,395.21,-12.54,11.22,5.95,11.83,NA,-0.06,0.351759189802138
"1546",1.2774357139,2010-05-30 15:30:00,2017-10-23 14:30:00,248.53,12.36,255.73,394.22,-10.47,11.04,5.14,-3.14,NA,-0.04,0.438775669757152
"1547",1.6934524073,2010-05-30 16:00:00,2017-10-23 15:00:00,346.46,12.36,263.68,395.66,-10.74,11.32,4.43,7.64,NA,-0.03,0.432483302329
"1548",1.2886057277,2010-05-30 16:30:00,2017-10-23 15:30:00,276.72,12.35,262.97,395.14,-12.02,11.6,2.75,-10.29,NA,-0.01,0.322644254071021
"1549",0.6863072489,2010-05-30 17:00:00,2017-10-23 16:00:00,276.86,12.35,252.03,397.38,-10.2,12.47,1.91,-20.11,NA,0.03,0.194374363658404
"1550",0.3006126938,2010-05-30 17:30:00,2017-10-23 16:30:00,155.2,12.34,245.5,397.3,-4.01,12.39,0.8,0.56,NA,0.05,0.161384798896804
"1551",0.1583978999,2010-05-30 18:00:00,2017-10-23 17:00:00,142.69,12.33,239.75,398.1,-6.76,12.24,0.05,-3.95,NA,0.03,0.14240740527804
"1552",0.0938031999,2010-05-30 18:30:00,2017-10-23 17:30:00,177.25,12.32,234.2,398.9,-3.7,11.98,-0.66,9.59,NA,0.01,0.158762621565254
"1553",0.0620868108,2010-05-30 19:00:00,2017-10-23 18:00:00,53.5,12.3,255.73,398.83,1.24,11.78,-1.27,-4.12,NA,0,0.160457560518509
"1554",0.0581755707,2010-05-30 19:30:00,2017-10-23 18:30:00,56.06,12.28,236.43,400.64,1.94,12.34,-1.33,-8.68,NA,0.01,0.109820751259577
"1555",0.0478311254,2010-05-30 20:00:00,2017-10-23 19:00:00,21.12,12.26,222.12,401.81,6.37,12.73,-1.34,-14.12,NA,0.02,0.0978971976913765
"1556",0.0469778254,2010-05-30 20:30:00,2017-10-23 19:30:00,2.88,12.24,230.19,403.79,1.62,12.68,-1.31,-6.1,-14.34,0.03,0.101701234348919
"1557",0.0518000773,2010-05-30 21:00:00,2017-10-23 20:00:00,0.69,12.22,236.28,404.16,3.95,12.89,-1.31,0.21,43.03,0.05,0.133661014351812
"1558",0.0517807279,2010-05-30 21:30:00,2017-10-23 20:30:00,0.02,12.19,263.32,404.54,2.35,12.79,-1.77,2.03,9.36,0.05,0.147455501621869
"1559",0.0761582965,2010-05-30 22:00:00,2017-10-23 21:00:00,0.04,12.17,248.07,403.91,2.08,12.73,-1.7,-0.87,-50.65,0.03,0.203347028728077
"1560",0.1189483251,2010-05-30 22:30:00,2017-10-23 21:30:00,0.02,12.14,255.63,403.97,1.93,12.9,-2.37,-7.66,-45.47,0.04,0.206983670780973
"1561",0.1202664885,2010-05-30 23:00:00,2017-10-23 22:00:00,0.02,12.11,269.59,404.62,2.7,12.54,-2.62,-7.33,-117.88,0.06,0.136024065994704
"1562",0.0907681984,2010-05-30 23:30:00,2017-10-23 22:30:00,0.05,12.07,260.47,405.63,1.31,12.5,-3.07,0.66,18.51,0.1,0.0950312932541278
"1563",0.0891801237,2010-05-31 00:00:00,2017-10-23 23:00:00,0.02,12,270.86,406.4,1.4,12.38,-4.25,3.77,-12.48,0.08,0.079101597889534
