TIMESTAMP_START,TIMESTAMP_END,DTime,NETRAD,P,PA,PPFD_DIF,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,TA,TS,TS_2,TS_3,WD,WS,CO2,FC,H,H2O,LE,SB,SC,SH,SLE,TAU,USTAR,ZL,PRI,G,SAP_FLOW
201001010000,201001010030,1.021,-6.15,0,95.43,0,0.03,0.13,92.96,0.4,0.43,5.32,6.27,6.29,6.26,219.4,1.29,414.82,0.79,-6.23,8.3,-1.57,-1.51,0.68,-0.88,-9999,0.09,0.27,0.08,-9999,-1.255,-9999
201001010030,201001010100,1.042,-6.27,0,95.41,0,0.02,0.14,93,0.27,0.42,5.29,6.26,6.28,6.27,215.39,1.16,415.45,1.06,-4.83,8.3,-0.25,-1.51,0.11,-0.55,-49.27,0.08,0.25,0.08,-9999,-1.26,-9999
201001010100,201001010130,1.062,-6.31,0,95.4,0,0.01,0.11,93.31,0.14,0.43,5.27,6.25,6.28,6.27,207.88,1.1,416.66,0.44,-9.46,8.36,-1.92,-1.52,1.13,-0.22,-64.44,0.07,0.25,0.17,-9999,-1.295,-9999
201001010130,201001010200,1.083,-6.3,0,95.39,0,0.02,0.15,93.6,0.29,0.49,5.29,6.25,6.27,6.27,204,1.08,416.91,0.63,-5.74,8.4,-1.25,-1.57,0.26,0.28,8.38,0.07,0.23,0.12,-9999,-1.32,-9999
201001010200,201001010230,1.104,-7.72,0,95.38,0,0.02,0.14,93.61,0.18,0.44,5.27,6.23,6.27,6.27,228.12,1.38,417.97,0.31,-5.66,8.34,-0.71,-1.72,0.38,-0.25,18.65,0.06,0.22,0.13,-9999,-1.335,-9999
201001010230,201001010300,1.125,-44.22,0,95.35,0,0.02,0.15,93.73,-1.34,0.92,5.1,6.23,6.26,6.27,241.83,1.95,420.22,0.83,-16.98,8.17,1.8,-1.71,1.54,-2.72,-78.96,0.18,0.39,0.08,-9999,-1.455,-9999
201001010300,201001010330,1.146,-13.23,0,95.34,0,0.02,0.11,94.1,-0.41,0.72,4.92,6.22,6.26,6.27,232.98,1.49,420.47,0.88,-12.98,8.25,0.23,-2.35,-0.23,-2.89,-31.31,0.12,0.31,0.11,-9999,-2.195,-9999
201001010330,201001010400,1.167,-5.87,0,95.34,0,0,0.14,94.31,-0.26,0.52,4.86,6.21,6.25,6.27,229.28,0.95,420.01,0.63,-7.51,8.3,-0.36,-2.85,0.24,-0.92,3.75,0.06,0.22,0.19,-9999,-2.44,-9999
201001010400,201001010430,1.188,-2.72,0,95.34,0,0.02,0.14,94.37,-0.22,0.24,4.79,6.19,6.25,6.27,269.42,0.81,421.54,0.83,-2.24,8.24,-1.41,-2.86,1.4,-1.08,5.97,0.02,0.12,0.39,-9999,-2.23,-9999
201001010430,201001010500,1.208,-2.44,0,95.34,0,0.01,0.13,94.49,-0.26,0.01,4.61,6.18,6.24,6.27,299.9,1.2,431.85,-0.14,-4.15,8.1,-0.04,-2.38,2.3,-2.95,-25.93,0.05,0.2,0.14,-9999,-1.965,-9999
201001010500,201001010530,1.229,-2.07,0,95.35,0,0.02,0.15,94.75,-0.24,-0.05,4.36,6.17,6.23,6.27,301.57,1.21,444.18,0.13,-0.49,8,1.26,-2.12,5.58,-3.84,-56.68,0.06,0.23,0.01,-9999,-1.865,-9999
201001010530,201001010600,1.25,-1.41,0,95.35,0,0.02,0.13,95.03,-0.18,-0.06,4.14,6.16,6.22,6.27,297.33,1.15,451.82,0.1,4.52,7.91,1.49,-2.27,3.33,-3.57,-48.6,0.05,0.2,-0.16,-9999,-1.89,-9999
201001010600,201001010630,1.271,-2.08,0,95.37,0,0.01,0.13,95.3,-0.32,-0.15,3.77,6.15,6.21,6.27,318.07,1.65,456.53,0.42,2.84,7.73,0.3,-2.17,2.05,-5.82,-82.98,0.1,0.29,-0.03,-9999,-1.985,-9999
201001010630,201001010700,1.292,-2.04,0,95.38,0,0.02,0.13,95.56,-0.26,-0.11,3.46,6.14,6.21,6.27,308.1,1.83,463.04,-0.96,10.52,7.58,2.08,-2.54,3.2,-4.87,-59.82,0.11,0.3,-0.1,-9999,-2.19,-9999
201001010700,201001010730,1.312,-1.91,0,95.4,0,0.7,0.17,95.78,0.16,-0.04,3.12,6.13,6.21,6.27,323.08,1.42,468.17,-3.17,19.37,7.42,3.78,-2.74,2.2,-5.41,-87.52,0.09,0.27,-0.28,-9999,-2.455,-9999
201001010730,201001010800,1.333,0.31,0,95.44,0,4.3,0.32,95.94,2.29,0.23,3.02,6.12,6.2,6.27,308.76,1.39,470.49,-0.2,6.22,7.38,0.38,-3.06,1.11,-1.73,-28.76,0.03,0.17,-0.36,-9999,-2.715,-9999
201001010800,201001010830,1.354,3.91,0,95.46,7.04,11.17,0.67,96.06,5.92,0.56,2.89,6.11,6.19,6.26,295.57,1.49,469.38,0.36,1.78,7.33,0.24,-3.21,-0.6,-2.08,-24.04,0.05,0.2,-0.06,-9999,-2.855,-9999
201001010830,201001010900,1.375,9.35,0,95.49,18.85,22.09,0.97,96.17,11.81,1.15,2.81,6.09,6.18,6.26,295.24,1.13,468.94,0.74,-5.08,7.31,0.1,-3.42,-0.03,-1.22,-7.72,0.05,0.19,0.19,-9999,-2.95,-9999
201001010900,201001010930,1.396,20.99,0,95.52,41.03,44.34,1.67,96.25,24.36,2.27,2.72,6.08,6.17,6.26,277.65,1.69,468.29,1.31,14,7.27,1.97,-3.46,-0.41,-1.46,-21.09,0.1,0.28,-0.16,-9999,-2.96,-9999
201001010930,201001011000,1.417,28.69,0.2,95.56,57.12,60.26,2.21,96.32,32.52,2.89,2.63,6.06,6.16,6.25,283.77,1.94,467.75,0.41,-1.34,7.23,-0.23,-3.31,-0.19,-1.36,-6.08,0.17,0.38,0.01,-9999,-2.84,-9999
201001011000,201001011030,1.438,25.4,0,95.59,51.22,54.5,1.96,96.42,28.32,2.39,2.42,6.05,6.15,6.25,289.46,1.99,465.07,-5.45,-34.67,7.11,0.04,-3.17,-0.89,-3.39,-69.4,0.2,0.4,0.14,-9999,-2.755,-9999
201001011030,201001011100,1.458,30.66,0.4,95.62,61.57,65.51,2.39,96.47,33.67,2.83,2.37,6.04,6.15,6.24,327.67,1.68,451.51,2.11,4.7,7.1,3.28,-3.2,-6.78,-0.8,-2.4,0.15,0.35,-0.03,-9999,-2.815,-9999
201001011100,201001011130,1.479,32.1,0.2,95.64,63.85,67.37,2.42,96.58,34.78,2.78,2.01,6.03,6.14,6.24,351.2,1.75,450.38,0.9,27.45,6.92,3.87,-3.21,-0.05,-5.86,-69.62,0.15,0.35,-0.17,-9999,-2.925,-9999
201001011130,201001011200,1.5,38.27,0.2,95.66,77.24,81.32,2.81,96.74,42.13,3.5,1.48,6.02,6.13,6.24,330.98,1.5,446.79,1.24,8.32,6.65,2.35,-3.4,-1.66,-8.62,-120.6,0.15,0.35,-0.05,-9999,-3.12,-9999
201001011200,201001011230,1.521,33.87,0.4,95.69,70.01,73.97,2.54,96.83,37.36,3.04,1.14,6.01,6.12,6.24,345.86,1.75,447.31,0.32,7.8,6.46,2.61,-3.92,0.3,-5.5,-59.12,0.1,0.28,-0.09,-9999,-3.54,-9999
201001011230,201001011300,1.542,33.22,0.2,95.73,67.02,71,2.66,96.88,36.85,3.29,0.98,5.99,6.12,6.23,334.32,1.48,447.31,1.1,7.72,6.39,5.76,-4.48,-0.01,-2.61,-26.69,0.07,0.23,-0.16,-9999,-4.07,-9999
201001011300,201001011330,1.562,31.92,0.4,95.77,64.71,68.53,2.67,96.92,35.98,3.55,0.81,5.97,6.11,6.23,302.3,1.07,445.98,0.12,14.22,6.28,-0.08,-5.09,-0.51,-2.84,-9999,0.06,0.21,-0.4,-9999,-4.485,-9999
201001011330,201001011400,1.583,21.18,0.4,95.81,43.44,46.56,1.73,96.94,24.32,2.55,0.73,5.96,6.1,6.22,277.67,1.17,445.08,0.46,-9.69,6.23,-1.64,-5.5,-0.47,-1.27,-9999,0.03,0.16,-9999,-9999,-4.96,-9999
201001011400,201001011430,1.604,11.74,0.2,95.87,25.29,28.29,1.09,97.02,15.41,2.4,0.5,5.94,6.08,6.22,278.56,1.42,446.61,2.68,24.05,6.06,-5.8,-6.18,0.66,-3.85,-9999,0.11,0.29,-0.26,-9999,-5.48,-9999
201001011430,201001011500,1.625,7.24,0,95.93,14.01,17.29,0.71,97.08,9.93,1.73,0.3,5.91,6.07,6.22,272.45,2.05,444.76,6.06,-16.38,5.98,-0.32,-7.28,-0.47,-3.27,-82.58,0.18,0.38,0.08,-9999,-6.395,-9999
201001011500,201001011530,1.646,1.78,0,95.98,0,5.25,0.36,97.12,2.91,0.61,0.14,5.87,6.06,6.21,277.61,1.93,438.13,0.74,-11.25,5.95,-0.83,-8.26,-3.04,-2.5,-57.1,0.13,0.32,0.1,-9999,-7.185,-9999
201001011530,201001011600,1.667,-0.24,0.2,96.05,0,0.7,0.1,97.16,0.4,0.11,0.03,5.84,6.04,6.2,280.2,2.87,435.54,2.3,-2.37,5.94,-0.39,-8.81,-1.11,-1.96,25.88,0.34,0.52,0,-9999,-7.695,-9999
201001011600,201001011630,1.688,-1.27,0,96.12,0,0.05,0.09,97.2,-0.25,-0.07,-0.16,5.8,6.01,6.2,290.34,3,432.03,2.48,-15.78,5.92,0.26,-9.19,-1.77,-3.09,-40.92,0.42,0.58,0.02,-9999,-7.925,-9999
201001011630,201001011700,1.708,-2.43,0,96.18,0,0.01,0.07,97.19,-0.66,-0.1,-0.3,5.75,5.99,6.19,287.1,2.58,430.97,1.03,-4.84,5.82,-3.89,-9.39,-0.63,-2.22,-14.73,0.27,0.47,0.01,-9999,-7.965,-9999
201001011700,201001011730,1.729,-2.27,0,96.24,0,0.04,0.04,97.17,-0.78,0.06,-0.44,5.71,5.96,6.18,289.38,2.49,431.45,0.63,-7.97,5.64,-2.98,-9.3,0.38,-2.22,-10.88,0.36,0.53,0.01,-9999,-7.94,-9999
201001011730,201001011800,1.75,-2.05,0,96.29,0,0.01,0.05,97.06,-0.33,0.15,-0.5,5.67,5.93,6.17,284.87,2.07,431.96,0.32,-16.19,5.54,-0.24,-9.17,-0.04,-1.1,-52.53,0.18,0.38,0.08,-9999,-7.905,-9999
201001011800,201001011830,1.771,-1.75,0,96.34,0,0.02,0.04,96.9,-0.26,-0.07,-0.57,5.63,5.9,6.16,271.8,2.76,433.17,0.6,-3.16,5.54,-0.96,-8.94,0.94,-1.07,-64,0.27,0.47,0.01,-9999,-7.805,-9999
201001011830,201001011900,1.792,-1.8,0,96.4,0,-0.01,0.04,96.73,-0.24,-0.07,-0.7,5.6,5.87,6.14,280.4,2.9,431.89,0.06,-6.08,5.51,-1.85,-8.84,-0.46,-2.05,-44.23,0.3,0.49,0.01,-9999,-7.705,-9999
201001011900,201001011930,1.812,-2.34,0,96.47,0,0.03,0.05,96.43,-0.31,-0.11,-0.87,5.57,5.84,6.13,282.98,3.17,429.77,0.21,-8.6,5.39,-4.49,-8.63,-1.14,-2.75,-35.36,0.44,0.59,0.01,-9999,-7.715,-9999
201001011930,201001012000,1.833,-2.73,0,96.54,0,0.02,0.06,95.23,-0.35,-0.16,-1.03,5.54,5.82,6.12,284.44,3.16,427.87,1.1,-8.68,5.19,2.09,-8.83,-0.98,-2.66,-70.78,0.46,0.61,0.01,-9999,-7.85,-9999
201001012000,201001012030,1.854,-2.41,0,96.6,0,0.03,0.06,94.17,-0.27,-0.03,-0.93,5.5,5.8,6.11,273.86,2.61,425.94,2.44,-4.14,5.26,2.37,-9.03,-0.78,1.6,25.85,0.42,0.58,0.01,-9999,-7.92,-9999
201001012030,201001012100,1.875,-2.93,0,96.66,0,0.01,0.05,93.74,-0.38,-0.08,-1.01,5.47,5.77,6.09,272.13,3.34,422.99,1.29,-3.26,5.2,0.15,-8.88,-1.19,-1.32,-38.95,0.48,0.62,0,-9999,-7.93,-9999
201001012100,201001012130,1.896,-2.33,0,96.72,0,0.05,0.07,93.21,-0.31,-0.22,-1.11,5.44,5.74,6.08,271.38,3.67,421.38,1.33,-23.49,5.14,-1.27,-8.91,-0.99,-1.63,-24.36,0.6,0.7,0.02,-9999,-7.955,-9999
201001012130,201001012200,1.917,-2.01,0,96.77,0,0.02,0.07,93.92,-0.35,-0.19,-1.33,5.41,5.72,6.06,279.1,3.41,420.7,0.1,-9999,5.1,0.62,-9.08,-0.17,-3.55,-37.2,0.58,0.68,0.07,-9999,-8.065,-9999
201001012200,201001012230,1.938,-2.03,0,96.82,0,0.02,0.05,95.13,-0.3,-0.01,-1.55,5.38,5.7,6.05,270.69,3.18,419.36,2.29,-10.29,5.11,1.74,-9.16,-0.75,-3.58,-25.82,0.58,0.68,0.01,-9999,-8.15,-9999
201001012230,201001012300,1.958,-2.6,0,96.86,0,0.01,0.04,95.65,-0.43,-0.05,-1.65,5.35,5.67,6.04,272.51,3.16,418.32,0.4,-10.74,5,1.84,-8.95,-0.32,-1.55,-45.61,0.58,0.68,0.01,-9999,-8.125,-9999
201001012300,201001012330,1.979,-2.63,0,96.91,0,0.01,0.05,94.95,-0.39,-0.05,-1.65,5.33,5.65,6.02,271.43,3.21,418.4,0.75,-8.84,4.93,-0.55,-8.88,0.04,-0.08,-42.23,0.47,0.61,0.01,-9999,-8.06,-9999
201001012330,201001020000,2,-2.55,0,96.95,0,0.02,0.04,94.68,-0.38,-0.08,-1.82,5.3,5.63,6,274.59,3.39,418.21,0.77,17.83,4.91,-0.24,-8.81,-0.08,-2.75,-20.52,0.44,0.6,-0.02,-9999,-8.015,-9999
201001020000,201001020030,2.021,-2.99,0,96.98,0,0.01,0.06,95.01,-0.41,0.04,-2,5.28,5.6,5.99,277.96,2.94,418.02,0.6,-0.6,4.86,-2.41,-8.62,-0.13,-2.89,-25.49,0.44,0.6,0,-9999,-7.955,-9999
201001020030,201001020100,2.042,-3.45,0,97.04,0,0.02,0.03,94.9,-0.46,0.05,-2.05,5.26,5.58,5.98,273.39,2.93,417.61,0.51,2.52,4.81,-2.6,-8.59,-0.17,-0.81,-20.69,0.49,0.63,0,-9999,-7.885,-9999
201001020100,201001020130,2.062,-3.84,0,97.1,0,0.02,0.05,93.16,-0.48,0.04,-1.98,5.24,5.56,5.96,273.55,3.11,416.63,0.19,9.01,4.7,-2.8,-8.44,-0.54,1,-42.8,0.43,0.59,-0.01,-9999,-7.805,-9999
201001020130,201001020200,2.083,-4.77,0,97.17,0,0,0.04,90.71,-0.62,0.05,-1.97,5.22,5.54,5.95,279.14,3.29,415.14,0.87,4.56,4.58,-0.03,-8.52,-0.5,0.18,-49.27,0.56,0.67,0,-9999,-7.76,-9999
201001020200,201001020230,2.104,-4.62,0,97.22,0,0.02,0.04,90.38,-0.52,0.16,-2.03,5.2,5.53,5.94,274.74,3.15,414.46,2.45,-6.96,4.59,2.36,-8.36,-0.37,-0.92,-7.24,0.57,0.68,0.01,-9999,-7.73,-9999
201001020230,201001020300,2.125,-4.44,0,97.27,0,0.02,0.04,90.41,-0.5,0.13,-2.14,5.18,5.5,5.92,275.41,3.19,413.59,0.9,-3.33,4.55,-1.97,-8.21,-0.57,-1.8,-18.29,0.52,0.65,0,-9999,-7.705,-9999
201001020300,201001020330,2.146,-7.69,0,97.33,0,0.03,0.05,89.87,-0.93,0.25,-2.38,5.16,5.49,5.91,276.69,2.92,413.8,0.49,-4.45,4.41,-12.08,-8.32,0.19,-3.81,-62.61,0.33,0.52,0.01,-9999,-7.65,-9999
201001020330,201001020400,2.167,-9.27,0,97.38,0,0.01,0.03,82.95,-1.04,0.45,-2.38,5.14,5.47,5.89,284.39,3.32,413.56,0.38,-9.12,4.03,-3.66,-8.24,-0.02,-0.03,-170.82,0.39,0.56,0.01,-9999,-7.61,-9999
201001020400,201001020430,2.188,-10.39,0,97.44,0,0.01,0.07,82.86,-1.1,0.59,-2.57,5.12,5.45,5.88,283.01,2.64,413.53,0.86,-0.55,3.97,-0.62,-8.23,-0.06,-3.13,-34.91,0.33,0.52,0,-9999,-7.63,-9999
201001020430,201001020500,2.208,-26.45,0,97.5,0,0.01,0.07,83.73,-2.39,1.16,-3.02,5.1,5.43,5.87,266.31,2.44,412.61,0.84,-29.24,3.93,-0.74,-8.12,-0.4,-7.37,-31.54,0.31,0.5,0.06,-9999,-7.64,-9999
201001020500,201001020530,2.229,-27.73,0,97.57,0,0.01,0.07,86.58,-2.31,1.63,-3.4,5.09,5.41,5.85,240.25,1.99,412.71,1.4,-7.73,3.97,0.18,-8.27,-0.07,-6.23,3.53,0.23,0.43,0.03,-9999,-7.725,-9999
201001020530,201001020600,2.25,-36.93,0,97.61,0,0.03,0.05,87.99,-3.19,2.23,-3.69,5.07,5.4,5.84,232.84,1.91,413.01,1.43,-27.53,3.95,-2.34,-8.38,0.23,-4.58,-16.16,0.23,0.43,0.09,-9999,-7.84,-9999
201001020600,201001020630,2.271,-36.83,0,97.65,0,0.03,0.03,88.95,-2.73,2.38,-3.85,5.05,5.39,5.83,230.28,2.26,413.31,0.41,-27.62,3.96,-2.1,-8.49,0.22,-2.61,1.12,0.32,0.5,0.06,-9999,-7.985,-9999
201001020630,201001020700,2.292,-36.28,0,97.68,0,0.1,0.05,90.25,-2.8,2.31,-4.08,5.04,5.37,5.81,214.39,1.88,414.35,1.01,-26.3,3.93,-2.06,-8.66,0.29,-3.92,-11.8,0.18,0.38,0.13,-9999,-8.15,-9999
201001020700,201001020730,2.312,-32.12,0,97.72,0,4.74,0.59,91.49,0.27,2.8,-4.25,5.01,5.35,5.8,219.7,1.85,415.17,0.26,-30.04,3.97,-6.72,-9.07,0.68,-2.7,-9.8,0.19,0.39,0.13,-9999,-8.31,-9999
201001020730,201001020800,2.333,-16.77,0,97.75,26.23,31.77,3.76,92.08,14.85,4.67,-4.32,5,5.33,5.79,231.68,2.21,415.73,0.8,-26.95,4.02,-1.98,-8.97,0.28,-1.1,35,0.27,0.46,0.07,-9999,-8.43,-9999
201001020800,201001020830,2.354,15.11,0,97.8,51.16,57.89,7.44,92.07,32.35,7.71,-4.26,4.97,5.32,5.77,240.22,2.17,415.94,1.22,-10.11,4.07,2.89,-9.31,0.07,0.87,34.47,0.28,0.48,0.03,0.499518247,-8.52,-9999
201001020830,201001020900,2.375,10.96,0,97.86,40.08,44.25,5.62,90.41,20.83,4.95,-3.93,4.95,5.3,5.76,256.67,2.83,415.36,2.38,8.86,3.99,0.27,-9.28,-0.31,5.52,5.2,0.42,0.58,-0.01,0.470395695,-8.52,-9999
201001020900,201001020930,2.396,27.65,0,97.91,81.55,87.53,11.2,88.23,43.02,8.92,-3.92,4.93,5.28,5.75,249.07,2.67,413.43,3.6,28.57,3.88,4.48,-9.13,-0.96,0.14,-54.02,0.61,0.7,-0.02,0.509556916,-8.435,-9999
201001020930,201001021000,2.417,61.53,0,97.94,152.29,167.29,20.88,85.39,93.22,16.9,-3.79,4.91,5.26,5.73,243.67,2.45,413,0.65,15.7,3.78,-3.03,-8.91,-0.17,2.16,-58.55,0.53,0.65,-0.02,0.534670459,-8.345,-9999
201001021000,201001021030,2.438,102.03,0,97.96,165.5,239.71,28.06,82.68,162.24,23.99,-3.59,4.89,5.24,5.72,229.55,2.63,412.73,0.45,18.9,3.73,6.94,-8.78,-0.14,3.19,-35.62,0.48,0.62,-0.02,0.549506263,-8.245,-9999
201001021030,201001021100,2.458,156.86,0,97.98,183.33,321.75,37.42,82.26,232.77,34.62,-3.41,4.87,5.23,5.71,226.82,2.87,412.82,0.48,36.98,3.78,-2.61,-8.91,0.14,3.03,4.27,0.54,0.66,-0.04,0.548603252,-8.25,-9999
201001021100,201001021130,2.479,250.65,0,97.99,185.43,460.17,54.34,78.86,352.01,49.81,-2.81,4.85,5.21,5.69,215.48,2.69,412.23,2.48,75.69,3.76,15.13,-8.77,-0.35,9.85,8.02,0.87,0.83,-0.04,0.559097994,-8.265,-9999
201001021130,201001021200,2.5,243.14,0,98,176.6,468.12,57.61,77.23,356.23,52.1,-2.6,4.84,5.2,5.68,223.88,2.79,411.69,0.63,71.46,3.74,7.5,-8.72,-0.16,3.46,-3.92,0.63,0.71,-0.05,0.552640076,-8.215,-9999
201001021200,201001021230,2.521,219.13,0,98.04,185.24,446.32,53.92,75.65,340.91,50.34,-2.26,4.82,5.18,5.67,226.29,2.69,411.71,0.99,94,3.74,2.04,-8.81,0.13,5.57,18.77,0.63,0.71,-0.07,0.555863874,-8.175,-9999
201001021230,201001021300,2.542,162.66,0,98.06,182.75,377.37,47.43,75.62,290.18,44.74,-2.11,4.8,5.16,5.65,214.92,2.67,411.65,0.84,98.19,3.8,13.55,-8.78,-0.15,2.39,1.63,0.45,0.6,-0.12,0.560516465,-8.115,-9999
201001021300,201001021330,2.562,141.41,0,98.08,155.57,342.14,44.68,74.9,275.49,43.97,-1.92,4.78,5.15,5.64,212.84,2.68,411.5,0.55,106.47,3.81,-4.04,-8.55,-0.11,3.07,3.69,0.64,0.72,-0.08,0.553122322,-8.075,-9999
201001021330,201001021400,2.583,88.69,0,98.1,134.27,260.31,37.65,75.63,215.06,37.47,-1.97,4.77,5.13,5.63,214.95,3.06,411.48,0.82,89.04,3.85,1.38,-8.54,0.11,-0.82,6.58,0.7,0.75,-0.06,0.544478928,-8.065,-9999
201001021400,201001021430,2.604,47.98,0,98.14,112.93,189.16,30.76,75.84,167,32.91,-1.87,4.76,5.12,5.62,218.6,2.5,411.39,0.67,45.91,3.89,4.89,-8.44,-0.03,1.58,24,0.56,0.68,-0.04,0.537843128,-8.09,-9999
201001021430,201001021500,2.625,0.29,0,98.19,80.04,119.03,20.53,77.17,105.4,24.4,-1.93,4.74,5.1,5.61,220.7,2.35,411.28,1.25,21.9,3.95,4.02,-8.64,-0.06,-0.92,24.66,0.52,0.65,-0.02,0.539565913,-8.135,-9999
201001021500,201001021530,2.646,-48.79,0,98.2,39,51.64,8.81,78.24,40.17,11.79,-2.13,4.72,5.09,5.6,212.45,2.31,411.27,0.84,-24.28,3.96,-3.06,-8.74,-0.01,-3.2,5.3,0.42,0.58,0.03,0.515535691,-8.175,-9999
201001021530,201001021600,2.667,-76.89,0,98.22,7.66,10.76,1.23,81.39,3.27,3.05,-2.56,4.71,5.07,5.59,209.27,1.91,411.76,1.04,-23.98,4,3.3,-8.68,0.28,-6.94,24.31,0.27,0.47,0.06,-9999,-8.235,-9999
201001021600,201001021630,2.688,-83.7,0,98.24,0,0.4,0.09,82.55,-2.51,2.64,-2.83,4.69,5.06,5.58,207.99,1.89,411.88,1.31,-37.07,3.99,0.23,-8.86,0.31,-4.28,-12.66,0.3,0.5,0.08,-9999,-8.325,-9999
201001021630,201001021700,2.708,-55.28,0,98.25,0,0.02,0.03,80.53,-1.68,2.12,-2.81,4.68,5.05,5.56,198.06,2.08,411.46,1.18,-37.67,3.88,0.92,-8.91,-0.05,0.33,-39.79,0.24,0.44,0.12,-9999,-8.435,-9999
201001021700,201001021730,2.729,-70.11,0,98.26,0,0.02,0.02,80.39,-2.15,2.15,-2.65,4.66,5.03,5.55,195.95,2.44,411.48,1.33,-45.73,3.92,-1.37,-8.99,-0.19,2.48,10.25,0.41,0.58,0.06,-9999,-8.485,-9999
201001021730,201001021800,2.75,-72.68,0,98.28,0,0.03,0.05,80.9,-2.26,2.26,-2.66,4.65,5.02,5.54,199.93,2.24,411.52,1.52,-49.91,3.95,-0.96,-9.01,-0.17,-0.01,19.21,0.31,0.5,0.11,-9999,-8.535,-9999
201001021800,201001021830,2.771,-69.72,0,98.28,0,0.03,0.02,81.5,-2.17,2.39,-2.63,4.63,5.01,5.53,194.44,1.95,411.58,0.52,-30.84,3.99,-0.43,-9.2,0.11,0.41,-1.78,0.2,0.4,0.13,-9999,-8.6,-9999
201001021830,201001021900,2.792,-53.85,0,98.29,0,0,0.03,81.58,-1.59,2.13,-2.45,4.61,4.99,5.51,201.12,1.62,411.55,0.71,-31.57,4.04,1.14,-9.33,-0.05,2.88,38.43,0.21,0.42,0.12,-9999,-8.67,-9999
201001021900,201001021930,2.812,-61.2,0,98.28,0,0.02,0.03,81.2,-1.79,2.12,-2.33,4.59,4.97,5.5,194.67,2.07,411.43,1.02,-38.09,4.06,-1.13,-9.18,0.25,1.83,17.69,0.3,0.49,0.09,-9999,-8.675,-9999
201001021930,201001022000,2.833,-22.9,0,98.27,0,0,0.05,80.78,-0.54,1.49,-2.21,4.57,4.96,5.49,191.75,2.1,411.27,0.95,-30.23,4.08,-0.85,-9.27,-0.27,2.01,6.01,0.3,0.49,0.07,-9999,-8.695,-9999
201001022000,201001022030,2.854,-21.57,0,98.27,0,0.01,0.05,79.72,-0.74,1.16,-1.96,4.56,4.94,5.48,201.55,2.2,411.07,1.1,-27.72,4.09,-3.8,-9.13,-0.18,3.99,10.49,0.39,0.57,0.04,-9999,-8.62,-9999
201001022030,201001022100,2.875,-16.1,0,98.27,0,0.01,0.05,79.79,-0.62,0.99,-1.88,4.54,4.93,5.46,199.84,2.09,411.04,0.86,-16.65,4.12,-1.06,-8.85,-0.1,1.21,4.62,0.29,0.49,0.04,-9999,-8.5,-9999
201001022100,201001022130,2.896,-17.6,0,98.27,0,0,0.04,80.59,-0.57,1.08,-1.8,4.53,4.91,5.45,207.97,1.67,411.19,1.5,-27.24,4.19,-2.83,-8.88,0.06,1.29,47.5,0.33,0.52,0.05,-9999,-8.41,-9999
201001022130,201001022200,2.917,-19.07,0,98.28,0,-0.01,0.04,81.18,-0.56,1.06,-1.7,4.51,4.9,5.44,209.64,2.29,411.1,1.53,-22.12,4.25,-5.7,-8.81,-0.11,1.58,26.65,0.57,0.68,0.02,-9999,-8.31,-9999
201001022200,201001022230,2.938,-25.01,0,98.29,0,0.01,0.03,80.32,-0.75,1.13,-1.6,4.5,4.88,5.43,216,2.67,411.05,1.12,-26.15,4.24,-1.94,-8.59,-0.05,1.74,-18.98,0.61,0.71,0.02,-9999,-8.205,-9999
201001022230,201001022300,2.958,-20.41,0,98.29,0,0.01,0.03,81,-0.57,0.97,-1.66,4.49,4.87,5.42,216.6,2.91,411.41,0.26,-14.5,4.26,-3.97,-8.48,0.16,-0.97,12.82,0.61,0.71,0.01,-9999,-8.135,-9999
201001022300,201001022330,2.979,-12.05,0,98.29,0,0,0.05,82.03,-0.24,0.81,-1.65,4.48,4.86,5.41,223.52,3.08,411.78,0.64,-10.06,4.31,-2.03,-8.46,0.1,0.04,17.09,0.65,0.73,0.01,-9999,-8.05,-9999
201001022330,201001030000,3,-16.46,0,98.28,0,0.03,0.07,85.24,-0.35,0.75,-1.8,4.47,4.85,5.4,215.93,3.02,411.81,1.13,-16.94,4.42,-0.45,-8.19,0.12,-2.31,60.21,0.78,0.8,0.01,-9999,-7.975,-9999
201001030000,201001030030,3.021,-16.47,0,98.28,0,0.03,0.04,83.45,-0.23,0.88,-1.7,4.46,4.83,5.38,221.72,3.19,411.71,1.07,-17.07,4.36,-3.98,-8.2,-0.09,1.62,-34.34,0.88,0.85,0.01,-9999,-7.915,-9999
201001030030,201001030100,3.042,-16.53,0,98.27,0,0.02,0.05,83.21,-0.2,0.91,-1.68,4.45,4.82,5.37,222.17,2.9,411.67,0.54,-12.44,4.35,-0.57,-8.21,-0.07,0.25,-1.28,0.66,0.73,0.01,-9999,-7.86,-9999
201001030100,201001030130,3.062,-17.33,0,98.26,0,0.04,0.04,84.69,-0.24,0.81,-1.79,4.44,4.81,5.36,217.93,3,412.01,1.29,-17.64,4.39,-0.13,-8.22,0.18,-1.69,19.65,0.81,0.81,0.01,-9999,-7.81,-9999
201001030130,201001030200,3.083,-18.86,0,98.26,0,0.02,0.05,84.71,-0.27,0.91,-1.79,4.43,4.8,5.36,218.05,2.7,412.22,0.95,-15.26,4.4,-2.24,-8.1,0.03,-0.11,3.58,0.66,0.74,0.01,-9999,-7.755,-9999
