TIMESTAMP_START,TIMESTAMP_END,DTime,NETRAD,P,PA,PPFD_DIF,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,TA,TS,TS_2,TS_3,WD,WS,CO2,FC,H,H2O,LE,SB,SC,SH,SLE,TAU,USTAR,ZL,PRI,G,SAP_FLOW
201003240700,201003240730,83.312,192.57,0,97.67,189.01,426.76,26.65,66.77,293.04,30.24,8.55,5.99,6.21,6.31,17.54,0.24,432.98,-0.19,50.33,7.43,-0.93,-6.56,1.22,32,-9999,0,0.06,-50,0.583404405,-5.205,-9999
201003240730,201003240800,83.333,256.08,0,97.66,221.5,570.23,34.83,64.33,364.49,32.76,9.81,5.96,6.16,6.29,18.95,0.43,440.33,0.97,44.89,7.77,0.94,-3.67,5.42,19.77,-9999,0.01,0.08,-20.08,0.594373707,-2.745,-9999
201003240800,201003240830,83.354,346.27,0,97.65,265.68,748.99,47.18,61.63,474.87,45.16,11.4,5.95,6.12,6.26,291.31,0.73,429.54,5.96,22.07,8.29,-8.3,-0.23,-4.59,24.73,49.99,0.05,0.21,-0.64,0.590442223,0.03,-9999
201003240830,201003240900,83.375,337.68,0,97.63,301.78,762.94,49.84,53.36,480.1,50.89,14.79,5.96,6.09,6.24,221.67,1.99,411.52,14.87,6.82,8.88,51.65,3.85,-9.67,51.84,-9999,0.49,0.65,-0.01,0.588624734,3.47,-9999
201003240900,201003240930,83.396,398.09,0,97.61,362.33,897.82,60.2,48.83,553.96,63.54,15.77,6,6.07,6.21,208.95,3.42,407.67,0.82,157.65,8.63,31.72,8.29,-3.33,14.93,-89.4,0.7,0.78,-0.09,0.588095512,7.115,-9999
201003240930,201003241000,83.417,472.32,0,97.58,404.38,1057.04,72.08,47.48,645.75,75.43,16.52,6.08,6.07,6.2,211.13,2.9,407.41,1.15,253.97,8.8,41.24,13.17,0.02,11.37,-9,0.63,0.74,-0.17,0.590682755,10.67,-9999
201003241000,201003241030,83.438,474.11,0,97.55,377.7,1085.25,75.5,46.1,654.21,77.3,17.23,6.18,6.08,6.18,227.68,2.52,407.18,2.15,274.23,8.91,22.18,17.24,-0.03,10.77,99.54,0.62,0.73,-0.19,0.591430395,14.015,-9999
201003241030,201003241100,83.458,487.72,0,97.51,345.81,1134.82,81.14,43.5,675.41,81.36,17.94,6.31,6.11,6.17,229.56,2.33,406.81,2.2,322.47,8.78,45.12,22.22,0,10.79,-72.9,0.67,0.76,-0.2,0.599710036,18.2,-9999
201003241100,201003241130,83.479,489.88,0,97.48,329.13,1155.5,84.41,38.47,683.95,84.6,18.64,6.46,6.17,6.17,223.43,2.54,406.11,1.61,230.65,8.14,27.99,26.06,-0.18,10.54,-164.17,0.47,0.64,-0.23,0.597720172,21.06,-9999
201003241130,201003241200,83.5,446.82,0,97.45,392.44,1071.53,79.31,34.13,635.71,80.05,19.19,6.64,6.26,6.17,220.61,3.05,405.87,4.3,297.88,7.52,27,25.49,-0.18,8.22,-9999,0.87,0.87,-0.12,0.594103599,19.88,-9999
201003241200,201003241230,83.521,413.19,0,97.44,462.51,1003.69,74.46,34.62,594.15,74.58,19.21,6.8,6.35,6.18,254.23,3.32,406.31,2.72,256.87,7.65,48.14,24.93,0.38,0.34,77.78,0.83,0.85,-0.11,0.592958764,19.825,-9999
201003241230,201003241300,83.542,397.47,0,97.41,497.83,971.02,72.28,34.91,574.59,72.87,19.25,6.95,6.45,6.2,255.71,3.01,405.95,1.65,218.07,7.73,39.76,24.55,-0.28,0.58,23.52,0.52,0.67,-0.19,0.591907316,19.93,-9999
201003241300,201003241330,83.562,414.69,0,97.35,502.5,1006.59,75.35,33.21,595.09,75.41,19.5,7.09,6.55,6.23,260.26,3.24,405.53,1.39,239.46,7.38,27.03,25.06,-0.15,3.68,-81.96,0.77,0.82,-0.12,0.590389202,20.565,-9999
201003241330,201003241400,83.583,308.6,0,97.33,397.04,789.98,58.75,32.5,466.66,58.43,19.68,7.23,6.65,6.26,256.29,2.96,405.35,1.81,225.75,7.27,53.62,24.28,0.02,2.67,-127.77,0.61,0.73,-0.15,0.593136518,19.845,-9999
201003241400,201003241430,83.604,251.39,0,97.31,390.38,678.6,50.17,31.66,397.39,50.81,19.73,7.36,6.75,6.29,261.47,2.56,405.03,1.32,160.41,7.07,17.25,22.67,-0.31,0.85,-8.58,0.49,0.66,-0.15,0.593394273,18.555,-9999
201003241430,201003241500,83.625,228.35,0,97.3,293.5,656.65,49,29.69,381.16,49.01,20.1,7.47,6.85,6.33,249.39,2.75,404.87,1.23,122.82,6.72,0.1,21.94,-0.3,5.5,-9999,0.47,0.64,-0.13,0.593166281,18.46,-9999
201003241500,201003241530,83.646,193.54,0,97.29,261.45,585.06,43.66,31.04,338.93,46.01,19.81,7.57,6.94,6.37,259.73,3.33,404.98,1.13,114.38,6.95,25.68,20.78,-0.05,-4.39,62.35,0.55,0.69,-0.09,0.58781675,17.615,-9999
201003241530,201003241600,83.667,107.48,0,97.28,204.32,417.09,31.81,31.69,241.02,33.63,19.98,7.67,7.03,6.41,260.08,1.9,405.2,1.96,95.67,7.2,31.58,18.93,-0.07,2.52,116.89,0.27,0.48,-0.22,0.59483016,15.76,-9999
201003241600,201003241630,83.688,8.51,0,97.27,154.29,215.58,16.51,32.99,122.35,18.35,19.43,7.75,7.11,6.45,287.97,1.53,405.5,0.78,17.72,7.28,9.34,16.68,0.42,-8.2,58.43,0.14,0.35,-0.11,0.590747946,14.145,-9999
201003241630,201003241700,83.708,-36.82,0,97.27,101.45,121.74,9.16,34.6,66.25,11.8,18.93,7.81,7.19,6.5,317.28,0.79,405.9,0.47,1.59,7.46,4.22,13.46,0.44,-7.43,87.95,0.02,0.13,-0.19,0.570723879,11.56,-9999
201003241700,201003241730,83.729,-67.1,0,97.27,50.1,53.13,3.68,38.74,25.82,6.33,18.03,7.85,7.26,6.54,18.04,0.8,406.63,-0.16,-2.48,7.8,-3.08,10.38,0.02,-13.63,96.18,0.01,0.09,0.96,0.586520879,9.12,-9999
201003241730,201003241800,83.75,-82.56,0,97.27,9.29,11.26,0.76,43.23,2.26,3.62,17.19,7.86,7.31,6.58,320.41,0.64,408.94,1.91,-27.89,8.22,17.28,7.25,2.56,-12.61,103.54,0.02,0.14,2.89,-9999,6.93,-9999
201003241800,201003241830,83.771,-83.13,0,97.29,0,0.27,0.06,47.47,-3.32,3.39,16.47,7.86,7.36,6.63,274.05,0.52,411.45,0.07,-2.1,8.63,-0.36,5.08,-0.23,-10.94,-9999,0.01,0.08,1.01,-9999,5.08,-9999
201003241830,201003241900,83.792,-78.53,0,97.31,0,0.01,0.01,47.24,-2.49,3.71,16.19,7.84,7.38,6.67,252.2,0.67,411.75,-0.08,1.26,8.44,1.37,3.11,0.37,-4.22,22.6,0,0.05,-2.66,-9999,3.745,-9999
201003241900,201003241930,83.812,-72.32,0,97.32,0,0.04,0.07,59.13,-3.53,1.15,13.66,7.8,7.39,6.7,122.07,1.75,424.35,3.25,-19.51,9.05,-1.21,1.67,5.56,-38.6,137.05,0.04,0.19,0.8,-9999,2.935,-9999
201003241930,201003242000,83.833,-52.88,0,97.33,0,0,0.04,57.11,-0.39,2.84,13.94,7.76,7.39,6.73,152.3,1.71,415.73,2.25,-22.59,8.83,6.66,1.17,-1.78,4.25,95.53,0.03,0.17,1.17,-9999,2.43,-9999
201003242000,201003242030,83.854,-44.66,0,97.33,0,0.04,0.05,54.36,-0.97,1.81,14.39,7.71,7.38,6.75,154.47,1.95,414.78,3.78,-38.93,8.71,15.36,0.67,-1.37,6.83,-70.91,0.08,0.25,0.63,-9999,2.25,-9999
201003242030,201003242100,83.875,-41.44,0,97.31,0,0.02,0.04,58.99,-1.91,0.44,13.36,7.67,7.37,6.77,135.44,2.25,421.74,9.55,-43.83,8.9,16.07,1.18,0.51,-15.74,-7.22,0.08,0.26,0.64,-9999,2.44,-9999
201003242100,201003242130,83.896,-70.84,0,97.31,0,0.03,0.02,64.57,-3.33,1.29,12.13,7.63,7.36,6.79,124.43,1.42,427.19,4.77,-25.58,9.07,3.7,1,6.69,-18.82,73.71,0.04,0.19,1.04,-9999,2.265,-9999
201003242130,201003242200,83.917,-68.54,0,97.31,0,0.02,0,66.49,-2.92,2.54,11.58,7.6,7.35,6.8,185.34,0.63,424.83,-0.49,-0.01,9.04,-0.91,0.05,-0.88,-8.45,-17.23,0,0.03,0.1,-9999,1.005,-9999
201003242200,201003242230,83.938,-51.62,0,97.32,0,0.01,0.04,70.8,-1.83,1.98,10.66,7.56,7.33,6.81,157.64,0.92,425.14,0.5,-5.79,9.12,0.44,-1.36,-0.22,-14.31,-53.59,0.01,0.07,4.62,-9999,-0.095,-9999
201003242230,201003242300,83.958,-51.4,0,97.32,0,0,0.05,68.94,-0.65,2.49,10.91,7.52,7.31,6.81,152.39,1.67,423.93,2.21,-24.67,9,1.32,-1.77,-2.13,3.94,52.62,0.06,0.23,0.52,-9999,-0.505,-9999
201003242300,201003242330,83.979,-52.06,0,97.31,0,0,0.05,68.42,-1.26,1.81,10.89,7.47,7.29,6.82,150.85,1.74,423.49,2.26,-29.23,8.94,-0.52,-2.05,1.01,-0.41,-52.4,0.07,0.24,0.55,-9999,-0.465,-9999
201003242330,201003250000,84,-61.8,0,97.3,0,-0.01,0.04,65.09,-0.82,2.5,11.4,7.42,7.26,6.82,143.97,2.46,420.61,8.67,-54.81,8.75,9.64,-2.17,0.01,7.96,-54.34,0.07,0.25,0.91,-9999,-0.585,-9999
201003250000,201003250030,84.021,-61.33,0,97.28,0,0.06,0.06,68.09,-3.02,0.95,10.59,7.38,7.24,6.82,145.81,1.43,423.41,2.36,-29.47,8.76,0.13,-2.12,0.65,-12.6,-51.47,0.04,0.18,1.36,-9999,-0.855,-9999
201003250030,201003250100,84.042,-57.52,0,97.27,0,0.01,0.04,65.54,-1.12,2.47,10.96,7.34,7.21,6.82,157.13,1.7,419.83,1.38,-46.62,8.6,-5.13,-2.71,-2.96,5.73,-31.6,0.11,0.3,0.44,-9999,-1.44,-9999
201003250100,201003250130,84.062,-47.37,0,97.26,0,0.01,0.03,65.44,-1.14,1.79,10.8,7.28,7.18,6.81,162.1,1.74,419.67,1.29,-37.47,8.52,-1.74,-3.65,0.1,-2.38,-54.61,0.07,0.25,0.65,-9999,-1.75,-9999
201003250130,201003250200,84.083,-38.68,0,97.25,0,0,0.03,64.94,-0.75,1.68,11,7.23,7.15,6.81,162.4,1.64,418.85,3.31,-36.73,8.58,0.94,-3.32,-1.11,3.08,22.66,0.06,0.22,0.92,-9999,-1.74,-9999
201003250200,201003250230,84.104,-41.55,0,97.23,0,0.03,0.05,67.39,-1.36,1.31,10.52,7.19,7.12,6.8,156.59,1.51,420.46,2.43,-22.62,8.66,-2.81,-2.61,0.62,-7.47,-8.47,0.04,0.19,0.9,-9999,-1.345,-9999
201003250230,201003250300,84.125,-29.54,0,97.22,0,-0.01,0.04,67.91,-0.49,1.34,10.55,7.15,7.09,6.8,157.26,1.27,419.54,1.15,-11.97,8.75,-0.4,-2.52,1.11,0.44,22.91,0.02,0.13,1.54,-9999,-1.25,-9999
201003250300,201003250330,84.146,-28.41,0,97.2,0,0.02,0.07,67.54,-0.65,1.23,10.75,7.12,7.06,6.79,154.81,1.23,418.8,0.02,-4.22,8.84,-1.01,-2.05,-0.75,3.18,29.28,0.01,0.1,1.18,-9999,-1.105,-9999
201003250330,201003250400,84.167,-26.9,0,97.2,0,0,0.08,70.57,-1.06,0.74,10.18,7.08,7.04,6.78,164.19,1.01,420.8,1.06,-8.71,8.94,-0.85,-2.21,0.57,-8.85,46.77,0.01,0.11,1.92,-9999,-0.94,-9999
201003250400,201003250430,84.188,-24.92,0,97.2,0,0.04,0.04,75.49,-1.81,0.11,9.06,7.06,7.01,6.77,147.94,0.72,424.04,0.45,-5.6,8.96,0.4,-1.52,1.04,-17.39,-38.81,0.01,0.07,3.97,-9999,-0.885,-9999
201003250430,201003250500,84.208,-35.79,0,97.21,0,0.03,0.06,76.84,-0.48,1.69,9.18,7.03,6.99,6.77,166.07,1.35,423.2,3.92,-25.01,9.13,-4.82,-1.92,2.1,1.79,65.19,0.02,0.13,2.84,-9999,-0.965,-9999
201003250500,201003250530,84.229,-18.18,0,97.22,0,1.72,0.18,72.29,1.17,1.59,10.3,7.01,6.98,6.76,160.62,1.24,419.35,-0.6,0.83,9.24,-2.01,-1.77,-4.22,17.29,143.47,0.02,0.13,-0.11,-9999,-1.135,-9999
201003250530,201003250600,84.25,-10.6,0,97.21,8.92,13.4,0.76,75.09,7.5,1.71,9.83,6.98,6.95,6.75,145.36,1.32,422.36,2.31,-20.01,9.32,-0.26,-1.54,2.45,-7.26,-10.57,0.04,0.19,0.78,-9999,-0.68,-9999
201003250600,201003250630,84.271,8.56,0,97.2,58.64,63.39,4.09,76.05,35.9,4.93,9.78,6.96,6.93,6.74,127.5,1.07,429.73,-0.11,-4.12,9.44,-1.11,-0.91,2.22,-0.77,67.77,0.01,0.1,1.03,-9999,-0.185,-9999
201003250630,201003250700,84.292,41.34,0,97.21,121,128.4,8.38,76.19,74.58,9.95,10.01,6.94,6.91,6.73,138.27,0.87,428.81,3.33,-6.51,9.56,-0.58,0.08,3.22,3.66,118.89,0.02,0.14,0.64,0.568823168,0.685,-9999
201003250700,201003250730,84.312,50.84,0,97.21,140.24,148.28,9.87,76.47,83.42,10.78,10.24,6.93,6.89,6.72,118.54,1.34,428.76,5.5,-8.66,9.76,-1.34,1.62,-0.34,3.47,92.65,0.03,0.17,0.49,0.546466112,1.91,-9999
201003250730,201003250800,84.333,151.63,0,97.2,326.35,359.96,23.83,72.09,209.49,26.65,11.94,6.93,6.87,6.71,130.09,1.21,423.01,7.43,12.29,10.2,5.63,3.37,-4.82,26.26,-9999,0.05,0.21,-0.33,0.593654512,3.4,-9999
201003250800,201003250830,84.354,221.57,0,97.18,441.65,515.93,34.32,63.59,302.06,36.38,14.72,6.94,6.86,6.7,155.38,0.4,422.69,-9999,96.03,10.65,49.1,6.57,-2.69,42.47,-9999,0.06,0.24,-1.96,0.595305423,6.285,-9999
201003250830,201003250900,84.375,226.6,0,97.17,511.43,543.51,36.26,57.45,311.71,35.15,16,6.98,6.85,6.69,273.6,0.48,416.05,17.92,59.71,10.35,71.58,10.83,-4.37,19.46,-150.73,0.09,0.28,-0.76,0.593752811,9.72,-9999
201003250900,201003250930,84.396,170.67,0,97.16,421.43,435.54,28.76,63.51,241.29,27.12,15.19,7.04,6.85,6.68,290.11,1.2,425.73,15.43,35.37,10.94,59.57,13.85,8.06,-12.26,-9999,0.06,0.24,-0.72,0.593207173,11.795,-9999
201003250930,201003251000,84.417,218.01,0,97.15,493.26,536.35,36.14,53.53,305.5,36.99,15.76,7.12,6.88,6.67,256.97,2.04,408.75,1.16,76.81,9.42,34.41,14.89,-9.81,8.65,-9999,0.13,0.33,-0.58,0.588647867,12.355,-9999
201003251000,201003251030,84.438,392.71,0,97.13,697.79,888.18,60.29,50.01,516.22,61.53,16.54,7.21,6.91,6.67,255.8,1.85,407.51,5.09,183.47,9.22,80.82,16.89,-0.39,11.79,-73.75,0.31,0.52,-0.35,0.594236083,14.04,-9999
201003251030,201003251100,84.458,370.09,0,97.1,693.77,847.58,57.94,46.1,491.3,57.4,17.74,7.3,6.94,6.67,218.32,0.82,406.26,2.97,237.29,9.17,34.13,19.88,-0.87,18.29,-121.9,0.15,0.37,-1.3,0.593788345,17.03,-9999
201003251100,201003251130,84.479,273.75,0,97.08,626.27,655.73,43.44,45.57,369.9,41.58,17.99,7.42,7,6.68,90.41,0.94,406.13,3.01,146.09,9.2,26.26,22.52,0.15,3.78,21.3,0.18,0.39,-0.66,0.593617856,18.725,-9999
201003251130,201003251200,84.5,204.76,0,97.06,498.58,513.7,33.64,46.74,286.05,32.39,17.77,7.55,7.07,6.69,63.91,1.23,405.69,1.61,128.93,9.28,30,22.63,-0.14,-3.32,27.11,0.12,0.33,-0.96,0.587725293,18.51,-9999
201003251200,201003251230,84.521,152.09,0,97.06,383.1,401.05,26.31,49.26,220.43,24.89,17.53,7.67,7.15,6.71,0.48,1.49,406.94,1.54,78.84,9.62,9.19,21.32,0.24,-3.74,180.14,0.2,0.42,-0.29,0.581897535,17.52,-9999
201003251230,201003251300,84.542,31.73,0,97.05,134.97,141.1,9.28,50.08,74.32,7.65,17.12,7.78,7.23,6.74,9.74,1.39,409.16,4.02,22.2,9.51,7.87,19.42,0.76,-6.09,-26.49,0.1,0.3,-0.23,0.576410003,15.935,-9999
201003251300,201003251330,84.562,77.48,0,97.05,230.32,240.66,15.99,50.05,127.66,15.67,17.04,7.87,7.32,6.76,16.54,0.64,409.41,3.6,27.93,9.47,-5.44,16.02,0.59,-1.31,-68.28,0.03,0.15,-2.03,0.559274984,13.165,-9999
201003251330,201003251400,84.583,126.77,0,97.01,337.25,353.93,23.3,50.23,193.97,23.72,17.27,7.93,7.38,6.79,81.39,1.5,407.1,-0.13,35.47,9.66,8.37,14.9,-1.26,3.53,122.77,0.11,0.3,-0.34,0.580114605,12.995,-9999
201003251400,201003251430,84.604,92.66,0,96.99,266.49,275.58,18.23,49.02,151.22,18.73,17.46,7.98,7.44,6.82,126.36,1.34,405.98,4.86,25.25,9.51,33.61,14.81,-0.39,2.8,1.16,0.13,0.34,-0.18,0.582235335,13.225,-9999
201003251430,201003251500,84.625,49.09,0,96.98,174.12,182.5,11.89,42.58,99.85,12.38,17.91,8.03,7.49,6.85,189.96,1.66,404.86,2.96,22,8.48,56.66,14.54,-0.7,6.88,-9999,0.32,0.53,-0.04,0.577246418,12.955,-9999
201003251500,201003251530,84.646,4,0,96.97,80.54,86.03,5.88,38.23,44.75,6.44,17.92,8.09,7.54,6.89,195.22,1.36,404.14,1.97,-2.09,7.66,26.58,13.42,-0.73,0.09,-9999,0.22,0.44,0.01,0.543264647,11.515,-9999
201003251530,201003251600,84.667,124.92,0,96.95,243.51,337.61,25.24,45.41,201.71,29.84,17.74,8.12,7.59,6.92,137.1,1.8,405.2,4.99,30.96,9,27.77,11.39,1.69,-2.72,-9999,0.23,0.44,-0.09,0.58261699,10.44,-9999
201003251600,201003251630,84.688,36.65,0,96.95,162.12,219.15,15.89,43.62,125.88,17.18,18.24,8.14,7.62,6.94,137.89,2.05,403.62,2.63,42.93,8.91,25.66,12.25,-1.93,7.57,14.79,0.4,0.59,-0.06,0.594075746,11.615,-9999
201003251630,201003251700,84.708,0.36,0,96.95,100.24,117.33,9.22,44.13,73.13,13.87,17.95,8.17,7.68,7,146.1,1.39,406.24,0.22,-2.45,8.89,12.64,11.36,2.23,-4.4,-25.06,0.14,0.34,0.02,0.564400941,10.405,-9999
201003251700,201003251730,84.729,-47.8,0,96.97,46.19,56.02,4.37,44.95,31.15,7.11,17.7,8.21,7.71,7.03,150.24,1.43,408.52,-0.16,-4.81,8.94,5.93,10.25,0.84,-3.71,4.42,0.08,0.27,0.07,0.614428083,8.985,-9999
201003251730,201003251800,84.75,-75.17,0,96.96,11.61,13.56,0.9,47.67,4.42,2.99,16.86,8.22,7.73,7.03,147.68,1.62,410.61,0.18,-14.88,8.99,2.99,7.23,1.01,-12.79,35.74,0.07,0.24,0.28,-9999,6.905,-9999
201003251800,201003251830,84.771,-73.94,0,96.96,0,0.38,0.07,50.76,-2.77,1.9,15.83,8.22,7.76,7.05,138.81,1.63,414.25,0.52,-11.51,8.96,4.63,5.06,1.22,-15.52,-2.67,0.04,0.17,0.57,-9999,5.06,-9999
201003251830,201003251900,84.792,-67.39,0,96.97,0,0.03,0.04,54.7,-2.26,1.75,14.77,8.2,7.78,7.08,142.06,2.05,416.56,2.93,-28.46,9.03,5.77,3.22,2.75,-16.18,35.75,0.05,0.2,0.9,-9999,3.85,-9999
201003251900,201003251930,84.812,-68.92,0,96.98,0,0.01,0.03,54.05,-1.66,2.38,14.67,8.17,7.79,7.1,149.27,2.16,414.69,3.98,-42.52,8.85,9.68,2.11,-0.21,-1.48,-27.78,0.07,0.25,0.7,-9999,3.06,-9999
201003251930,201003252000,84.833,-67.19,0,97,0,0.01,0.04,52.67,-1.92,2.11,14.79,8.14,7.79,7.12,151.28,2.06,412.86,3.21,-47.77,8.72,9.98,1.5,-2.28,1.87,-118.9,0.15,0.35,0.29,-9999,2.445,-9999
201003252000,201003252030,84.854,-58.32,0,97.02,0,0.01,0.03,52.24,-1.42,2.26,14.73,8.1,7.78,7.14,165.34,1.92,412.52,3.94,-57.78,8.62,9.68,0.7,0.7,-0.97,-6.47,0.13,0.34,0.39,-9999,1.96,-9999
201003252030,201003252100,84.875,-52.03,0,97.06,0,0,0.02,54.17,-1.95,1.59,14.34,8.05,7.76,7.15,204.34,1.56,413.59,2.94,-42.88,8.75,3.4,0.08,0.4,-6.01,-2.98,0.06,0.23,0.95,-9999,1.66,-9999
201003252100,201003252130,84.896,-50.9,0,97.1,0,0,0.07,53.68,-1.05,2.02,14.67,8.01,7.75,7.16,214.39,2.3,412.68,3.75,-64.87,8.87,-0.48,0.16,-1.2,5.01,12.6,0.3,0.51,0.13,-9999,1.425,-9999
201003252130,201003252200,84.917,-59.86,0,97.13,0,0,0.03,53.74,-1.05,1.82,15.22,7.97,7.72,7.17,215.09,4.68,408.24,13.18,-133.47,9.23,-15.91,0.42,-2.68,8.51,107.62,1.53,1.15,0.02,-9999,1.685,-9999
201003252200,201003252230,84.938,-69.09,0,97.12,0,-0.02,0.06,55.01,-1.96,1.33,15.34,7.92,7.7,7.17,217.3,4.66,405.08,3.02,-112.33,9.53,17.14,1.2,-2.43,1.82,151.82,1.77,1.23,0.02,-9999,2.78,-9999
201003252230,201003252300,84.958,-66.13,0,97.13,0,0.05,0.05,57.54,-2.06,1.41,14.91,7.9,7.67,7.18,217.72,3.52,405.16,2.05,-61.12,9.71,-2.4,2.48,0.07,-6.68,83.59,1.04,0.94,0.02,-9999,3.115,-9999
201003252300,201003252330,84.979,-43.52,0,97.14,0,0,0.05,58.8,-1.26,1.1,14.72,7.88,7.66,7.18,216.48,3.31,405.3,2.44,-45.76,9.81,4.48,2.63,-0.03,-2.83,53.18,0.85,0.85,0.02,-9999,3.26,-9999
201003252330,201003260000,85,-33.95,0,97.15,0,-0.01,0.05,59.98,-1.1,0.93,14.52,7.86,7.64,7.18,222.25,2.77,405.6,2.11,-36.2,9.88,-1.11,2.78,0.36,-3.04,32.78,0.62,0.73,0.02,-9999,3.41,-9999
201003260000,201003260030,85.021,-16.15,0,97.17,0,0.03,0.03,65.97,-1.52,-0.39,13.57,7.85,7.63,7.18,278.76,2.04,406.96,1.66,-16.41,10.28,8.92,3.36,0.73,-14.54,126,0.27,0.48,0.04,-9999,3.68,-9999
201003260030,201003260100,85.042,-32.17,0,97.18,0,0.03,0.07,74.83,-2.12,-0.06,12.01,7.84,7.62,7.18,308.2,1.71,407,1.12,6.83,10.64,-2.67,3.51,-0.02,-23.99,168.16,0.11,0.31,-0.06,-9999,3.82,-9999
201003260100,201003260130,85.062,-61.03,0,97.18,0,0.02,0.06,78.52,-3.39,1.63,11.36,7.85,7.62,7.18,340.69,0.44,407.86,0.03,-2.21,10.74,-2.21,2.98,0.56,-10,-21.67,0.01,0.08,1.12,-9999,2.66,-9999
201003260130,201003260200,85.083,-72.34,0,97.13,0,0.03,0.09,80.25,-2.86,2.74,10.97,7.84,7.62,7.18,83.05,0.44,407.64,-0.29,-0.07,10.7,-0.51,0.83,0.8,-5.97,-10.78,0.01,0.08,0.04,-9999,1.145,-9999
201003260200,201003260230,85.104,-56.4,0,97.09,0,0.03,0.08,82.72,-1.52,2.61,10.52,7.82,7.62,7.18,124.28,0.81,408.91,-1.12,2.37,10.68,-0.84,-0.75,1.11,-6.99,-46.64,0.03,0.16,-0.17,-9999,-0.115,-9999
201003260230,201003260300,85.125,-24.9,0,97.07,0,0.01,0.02,83.52,-0.61,1.36,10.38,7.78,7.61,7.19,172.15,0.59,407.72,-0.44,0.55,10.67,-1.26,-1.51,-1.08,-2.17,102.94,0.03,0.15,-0.05,-9999,-0.245,-9999
201003260300,201003260330,85.146,-24.39,0,97.05,0,0.01,0.08,86.56,-1.72,0.69,9.51,7.74,7.59,7.19,109.92,1.39,418.38,4.11,-4.97,10.45,1.61,-1.06,6.06,-13.52,-141.29,0.03,0.17,0.27,-9999,0.205,-9999
201003260330,201003260400,85.167,-21.97,0,97.01,0,0.02,0.06,86.87,-1.09,1.31,9.63,7.7,7.57,7.19,100.98,1.26,418.01,3.69,-10.16,10.52,-4.19,-0.87,0.69,1.85,12.55,0.03,0.16,0.72,-9999,0.39,-9999
201003260400,201003260430,85.188,-22.27,0,96.97,0,0.01,0.04,88.04,-1.15,0.77,9.42,7.68,7.55,7.18,99.7,0.88,420.91,1.17,-5.68,10.58,-0.54,-0.2,0.4,-3.25,-0.58,0.02,0.11,1.03,-9999,0.435,-9999
201003260430,201003260500,85.208,-23.25,0,96.98,0,0.06,0.06,89.72,-1.24,0.54,8.89,7.64,7.52,7.17,301.05,1.44,430.08,9.45,-13.78,10.45,-3.71,-1.05,2.79,-8.16,-54.26,0.04,0.18,0.63,-9999,0.215,-9999
201003260500,201003260530,85.229,-13.53,0,96.97,0,1.7,0.15,90.93,0.34,1.2,8.94,7.62,7.5,7.17,296.15,1.21,425.44,-0.55,-2.51,10.58,0.75,-0.52,-0.88,0.76,52.34,0.02,0.14,0.23,-9999,0.115,-9999
201003260530,201003260600,85.25,-3.57,0,96.94,15.64,19.29,1.06,91.26,10.67,2.64,8.99,7.59,7.48,7.16,286.44,0.82,425.33,0.66,-3.05,10.68,-0.27,-0.63,-0.92,0.68,61.8,0.01,0.1,0.76,-9999,0.32,-9999
201003260600,201003260630,85.271,25.53,0,96.92,66.06,70.52,3.77,91.88,39.17,5.72,8.78,7.57,7.46,7.15,150.03,0.67,430.46,-2.14,2.58,10.67,3.45,0.08,3.53,-3.23,22.35,0.02,0.13,-0.34,-9999,0.715,-9999
201003260630,201003260700,85.292,53.09,0,96.9,107.97,112.9,6.09,92.84,64.38,8.65,9.01,7.54,7.44,7.15,300.82,0.91,427.61,4.13,1.25,10.97,0.49,0.58,-1.72,3.61,125.29,0.04,0.18,-0.06,0.539785326,1.53,-9999
201003260700,201003260730,85.312,86.66,0,96.83,176.76,183.12,10.27,92.71,102.39,12.75,9.24,7.53,7.42,7.14,352.9,1.07,424.19,-1.63,15.73,10.95,-8.02,2.55,-1.49,3.66,188.71,0.07,0.25,-0.27,0.575499179,2.865,-9999
201003260730,201003260800,85.333,56.57,0,96.81,123.62,129.08,7.5,87.2,68.67,8.23,9.27,7.53,7.41,7.13,323.85,1.64,411.92,1.6,6.68,10.18,5.22,4.05,-7.27,0.42,-55.97,0.09,0.27,-0.09,0.588066252,4.05,-9999
201003260800,201003260830,85.354,51.53,0.2,96.81,117.11,121.97,6.22,87.99,60.4,7.3,9.08,7.54,7.4,7.13,299.04,1.1,409.9,5.87,12.09,10.36,14.5,4.37,-1.64,-2.92,-9999,0.03,0.17,-0.65,0.56320024,4.06,-9999
201003260830,201003260900,85.375,23.34,1,96.9,58.01,61.5,2.68,91.53,28.12,2.62,7.61,7.56,7.4,7.12,260.28,4.02,409.1,8.77,84.71,9.75,55.36,4.17,-0.12,-23.16,-9999,0.72,0.77,-0.05,-9999,3.53,-9999
201003260900,201003260930,85.396,32.97,1.6,97.04,76.94,80.95,3.42,93.07,37.47,3.49,7.15,7.57,7.41,7.12,227.38,2.69,407.72,1.48,-14.24,9.6,-1.98,2.56,-0.6,-7.25,-161.73,0.53,0.67,0.01,-9999,2.24,-9999
