SITE_NAME	SUB_SITE	DATE_OBS	TIME_OBS	TREE_ID	SPECIES	SAPFLOW_RATE	CRTFCN_CODE	REVISION_DATE
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	130	2	Pinus banksiana'	.047	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	130	4	Pinus banksiana'	.032	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	130	3	Pinus banksiana'	.046	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	1	Pinus banksiana'	.023	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	4	Pinus banksiana'	.025	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	6	Pinus banksiana'	.061	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	5	Pinus banksiana'	.05	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	2	Pinus banksiana'	.036	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	200	3	Pinus banksiana'	.038	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	1	Pinus banksiana'	.019	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	4	Pinus banksiana'	.017	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	5	Pinus banksiana'	.039	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	6	Pinus banksiana'	.047	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	3	Pinus banksiana'	.031	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	230	2	Pinus banksiana'	.024	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	1	Pinus banksiana'	.013	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	3	Pinus banksiana'	.024	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	4	Pinus banksiana'	.01	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	6	Pinus banksiana'	.033	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	5	Pinus banksiana'	.028	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	300	2	Pinus banksiana'	.015	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	1	Pinus banksiana'	.009	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	6	Pinus banksiana'	.024	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	5	Pinus banksiana'	.019	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	2	Pinus banksiana'	.008	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	4	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	330	3	Pinus banksiana'	.017	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	1	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	4	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	6	Pinus banksiana'	.017	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	5	Pinus banksiana'	.014	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	2	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	400	3	Pinus banksiana'	.014	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	1	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	5	Pinus banksiana'	.009	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	6	Pinus banksiana'	.013	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	3	Pinus banksiana'	.011	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	430	2	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	1	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	3	Pinus banksiana'	.008	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	6	Pinus banksiana'	.011	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	5	Pinus banksiana'	.007	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	500	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	6	Pinus banksiana'	.009	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	5	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	530	3	Pinus banksiana'	.007	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	6	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	2	Pinus banksiana'	.02721	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	4	Pinus banksiana'	.02208	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	6	Pinus banksiana'	.0415	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	5	Pinus banksiana'	.02717	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	3	Pinus banksiana'	.02346	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	1	Pinus banksiana'	.02063	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	5	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	600	3	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	5	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	6	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	3	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	630	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	3	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	6	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	5	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	700	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	6	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	730	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	6	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	800	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	6	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	830	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	900	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	930	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1000	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1030	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1100	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1130	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	6	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1200	3	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	6	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	3	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1230	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	3	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	4	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	6	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1300	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	1	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	6	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1330	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	1	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	6	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1400	3	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	1	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	6	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	3	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1430	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	1	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	3	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	6	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	5	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1500	2	Pinus banksiana'	0.0	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	1	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	6	Pinus banksiana'	.007	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	5	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	2	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	4	Pinus banksiana'	.001	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1530	3	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	1	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	4	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	6	Pinus banksiana'	.008	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	5	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	2	Pinus banksiana'	.002	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1600	3	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	1	Pinus banksiana'	.007	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	4	Pinus banksiana'	.003	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	5	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	6	Pinus banksiana'	.012	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	3	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1630	2	Pinus banksiana'	.004	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	1	Pinus banksiana'	.009	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	3	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	4	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	6	Pinus banksiana'	.015	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	5	Pinus banksiana'	.005	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1700	2	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	1	Pinus banksiana'	.011	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	6	Pinus banksiana'	.022	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	5	Pinus banksiana'	.008	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	2	Pinus banksiana'	.01	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	4	Pinus banksiana'	.01	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1730	3	Pinus banksiana'	.006	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	1	Pinus banksiana'	.015	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	4	Pinus banksiana'	.017	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	6	Pinus banksiana'	.035	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	5	Pinus banksiana'	.014	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	2	Pinus banksiana'	.018	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1800	3	Pinus banksiana'	.008	CPI'	14-SEP-1998
SSA-OJP-FLXTR'	9TE11-SAP01'	15-MAY-1994	1830	1	Pinus banksiana'	.019	CPI'	14-SEP-1998
