"","V1","V2","V3","V4","V5"
"1",0.278800738678195,-0.107688293000084,-0.0698572662298044,0.111218038094257,0.0134076237497601
"2",-0.025414666778784,0.0311097072944462,0.108414796109061,0.0501807727472155,-0.386554215462782
"3",0.0308298150673891,0.0239356548764978,-0.236219872962543,-0.0729303926135804,0.473133121120435
"4",0.245826773090141,-0.111998726597873,-0.0171455785364874,0.114799542377571,-0.0518389284864264
"5",0.285161786757688,-0.0906512395575763,-0.0772207410808578,0.0485906509917778,0.0455733340185328
"6",0.277240021451026,-0.121722835328364,-0.0736462453278631,0.0119817592629974,0.0421646769005
"7",-0.220035957062548,-0.0157655055039979,-0.0251006309335529,0.367347017807812,-0.154271234317462
"8",0.28343311731706,-0.0963740351394197,-0.0817099618182579,0.0630077718258246,0.0493928864398833
"9",0.285163037132024,-0.0944014329164314,-0.0755746012944849,0.00923634060652744,0.0475156326952489
"10",0.219238081288276,0.289779142904879,0.0772575477888609,-0.116419581710935,-0.0286195988183494
"11",0.104314296695469,0.439585864617889,0.0500381442755493,0.129369509922815,0.12799988852781
"12",0.0950625044292746,0.437125385451912,0.0415931061731189,0.162861900903722,0.153218215869759
"13",0.0886919901329083,0.423389863247411,0.0294550054136205,0.203118986978236,0.192725492346644
"14",0.041656041894082,-0.00710741681728334,0.129087866350025,0.149681909325952,-0.248354846410914
"15",0.0398973009648393,-0.109757326247426,0.51190989823498,0.0342358848859074,0.217014260473418
"16",-0.169063709025019,0.0239951635274596,-0.193711456982498,0.151318401131849,-0.0202376499270315
"17",-0.239671456088973,0.0900591634937055,0.010518444053849,-0.0942327222391664,0.029324304308998
"18",0.238452899601141,-0.151315677985076,-0.170919359302888,0.0543954725511323,0.037599504439337
"19",0.0868851525512789,0.3779410084834,0.0925792092678586,0.208884004613491,-0.202418779594986
"20",0.259688125300039,-0.0162831522048443,-0.0572737101991958,-0.0707436187179082,0.0363503573633521
"21",0.242233104934092,0.0519373455712203,0.0911523388685677,-0.179878728866802,-0.320656572067632
"22",-0.0471568496787775,0.0702402581121739,0.028810810095489,-0.38494130500642,-0.0275214967482052
"23",0.113878600490745,-0.146812779895719,-0.128527815404736,0.462287537953544,0.0790574918893851
"24",0.0252309656368754,-0.027904243630096,-0.0163019134564871,0.0792385093581284,-0.235921626067679
"25",0.037594883672535,-0.153838084010733,0.492214796374557,0.106081073810228,0.143904107491334
"26",0.0727587638247243,-0.154015959869986,0.500480069108982,0.104870596206259,0.144212002250722
"27",-0.0778068742182088,0.0387197684803264,0.0840470562095226,-0.259490951541205,0.185871490269989
"28",0.230384292669498,0.0813770531111232,0.0921060412838472,-0.160372211370007,-0.338753768720151
"29",0.233673465969135,0.114168147357702,0.0124688670071434,-0.32289195723699,0.0602647768091627
