"","centre","reduire"
"1",111.038019164545,201.248573391673
"2",0.0652492888156905,0.41659043549614
"3",97.7812995957477,0.57683355880219
"4",159.513179347804,203.040968056006
"5",310.758895476624,434.156094102252
"6",12.9063411493815,17.5823062591912
"7",74.8018969905673,17.0283110897533
"8",179.282982482407,250.982076223473
"9",27.4129315765833,35.2766633955985
"10",14.3442877820762,6.01250770826114
"11",12.977240604881,2.95145783240753
"12",12.926905208964,2.82646309304976
"13",12.8004777703143,2.62265630916426
"14",178.619530980548,90.2813548343658
"15",1.80275300727489,0.921997476782264
"16",409.672187848494,19.2416482098649
"17",-2.85505688141061,8.81278827303252
"18",12.2056293340126,65.3319016497217
"19",11.9756162216415,3.04787644017122
"20",40.2734484084968,70.4028695112894
"21",1.09806128944472,7.02387851425174
"22",0.0144733188777357,3.32838428603507
"23",-0.016370884725236,9.0629056924475
"24",-3.9605848230345,75.5131123622854
"25",0.230597554631823,0.342210447334143
"26",0.367778953162513,0.249662501165599
"27",-0.0617105454327793,3.51872862963712
"28",1.08260293457104,6.09503313669525
"29",0.525888110673946,0.541975369329438
