"","heure_solaire","mois","SAP_FLOW"
"258",2017-10-23 08:30:00,"09",2.72716825881259
"259",2017-10-23 09:00:00,"09",3.8021543211
"260",2017-10-23 09:30:00,"09",4.58832406554482
"261",2017-10-23 10:00:00,"09",5.05975600441778
"262",2017-10-23 10:30:00,"09",5.27388755026518
"263",2017-10-23 11:00:00,"09",5.42031732309222
"264",2017-10-23 11:30:00,"09",5.64046775241259
"265",2017-10-23 12:00:00,"09",5.67894245148667
"266",2017-10-23 12:30:00,"09",5.42756687253778
"267",2017-10-23 13:00:00,"09",5.03547967029481
"268",2017-10-23 13:30:00,"09",4.7453622776537
"269",2017-10-23 14:00:00,"09",4.59002439897111
"270",2017-10-23 14:30:00,"09",4.15421116367333
"271",2017-10-23 15:00:00,"09",3.62902449937741
"272",2017-10-23 15:30:00,"09",3.02944180502296
"273",2017-10-23 16:00:00,"09",2.25021134885963
"274",2017-10-23 16:30:00,"09",1.54248476239074
"275",2017-10-23 17:00:00,"09",1.03664506025926
"276",2017-10-23 17:30:00,"09",0.64888820260963
"277",2017-10-23 18:00:00,"09",0.412551590704444
"278",2017-10-23 18:30:00,"09",0.278339551552593
"279",2017-10-23 19:00:00,"09",0.191209069584815
"280",2017-10-23 19:30:00,"09",0.145502434595926
"281",2017-10-23 20:00:00,"09",0.120986402014815
"282",2017-10-23 20:30:00,"09",0.108014637741111
"283",2017-10-23 21:00:00,"09",0.0934396191370371
"284",2017-10-23 21:30:00,"09",0.0833177654114815
"285",2017-10-23 22:00:00,"09",0.0756662011392592
"286",2017-10-23 22:30:00,"09",0.0673652168
"287",2017-10-23 23:00:00,"09",0.0594817978525926
"288",2017-10-23 23:30:00,"09",0.0603473106155556
"289",2017-10-23 00:00:00,"10",0.088246241032258
"290",2017-10-23 00:30:00,"10",0.0778134876594982
"291",2017-10-23 01:00:00,"10",0.0707043618673835
"292",2017-10-23 01:30:00,"10",0.0637998024962963
"293",2017-10-23 02:00:00,"10",0.0593547193222222
"294",2017-10-23 02:30:00,"10",0.0586108309390681
"295",2017-10-23 03:00:00,"10",0.0585039488637993
"296",2017-10-23 03:30:00,"10",0.0600148054695341
"297",2017-10-23 04:00:00,"10",0.0635830337491039
"298",2017-10-23 04:30:00,"10",0.0674624337706093
"299",2017-10-23 05:00:00,"10",0.0711106391362007
"300",2017-10-23 05:30:00,"10",0.0780626892007168
"301",2017-10-23 06:00:00,"10",0.0871181456810036
"302",2017-10-23 06:30:00,"10",0.11176616574552
"303",2017-10-23 07:00:00,"10",0.203480954544803
"304",2017-10-23 07:30:00,"10",0.386502954311828
"305",2017-10-23 08:00:00,"10",0.623137784243727
"306",2017-10-23 08:30:00,"10",0.914465466462366
"307",2017-10-23 09:00:00,"10",1.16210068922222
"308",2017-10-23 09:30:00,"10",1.46888907353763
"309",2017-10-23 10:00:00,"10",1.77027298912903
"310",2017-10-23 10:30:00,"10",2.02328782291398
"311",2017-10-23 11:00:00,"10",2.17810930859498
"312",2017-10-23 11:30:00,"10",2.33979849427957
"313",2017-10-23 12:00:00,"10",2.4332127312724
"314",2017-10-23 12:30:00,"10",2.47083054131541
"315",2017-10-23 13:00:00,"10",2.51208045108244
"316",2017-10-23 13:30:00,"10",2.47500603105735
"317",2017-10-23 14:00:00,"10",2.31444441251971
