"","TIMESTAMP_START","TIMESTAMP_END","DTime","NETRAD","P","PA","PPFD_DIF","PPFD_IN","PPFD_OUT","RH","SW_IN","SW_OUT","TA","TS","TS_2","TS_3","WD","WS","CO2","FC","H","H2O","LE","SB","SC","SH","SLE","TAU","USTAR","ZL","PRI","G","SAP_FLOW","heure","VPD","date","heure_solaire"
"5632",201004280730,201004280800,118.333,395.29,0,98.75,231.68,934.21,53.05,46.09,562.34,70.21,16.92,9.69,9.68,9.57,41.28,1.11,408.52,-1.34,112.45,8.74,52.66,19.28,-2.46,25.82,-21.43,0.09,0.28,-1.41,0.53315552,18.965,0.978090821285714,2017-09-25 08:00:00,1.0393456154075,2010-04-28 08:00:00,2010-04-28 07:00:00
"5633",201004280800,201004280830,118.354,454.54,0,98.76,246.85,1057.7,60.01,47,629.73,77.14,17.4,9.71,9.65,9.54,359.46,1.54,406.83,-1.08,131.37,9.21,41.04,18.49,-0.69,7.3,187.06,0.15,0.35,-0.79,0.535083176,17.855,0.81182899,2017-09-25 08:30:00,1.05332051011813,2010-04-28 08:30:00,2010-04-28 07:30:00
"5634",201004280830,201004280900,118.375,500.55,0,98.76,266.67,1168.63,65.79,45.54,685.97,84.76,18.22,9.76,9.65,9.52,15.72,1.17,405.43,-1.81,189.03,9.36,67.51,15.83,-0.23,12.29,-14.6,0.15,0.36,-1.09,0.531364247,14.245,1.42001528388889,2017-09-25 09:00:00,1.1396917606534,2010-04-28 09:00:00,2010-04-28 08:00:00
"5635",201004280900,201004280930,118.396,545.64,0,98.74,296.7,1266.45,71.7,44.74,740.42,94.12,18.66,9.84,9.66,9.51,336.53,1.94,403.46,-1.24,192.09,9.44,58.19,17.56,-1.06,6.78,117.37,0.19,0.41,-0.76,0.523715458,15.03,1.70914358733333,2017-09-25 09:30:00,1.1887605897599,2010-04-28 09:30:00,2010-04-28 08:30:00
"5636",201004280930,201004281000,118.417,577.18,0,98.73,320.84,1335.29,76,42.79,778.91,102.06,18.77,9.94,9.69,9.51,337.02,2.5,402.05,-1.98,171.5,9.06,41.65,19.45,-0.55,1.58,NA,0.22,0.44,-0.54,0.530269852,16.28,2.019153661,2017-09-25 10:00:00,1.23920304851803,2010-04-28 10:00:00,2010-04-28 09:00:00
"5637",201004281000,201004281030,118.438,607.14,0,98.71,343.18,1403.67,80.36,39.4,815.76,108.48,19.16,10.06,9.74,9.51,336.96,2.34,401.51,-2.61,187.31,8.55,26.08,18.79,-0.1,5.84,NA,0.17,0.39,-0.85,0.535746759,14.985,2.27052185144444,2017-09-25 10:30:00,1.34497062977062,2010-04-28 10:30:00,2010-04-28 09:30:00
"5638",201004281030,201004281100,118.458,620.2,0,98.67,329.96,1436.48,83.71,37.41,835.12,113.64,19.73,10.19,9.8,9.51,330.89,2.2,401.57,-3.67,251.34,8.47,77.94,17.63,0.32,8.58,49.82,0.25,0.47,-0.65,0.540984665,13.51,2.45752482611111,2017-09-25 11:00:00,1.43924716328641,2010-04-28 11:00:00,2010-04-28 10:00:00
"5639",201004281100,201004281130,118.479,626.64,0,98.62,304.07,1454.57,85.62,35.95,845.3,116.44,20.12,10.34,9.88,9.53,340.96,2.97,401.19,-1.72,163.25,8.46,40.37,19.2,-0.44,5.94,49.99,0.31,0.52,-0.31,0.549345745,14.455,2.52435388133333,2017-09-25 11:30:00,1.5088305476382,2010-04-28 11:30:00,2010-04-28 10:30:00
"5640",201004281130,201004281200,118.5,621.61,0,98.58,317.07,1454.24,87.07,35.59,842.31,117.84,20.53,10.45,9.96,9.53,8.09,2.31,400.86,-5.08,248.74,8.59,79.49,18.29,-0.08,6.12,-16.4,0.35,0.55,-0.4,0.550120451,14.805,2.55062552522222,2017-09-25 12:00:00,1.55621397530553,2010-04-28 12:00:00,2010-04-28 11:00:00
"5641",201004281200,201004281230,118.521,605.27,0,98.54,324.48,1431.8,87.23,35.58,825.89,117.02,20.85,10.54,10.03,9.55,340.88,2.55,400.11,-2.37,294.99,8.71,83.18,16.78,-0.39,4.72,82.31,0.41,0.6,-0.36,0.546840646,13.93,2.69612483066667,2017-09-25 12:30:00,1.58742669133727,2010-04-28 12:30:00,2010-04-28 11:30:00
"5642",201004281230,201004281300,118.542,578.37,0,98.53,314.91,1385.25,85.35,34.98,796.39,113.93,21.15,10.64,10.1,9.57,334.34,2.69,399.34,-0.83,181.97,8.69,47.13,16.13,-0.26,4.56,-17,0.32,0.53,-0.33,0.544635616,12.96,2.80292730088889,2017-09-25 13:00:00,1.63200999950022,2010-04-28 13:00:00,2010-04-28 12:00:00
"5643",201004281300,201004281330,118.562,542.24,0,98.52,312.41,1320.2,82.06,33.73,755.88,108.53,21.54,10.73,10.17,9.6,337.66,2.69,398.84,-2.47,244.28,8.52,88.1,13.96,-0.12,5.71,-86.36,0.4,0.59,-0.31,0.539512397,11.115,2.78373395322222,2017-09-25 13:30:00,1.70360476914989,2010-04-28 13:30:00,2010-04-28 12:30:00
"5644",201004281330,201004281400,118.583,494.9,0,98.49,291.62,1232.53,76.88,32.74,703.09,102.21,21.82,10.81,10.24,9.63,331.49,2.52,398.35,-1.22,191.45,8.35,52.2,11.7,-0.22,4.26,-145.03,0.37,0.57,-0.28,0.53725381,9.16,2.81070374533333,2017-09-25 14:00:00,1.75889102367953,2010-04-28 14:00:00,2010-04-28 13:00:00
"5645",201004281400,201004281430,118.604,433.29,0,98.45,265.49,1114.34,70.67,31.68,634.19,94.36,21.99,10.87,10.3,9.66,342.36,2.31,398.11,-2.09,209.6,8.1,70.88,9.22,-0.13,2.44,-108.55,0.35,0.56,-0.33,0.542333367,7.32,2.89541885922222,2017-09-25 14:30:00,1.80523309437581,2010-04-28 14:30:00,2010-04-28 13:30:00
"5646",201004281430,201004281500,118.625,378.95,0,98.41,279.15,1011.25,65.79,30.24,573.62,88.42,22.25,10.95,10.36,9.7,348.91,2.34,398.28,-1.08,145.47,7.82,29.28,8.86,0.14,3.97,-71.55,0.27,0.49,-0.34,0.548440455,6.33,2.87260084177778,2017-09-25 15:00:00,1.87269901071164,2010-04-28 15:00:00,2010-04-28 14:00:00
"5647",201004281500,201004281530,118.646,308.52,0,98.38,273.52,879.62,58.92,29.9,495.07,80.16,22.39,11.03,10.43,9.73,347.66,1.84,398.38,-2.3,169.91,7.76,65.71,7.81,-0.04,2.09,38.72,0.25,0.47,-0.44,0.556282451,5.28,2.73403778288889,2017-09-25 15:30:00,1.89791312371401,2010-04-28 15:30:00,2010-04-28 14:30:00
"5648",201004281530,201004281600,118.667,232.99,0,98.36,297.89,742.94,51.36,30.11,411.06,71.86,22.3,11.1,10.49,9.76,338.95,2.16,398.37,-1.27,107.84,7.76,40.35,5.78,-0.19,-1.44,22.32,0.21,0.43,-0.37,0.561039479,3.565,2.65700235166667,2017-09-25 16:00:00,1.88190325611731,2010-04-28 16:00:00,2010-04-28 15:00:00
"5649",201004281600,201004281630,118.688,158.44,0,98.33,382.82,602.23,43.13,30.09,328.11,64.88,22.24,11.16,10.55,9.79,351.2,2.26,398.38,-1.63,74.31,7.72,41.59,3.88,0.12,-0.92,-95.61,0.2,0.42,-0.27,0.565339082,1.975,2.56289831277778,2017-09-25 16:30:00,1.87558435470063,2010-04-28 16:30:00,2010-04-28 15:30:00
"5650",201004281630,201004281700,118.708,64.18,0,98.32,377.96,394.59,30.83,29.74,216.52,48.88,22.14,11.22,10.61,9.83,358.86,1.83,399.1,0.02,53.46,7.58,43.05,2.73,0.5,-1.41,27.12,0.19,0.41,-0.21,0.564667615,0.825,2.39384926433333,2017-09-25 17:00:00,1.87353679037797,2010-04-28 17:00:00,2010-04-28 16:00:00
"5651",201004281700,201004281730,118.729,1.88,0,98.31,154.95,257.67,23.66,31.15,147.01,42.79,21.69,11.26,10.67,9.86,12.7,1.44,398.98,-1.49,25.72,7.76,31.96,1.17,-0.23,-6.75,72.61,0.15,0.36,-0.14,0.555257461,-0.095,2.10995816866667,2017-09-25 17:30:00,1.78623370396567,2010-04-28 17:30:00,2010-04-28 16:30:00
"5652",201004281730,201004281800,118.75,-56.36,0,98.31,79.1,125.66,13.03,32.03,68.82,25.77,21.16,11.29,10.71,9.9,10.47,1.31,400.14,0.1,5.59,7.74,18.73,0.19,1.15,-7.86,-16.57,0.05,0.22,-0.14,0.563832648,-0.76,1.90028219966667,2017-09-25 18:00:00,1.70710236212007,2010-04-28 18:00:00,2010-04-28 17:00:00
"5653",201004281800,201004281830,118.771,-86.07,0,98.31,30.77,38.1,3.38,35.2,15.52,8.87,20.02,11.31,10.75,9.93,22.04,1.5,402.51,0.33,-7.53,8,1.07,-0.75,1.54,-17.03,194.62,0.02,0.13,0.82,0.545235211,-1.38,1.53922483888889,2017-09-25 18:30:00,1.51708319041013,2010-04-28 18:30:00,2010-04-28 17:30:00
"5654",201004281830,201004281900,118.792,-91.5,0,98.31,0,5.25,0.37,35.47,-1.55,2.94,19.26,11.3,10.78,9.97,80.12,1.42,405.35,0.08,-7.71,7.67,11.88,-2.26,3.13,-11.46,-130.13,0.03,0.15,0.56,NA,-1.945,1.18734619866667,2017-09-25 19:00:00,1.441142190057,2010-04-28 19:00:00,2010-04-28 18:00:00
"5655",201004281900,201004281930,118.812,-88.56,0,98.32,0,0.15,0.09,41.99,-3.78,1.83,17.59,11.28,10.8,10,114.91,1.91,413.73,8.12,-30.62,8.04,35.73,-3.2,4.4,-25.17,NA,0.05,0.21,0.9,NA,-2.565,0.965002273333333,2017-09-25 19:30:00,1.16680005082545,2010-04-28 19:30:00,2010-04-28 18:30:00
"5656",201004281930,201004282000,118.833,-82.08,0,98.33,0,0.05,0.05,48.47,-3.43,1.68,15.88,11.26,10.82,10.03,116.69,1.94,422.92,12.87,-46.87,8.28,32.88,-3.75,3.6,-25.96,-32.68,0.03,0.15,3.58,NA,-3.12,0.807296499111111,2017-09-25 20:00:00,0.929805564415393,2010-04-28 20:00:00,2010-04-28 19:00:00
"5657",201004282000,201004282030,118.854,-80.7,0,98.33,0,0.02,0.09,49.43,-2.57,2.34,15.06,11.23,10.82,10.05,113.38,1.94,424.21,9.62,-38.11,8.01,30.18,-4.43,1.11,-12.51,-146.9,0.07,0.24,0.7,NA,-3.48,0.642897578333333,2017-09-25 20:30:00,0.865730526156905,2010-04-28 20:30:00,2010-04-28 19:30:00
"5658",201004282030,201004282100,118.875,-76.5,0,98.32,0,0.03,0.07,52.16,-2.88,2.05,14.44,11.19,10.82,10.07,139.59,1.56,421.97,5.54,-37.63,8.2,7.3,-5.1,-0.52,-9.39,110.4,0.05,0.21,1.1,NA,-3.83,0.510864316777778,2017-09-25 21:00:00,0.786884893952467,2010-04-28 21:00:00,2010-04-28 20:00:00
"5659",201004282100,201004282130,118.896,-75.96,0,98.29,0,0.05,0.04,55.53,-2.73,2.16,13.64,11.15,10.81,10.09,130.22,1.48,427.06,8.06,-52.16,8.34,7.37,-5.17,4.14,-12.32,60.33,0.07,0.24,1.05,NA,-3.9,0.378788617111111,2017-09-25 21:30:00,0.694460856612929,2010-04-28 21:30:00,2010-04-28 20:30:00
"5660",201004282130,201004282200,118.917,-73.34,0,98.27,0,0.02,0.03,58.53,-2.31,2.57,12.85,11.09,10.79,10.1,130.01,1.26,428.81,5.93,-17.77,8.36,7.32,-5.92,-2.19,-12.03,-57.52,0.02,0.13,2.02,NA,-4.015,0.2570168057,2017-09-25 22:00:00,0.615057263089816,2010-04-28 22:00:00,2010-04-28 21:00:00
"5661",201004282200,201004282230,118.938,-72.26,0,98.25,0,0.02,0.04,60.21,-2.31,2.44,12.41,11.04,10.77,10.11,121.26,1.34,430.77,2.45,-7.45,8.41,-0.36,-6.06,0.38,-6.77,-2.21,0.01,0.11,1.56,NA,-4.47,0.165579532,2017-09-25 22:30:00,0.573348316794984,2010-04-28 22:30:00,2010-04-28 21:30:00
"5662",201004282230,201004282300,118.958,-71.22,0,98.23,0,0.01,0.03,61.55,-1.66,2.67,12.08,10.98,10.74,10.12,127.64,1.63,431.29,5.53,-28.35,8.44,2.79,-6.89,0.15,-5.19,-16.81,0.02,0.14,2.67,NA,-4.995,0.1201451272,2017-09-25 23:00:00,0.542137226471415,2010-04-28 23:00:00,2010-04-28 22:00:00
"5663",201004282300,201004282330,118.979,-69.42,0,98.21,0,0.02,0.04,59.45,-1.57,2.69,12.45,10.93,10.71,10.12,141.01,1.54,424.94,0.01,4.16,8.34,-1.33,-7.03,-0.57,5.8,22.21,0.01,0.08,-2.01,NA,-5.445,0.0932567348,2017-09-25 23:30:00,0.585837281750828,2010-04-28 23:30:00,2010-04-28 22:30:00
"5664",201004282330,201004290000,119,-68.12,0,98.19,0,0.02,0.07,60.64,-1.91,2.29,12.15,10.88,10.68,10.12,146.84,1.48,426.74,0.63,-3.53,8.4,-0.03,-7.33,-0.17,-4.64,-5.57,0.01,0.11,0.69,NA,-5.745,0.0699298924,2017-09-25 00:00:00,0.557533192241963,2010-04-29 00:00:00,2010-04-28 23:00:00
"5665",201004290000,201004290030,119.021,-68.22,0,98.18,0,0,0.03,60.37,-1.21,3.04,12.25,10.82,10.65,10.12,139.05,1.32,426.41,0.93,-5.14,8.42,0.31,-7.89,-0.38,1.42,17.53,0.01,0.08,2.52,NA,-5.99,0.1251242235,2017-09-25 00:30:00,0.565065557443054,2010-04-29 00:30:00,2010-04-28 23:30:00
"5666",201004290030,201004290100,119.042,-69.39,0,98.15,0,0.02,0.03,63.6,-2.44,2.09,11.58,10.76,10.62,10.11,130.84,1.11,431.72,2.21,-15.19,8.59,1.69,-8.15,1.25,-10.25,19.72,0.01,0.1,4.24,NA,-6.255,0.0954912357,2017-09-25 01:00:00,0.496565028818231,2010-04-29 01:00:00,2010-04-29 00:00:00
"5667",201004290100,201004290130,119.062,-68.05,0,98.13,0,0,0.04,68.54,-2.58,2.08,10.56,10.71,10.58,10.11,138.42,0.92,433.59,-1.47,5.63,8.71,-2.63,-8.2,0.75,-15.82,32.21,0,0.06,-7,NA,-6.62,0.0738480307,2017-09-25 01:30:00,0.401055326195287,2010-04-29 01:30:00,2010-04-29 00:30:00
"5668",201004290130,201004290200,119.083,-63.32,0,98.11,0,0.05,0.02,67.79,-1.07,3.48,10.72,10.66,10.55,10.1,164.97,0.71,428.9,0.05,-2.49,8.69,-0.61,-8.35,0.68,2.53,39.92,0.01,0.09,0.78,NA,-6.765,0.0556786044,2017-09-25 02:00:00,0.41501963425947,2010-04-29 02:00:00,2010-04-29 01:00:00
"5669",201004290200,201004290230,119.104,-58.98,0,98.1,0,0.04,0.04,73.11,-2.63,1.63,9.61,10.6,10.51,10.09,148.53,0.82,437.18,9.68,-44.81,8.85,-0.41,-8.46,0.3,-17.3,-3.04,0.02,0.13,4.95,NA,-6.56,0.0428669761,2017-09-25 02:30:00,0.321668219157464,2010-04-29 02:30:00,2010-04-29 01:30:00
"5670",201004290230,201004290300,119.125,-58.14,0,98.08,0,0,0.04,69.52,-0.51,3.08,10.18,10.55,10.48,10.08,149.78,1.39,429.55,6.29,-77.97,8.57,-7.42,-7.59,0.3,8.82,-66.37,0.03,0.16,5.43,NA,-6.005,0.0279657832,2017-09-25 03:00:00,0.378821569604299,2010-04-29 03:00:00,2010-04-29 02:00:00
"5671",201004290300,201004290330,119.146,-60.95,0,98.06,0,-0.01,0.03,62.33,-0.5,3.04,11.45,10.5,10.44,10.07,153.2,1.42,424.1,8.2,-108.13,8.37,-14.69,-6.6,6.7,19.56,74.74,0.06,0.23,2.27,NA,-5.01,0.0228729512,2017-09-25 03:30:00,0.50948688559555,2010-04-29 03:30:00,2010-04-29 02:30:00
"5672",201004290330,201004290400,119.167,-64.29,0,98.04,0,0.28,0.04,68.96,-2.98,1.71,10.06,10.45,10.4,10.06,153.28,0.63,430.36,0.32,-1.74,8.54,1.65,-5.02,-5.89,-21.49,-90.2,0.02,0.12,0.3,NA,-3.44,0.0191560758,2017-09-25 04:00:00,0.382694806878085,2010-04-29 04:00:00,2010-04-29 03:00:00
"5673",201004290400,201004290430,119.188,-61.26,0,98.03,0,9.37,0.58,72.21,3.87,4.38,9.26,10.39,10.37,10.05,187.21,0.27,427.95,0.44,1.77,8.5,-0.3,-2.94,0.52,-12.4,-27.65,0,0.03,-13.83,NA,-1.045,0.0179249918,2017-09-25 04:30:00,0.324693364901272,2010-04-29 04:30:00,2010-04-29 03:30:00
"5674",201004290430,201004290500,119.208,-30.37,0,98.03,36.21,50.66,4.49,68.39,47.51,15.59,10.03,10.35,10.33,10.03,158.82,0.39,427.67,-0.05,-1.65,8.43,1.06,0.58,-2.7,11.98,9.12,0.01,0.09,0.67,NA,1.845,0.0199909217,2017-09-25 05:00:00,0.388939994005468,2010-04-29 05:00:00,2010-04-29 04:00:00
"5675",201004290500,201004290530,119.229,30.97,0,98.03,69.71,131.66,11.82,67.38,122.62,26.6,10.59,10.3,10.29,10.02,138.27,0.66,431.06,0.8,-12.81,8.65,-0.23,2.47,0.74,8.74,108.79,0.03,0.16,0.9,0.464745269,4.055,0.0214682836,2017-09-25 05:30:00,0.416676058733487,2010-04-29 05:30:00,2010-04-29 04:30:00
"5676",201004290530,201004290600,119.25,95.66,0,98.05,117.97,276.69,19.22,62.03,201.08,34.8,12.48,10.26,10.26,10,174.73,0.7,418.6,1.3,-37.95,8.82,1.56,6.32,-7.66,29.29,50.73,0.03,0.15,2.76,0.49308307,7.59,0.0265136367,2017-09-25 06:00:00,0.549645482983725,2010-04-29 06:00:00,2010-04-29 05:00:00
"5677",201004290600,201004290630,119.271,179.96,0,98.05,168,498.14,28.56,49.24,309.86,48.64,16,10.21,10.22,9.98,198.41,2.1,410.88,-1.13,-83.09,8.87,19.84,9.74,-5.23,53.68,NA,0.31,0.51,0.16,0.5265184,11.32,0.1510933302,2017-09-25 06:30:00,0.922962319014465,2010-04-29 06:30:00,2010-04-29 05:30:00
"5678",201004290630,201004290700,119.292,248.6,0,98.03,165.21,540.61,36.38,46.85,392.52,56.29,17.64,10.18,10.18,9.97,217.12,2.15,409.02,-6.03,3.1,9.43,47.2,14.46,-0.63,24.78,NA,0.39,0.58,0,0.534561667,15.41,0.7283374448,2017-09-25 07:00:00,1.07242348541082,2010-04-29 07:00:00,2010-04-29 06:00:00
"5679",201004290700,201004290730,119.312,334.21,0,98,220.96,822.43,45.97,45.9,494.02,68.55,18.59,10.17,10.14,9.94,219.46,2.11,407.38,-6.41,52.67,9.8,80.62,16.46,-0.76,14.35,45.86,0.39,0.58,-0.07,0.531057019,16.775,1.0465216984,2017-09-25 07:30:00,1.1587203209565,2010-04-29 07:30:00,2010-04-29 06:30:00
"5680",201004290730,201004290800,119.333,388.37,0,97.98,232.13,933.23,52.35,43.16,558.67,76.58,19.64,10.18,10.12,9.92,208.7,2.28,405.4,-6.57,78.53,9.84,85.59,17.25,-1.66,15.79,-3.04,0.56,0.7,-0.06,0.524109502,16.93,1.5935174765,2017-09-25 08:00:00,1.29974752582962,2010-04-29 08:00:00,2010-04-29 07:00:00
"5681",201004290800,201004290830,119.354,452.68,0,97.95,255.78,1068.66,59.85,41.05,635.06,86.45,20.56,10.22,10.1,9.91,226.58,2.25,404.16,-6.18,110.15,9.94,118.24,18.06,-0.54,13.72,66.97,0.4,0.59,-0.14,0.529599411,16.795,2.2199777676,2017-09-25 08:30:00,1.42693088229571,2010-04-29 08:30:00,2010-04-29 07:30:00
"5682",201004290830,201004290900,119.375,490.01,0,97.93,274.3,1156.39,64.11,39.92,680.43,93.05,20.97,10.27,10.11,9.89,216.04,2.13,404.25,-7.74,197.11,9.9,125.7,16.31,0.42,6.17,-43.08,0.51,0.67,-0.18,0.526913312,14.725,2.7006158887,2017-09-25 09:00:00,1.49144165965057,2010-04-29 09:00:00,2010-04-29 08:00:00
"5683",201004290900,201004290930,119.396,537.34,0,97.9,309.12,1265.63,70.56,38.71,738.5,102.54,21.6,10.35,10.11,9.88,220.75,2.12,404.25,-4.19,197.44,9.97,113.18,18.23,0.25,9.37,60.95,0.46,0.64,-0.2,0.526917493,15.7,3.1186552763,2017-09-25 09:30:00,1.58137560578743,2010-04-29 09:30:00,2010-04-29 08:30:00
"5684",201004290930,201004291000,119.417,588.33,0,97.88,305.05,1377.71,77.82,37.49,802.01,114.12,22.37,10.45,10.15,9.88,241.76,2.3,403.4,-4.92,264.14,10.17,139.09,19.68,-0.26,11.46,83.92,0.54,0.69,-0.22,0.52826047,16.51,3.4846498107,2017-09-25 10:00:00,1.69036284960008,2010-04-29 10:00:00,2010-04-29 09:00:00
"5685",201004291000,201004291030,119.438,558.39,0,97.84,356.98,1323.08,75.34,35.71,769.17,111,22.92,10.55,10.19,9.88,245.14,2.49,401.82,-7.12,226.07,10.1,128.33,18.62,-1.17,8.25,9.74,0.63,0.74,-0.15,0.532422184,15.455,3.7757891591,2017-09-25 10:30:00,1.79746622376399,2010-04-29 10:30:00,2010-04-29 09:30:00
"5686",201004291030,201004291100,119.458,612.68,0,97.81,412.32,1445.14,83.57,36.79,835.28,123.99,23.28,10.68,10.24,9.88,260.36,2.27,400.12,-6.22,294.03,10.56,141.6,18.14,-0.59,5.29,NA,0.57,0.71,-0.22,0.53735221,14.02,4.0025429511,2017-09-25 11:00:00,1.80614371795722,2010-04-29 11:00:00,2010-04-29 10:00:00
"5687",201004291100,201004291130,119.479,568.31,0,97.79,490.67,1353.02,79.07,35.15,783.9,118.72,23.49,10.81,10.31,9.89,262.45,2.6,399.08,-5.29,281.29,10.27,139.74,20.24,-0.65,3.09,NA,0.5,0.67,-0.25,0.541281522,16.12,4.1842454886,2017-09-25 11:30:00,1.87662061174709,2010-04-29 11:30:00,2010-04-29 10:30:00
"5688",201004291130,201004291200,119.5,582.38,0,97.75,508.01,1387.86,81.61,34.08,802.26,123.39,23.72,10.93,10.39,9.9,257.13,2.97,398.2,-4.76,221.76,10,88.56,19.78,-0.23,3.41,-31.7,0.47,0.64,-0.22,0.540875347,15.985,4.2931682367,2017-09-25 12:00:00,1.93418201821033,2010-04-29 12:00:00,2010-04-29 11:00:00
"5689",201004291200,201004291230,119.521,539.29,0,97.71,554.48,1305.32,77.84,33.09,752.53,116.81,24.29,11.03,10.46,9.92,255.41,2.08,397.71,-4.74,283.63,10,135.04,18.57,-0.11,8.44,28.27,0.64,0.76,-0.18,0.538644628,15.405,4.3309874517,2017-09-25 12:30:00,2.03155678567689,2010-04-29 12:30:00,2010-04-29 11:30:00
"5690",201004291230,201004291300,119.542,459.51,0,97.67,585.82,1139.93,68.3,32.62,655.86,103.17,24.46,11.13,10.54,9.94,253.46,3.03,397.67,-6.11,209.49,9.89,121.26,17.32,-0.11,2.47,-35.13,0.56,0.7,-0.16,0.538817653,14.155,4.2613121482,2017-09-25 13:00:00,2.06674876789205,2010-04-29 13:00:00,2010-04-29 12:00:00
"5691",201004291300,201004291330,119.562,435.31,0,97.65,609.54,1094.8,66.12,32.84,626.67,100.73,24.65,11.23,10.61,9.97,255.58,2.74,397.38,-7.44,205.23,10.08,132.49,15.72,0.19,2.82,-54.16,0.61,0.74,-0.14,0.532649592,12.55,4.1830203462,2017-09-25 13:30:00,2.08352721621413,2010-04-29 13:30:00,2010-04-29 12:30:00
"5692",201004291330,201004291400,119.583,394.45,0,97.61,519.42,1018.74,61.75,32.22,580.53,94.41,24.83,11.32,10.68,10,253.76,2.91,397.69,-4.69,199.24,9.94,119.46,13.81,0.27,2.7,96.05,0.54,0.69,-0.16,0.53297668,10.96,4.1608589592,2017-09-25 14:00:00,2.12547352932336,2010-04-29 14:00:00,2010-04-29 13:00:00
"5693",201004291400,201004291430,119.604,392.04,0,97.57,497.32,1024.27,62.71,30.95,581.3,97.39,24.86,11.39,10.75,10.03,251.69,3.22,397.33,-7.15,167.93,9.47,129.03,11.62,-0.73,0.38,NA,0.62,0.74,-0.11,0.533260759,9.405,4.0627009086,2017-09-25 14:30:00,2.16917606526143,2010-04-29 14:30:00,2010-04-29 13:30:00
"5694",201004291430,201004291500,119.625,311.79,0,97.53,376.85,871.2,54.78,29.56,493.08,84.17,24.95,11.47,10.81,10.06,252.61,3.12,397.06,-4.37,153.58,9.01,135.9,10.5,-0.26,1.3,-185.59,0.72,0.8,-0.08,0.541655103,7.97,3.964373421,2017-09-25 15:00:00,2.2247455961394,2010-04-29 15:00:00,2010-04-29 14:00:00
"5695",201004291500,201004291530,119.646,212.9,0,97.49,370.53,669.13,42.77,29.74,375.04,66.59,24.97,11.55,10.88,10.09,247.25,2.03,396.29,-4.49,81.3,9.1,113.02,9.1,-0.13,0.31,130.21,0.39,0.59,-0.11,0.54337542,6.565,3.7632120814,2017-09-25 15:30:00,2.22170652013162,2010-04-29 15:30:00,2010-04-29 14:30:00
"5696",201004291530,201004291600,119.667,140.44,0,97.45,406.87,513.93,33.13,30.4,285.67,52.95,24.81,11.62,10.95,10.13,244.68,2.03,394.43,-5.46,40.79,9.22,110.54,7.14,-0.45,-2.39,21.56,0.33,0.54,-0.07,0.538829923,4.925,3.5415962629,2017-09-25 16:00:00,2.17994374816953,2010-04-29 16:00:00,2010-04-29 15:00:00
"5697",201004291600,201004291630,119.688,127.31,0,97.44,426.82,487.33,31.93,29.72,269.78,53.7,24.82,11.67,11.01,10.16,253.75,1.99,392.85,-4.49,20.87,8.95,76.63,5.16,-0.79,0.19,-70.73,0.25,0.47,-0.05,0.532970121,3.58,3.3456292829,2017-09-25 16:30:00,2.20255546926244,2010-04-29 16:30:00,2010-04-29 15:30:00
"5698",201004291630,201004291700,119.708,41.1,0,97.43,293.11,303.62,20.53,31.15,165.66,34.3,24.55,11.72,11.06,10.2,253.44,1.68,392.12,-2.15,1.86,9.31,54.12,4.11,0.62,-3.96,NA,0.16,0.38,-0.01,0.535003534,2.535,3.0931541984,2017-09-25 17:00:00,2.12323291357179,2010-04-29 17:00:00,2010-04-29 16:00:00
"5699",201004291700,201004291730,119.729,-2.52,0,97.41,176.86,194.84,12.84,32.63,105.53,22.73,23.9,11.76,11.12,10.24,235.39,1.21,393.19,-0.49,-17.85,9.38,29.08,2.92,1.92,-9.52,187.23,0.06,0.23,0.41,0.519264782,1.655,2.579167921,2017-09-25 17:30:00,1.99823071579417,2010-04-29 17:30:00,2010-04-29 16:30:00
"5700",201004291730,201004291800,119.75,-30.98,0,97.39,101.73,106.03,6.21,33.64,58.02,12.62,23.15,11.78,11.16,10.27,218.84,1.6,393.77,0.71,-31.95,9.28,21.81,1.49,0.75,-11.15,58.59,0.08,0.27,0.45,0.486850474,0.86,2.1799176457,2017-09-25 18:00:00,1.88132442257399,2010-04-29 18:00:00,2010-04-29 17:00:00
"5701",201004291800,201004291830,119.771,-58.07,0,97.38,34.5,36.9,2.02,32.83,19.55,5.96,22.61,11.79,11.2,10.3,215.85,1.82,399.6,5.35,-67.56,8.74,31.76,0.43,3.39,-7.96,NA,0.16,0.38,0.32,0.506036742,0.115,1.8156837732,2017-09-25 18:30:00,1.84304047452538,2010-04-29 18:30:00,2010-04-29 17:30:00
"5702",201004291830,201004291900,119.792,-60.17,0,97.39,0,4.26,0.31,33.99,-0.16,2.15,21.75,11.8,11.23,10.34,207.28,1.61,402.88,3.87,-48.5,8.63,16.55,-0.3,2.38,-12.85,NA,0.09,0.28,0.59,NA,-0.62,1.471083561,2017-09-25 19:00:00,1.71884121930556,2010-04-29 19:00:00,2010-04-29 18:00:00
"5703",201004291900,201004291930,119.812,-54.55,0,97.39,0,0.11,0.07,34.16,-1.58,2.02,21.64,11.79,11.25,10.36,202.65,1.95,403.71,5.39,-67.41,8.66,23.01,-1.5,-0.42,-1.62,0.42,0.27,0.49,0.15,NA,-1.18,1.227363837,2017-09-25 19:30:00,1.70293151910899,2010-04-29 19:30:00,2010-04-29 18:30:00
