beta0,-10.7627
PA_3h,0.0918
PPFD_DIF_1h,0.0004
PPFD_IN_1h,0.0024
RH_3h,0.0104
TA,-0.0282
TS,0.0883
WD_1h30,-0.0003
WS,0.1172
FC_3h,-0.0228
LE_30m,0.0118
SH_3h,0.0161
USTAR_30m,-0.3811
VPD,1.2845
