heure_solaire,mois,SAP_FLOW
17:30,8,1.40102833622903
18:00,8,0.854353276529032
18:30,8,0.517930773222581
19:00,8,0.345839629735484
19:30,8,0.255157905270968
20:00,8,0.199011082951613
20:30,8,0.16292184916129
21:00,8,0.138684056787097
21:30,8,0.124237492022581
22:00,8,0.117166282441935
22:30,8,0.109206402612903
23:00,8,0.108410448583871
23:30,8,0.0874901916064516
00:00,9,0.0580991717311111
00:30,9,0.0577997281744445
01:00,9,0.0600113033385185
01:30,9,0.0643714585303704
02:00,9,0.0668353872011111
02:30,9,0.0710818347581482
03:00,9,0.0783987164622222
03:30,9,0.0920328340244445
04:00,9,0.104004389864815
04:30,9,0.103207838724074
05:00,9,0.0905738116488889
05:30,9,0.0946035966848148
06:00,9,0.141048253927407
06:30,9,0.259876480138518
07:00,9,0.498194269807407
07:30,9,0.914024046304815
08:00,9,1.65239240123741
08:30,9,2.72716825881259
09:00,9,3.8021543211
09:30,9,4.58832406554482
10:00,9,5.05975600441778
10:30,9,5.27388755026518
11:00,9,5.42031732309222
11:30,9,5.64046775241259
12:00,9,5.67894245148667
12:30,9,5.42756687253778
13:00,9,5.03547967029481
13:30,9,4.7453622776537
14:00,9,4.59002439897111
14:30,9,4.15421116367333
15:00,9,3.62902449937741
15:30,9,3.02944180502296
16:00,9,2.25021134885963
16:30,9,1.54248476239074
17:00,9,1.03664506025926
17:30,9,0.64888820260963
18:00,9,0.412551590704444
18:30,9,0.278339551552593
19:00,9,0.191209069584815
19:30,9,0.145502434595926
20:00,9,0.120986402014815
20:30,9,0.108014637741111
21:00,9,0.0934396191370371
21:30,9,0.0833177654114815
22:00,9,0.0756662011392592
22:30,9,0.0673652168
23:00,9,0.0594817978525926
23:30,9,0.0603473106155556
00:00,10,0.088246241032258
00:30,10,0.0778134876594982
01:00,10,0.0707043618673835
01:30,10,0.0637998024962963
02:00,10,0.0593547193222222
02:30,10,0.0586108309390681
03:00,10,0.0585039488637993
03:30,10,0.0600148054695341
04:00,10,0.0635830337491039
04:30,10,0.0674624337706093
05:00,10,0.0711106391362007
05:30,10,0.0780626892007168
06:00,10,0.0871181456810036
06:30,10,0.11176616574552
07:00,10,0.203480954544803
07:30,10,0.386502954311828
08:00,10,0.623137784243727
08:30,10,0.914465466462366
09:00,10,1.16210068922222
09:30,10,1.46888907353763
10:00,10,1.77027298912903
10:30,10,2.02328782291398
11:00,10,2.17810930859498
11:30,10,2.33979849427957
12:00,10,2.4332127312724
12:30,10,2.47083054131541
13:00,10,2.51208045108244
13:30,10,2.47500603105735
14:00,10,2.31444441251971
14:30,10,1.99067122536559
15:00,10,1.69312067407168
15:30,10,1.28093483923297
16:00,10,0.896281825139785
16:30,10,0.621194666849462
17:00,10,0.431718615419355
17:30,10,0.320232837462365
18:00,10,0.254959973376344
18:30,10,0.217568758480287
19:00,10,0.18770961721147
19:30,10,0.160502082458782
20:00,10,0.144297023752688
20:30,10,0.141556797928315
21:00,10,0.133994837623656
21:30,10,0.122886221587814
22:00,10,0.107779284275986
22:30,10,0.0965083537168458
23:00,10,0.0864404575694446
23:30,10,0.084034832625
00:00,11,0.10761811030463
00:30,11,0.0942058349657408
01:00,11,0.0927470378351852
01:30,11,0.0938008501365079
02:00,11,0.0947288703478836
02:30,11,0.0922309958657407
03:00,11,0.0925270506072752
03:30,11,0.0941116942156084
04:00,11,0.0953634668507936
04:30,11,0.092565490162037
05:00,11,0.0924106520953704
05:30,11,0.0926058949666667
06:00,11,0.0955559363222222
06:30,11,0.0965528089870371
07:00,11,0.0966630558759259
07:30,11,0.0962681842574075
08:00,11,0.0985439236398148
08:30,11,0.0986659568648148
09:00,11,0.100531347412037
09:30,11,0.0876410692946428
10:00,11,0.0844398515228174
10:30,11,0.0784963867093254
11:00,11,0.0699929426825397
11:30,11,0.0600386493680556
12:00,11,0.0488985739652778
12:30,11,0.0474654929980159
13:00,11,0.0403613163373016
13:30,11,0.0362117348412698
14:00,11,0.0323137155704365
14:30,11,0.0328774640833333
15:00,11,0.0351258178065476
15:30,11,0.0373313209246032
16:00,11,0.0420677974017857
16:30,11,0.0470619939980159
17:00,11,0.0525014257797619
17:30,11,0.0591460456498016
18:00,11,0.0653641850664683
18:30,11,0.0732135890654762
19:00,11,0.0794924359573413
19:30,11,0.083966580469246
20:00,11,0.0892993918313492
20:30,11,0.0954935153134921
21:00,11,0.0994339949047619
21:30,11,0.102246707823413
22:00,11,0.105087931751984
22:30,11,0.108505111618055
23:00,11,0.110031426280754
23:30,11,0.111106853930556
