SAP_FLOW	dates	heure_solaire	PPFD_IN_1h	TS	WD_2h	CO2	FC_1h	H2O_3h	SB	SH_3h	SLE_3h	ZL_3h	VPD
0.0603720579	2010-08-05 07:00:00	2017-10-23 06:00:00	55.21	15.53	245.48	407.22	5.17	15.74	-2.48	-0.25	-1.12	0.18	0.1080342311
0.0650276024	2010-08-05 07:30:00	2017-10-23 06:30:00	88.6	15.5	252.51	402.36	-0.95	15.62	-2.91	-3.05	0.52	0.12	0.1234791139
0.1094590686	2010-08-05 08:00:00	2017-10-23 07:00:00	146.22	15.49	253.43	399.18	-5.87	15.05	-1.32	-6.73	NA	0.08	0.1680955298
0.2531068157	2010-08-05 08:30:00	2017-10-23 07:30:00	356.83	15.48	258.75	398.37	-10.64	14.74	-0.47	-4.54	-127.18	0.07	0.1993986509
0.2726168938	2010-08-05 09:00:00	2017-10-23 08:00:00	398.95	15.48	265.13	397.83	-15.77	14.86	-0.13	0.95	49.77	0.03	0.1809833473
0.1531486135	2010-08-05 09:30:00	2017-10-23 08:30:00	297.58	15.48	267.56	392.22	-9.9	14.74	-0.87	0.32	-21.55	0.05	0.1489375875
0.1971235979	2010-08-05 10:00:00	2017-10-23 09:00:00	182.92	15.48	260.9	391.7	-4.82	14.66	0.06	-1.34	-53.78	0.01	0.2449127481
0.4845132636	2010-08-05 10:30:00	2017-10-23 09:30:00	356.7	15.48	251.32	392.57	-6.17	14.74	0.97	4.68	-7.29	-0.11	0.2872532485
1.4763193609	2010-08-05 11:00:00	2017-10-23 10:00:00	501.69	15.49	252.18	395.4	-15.25	14.79	2.33	7.27	113.4	-0.15	0.3386852405
1.7581238541	2010-08-05 11:30:00	2017-10-23 10:30:00	798.51	15.5	265.6	396.69	-18.85	14.71	1.38	5.1	42.84	-0.02	0.2381708458
1.7596714618	2010-08-05 12:00:00	2017-10-23 11:00:00	375.73	15.51	272.72	392.96	-3.66	14.63	0.49	-7.12	-115.63	0.09	0.2631761506
3.7323935929	2010-08-05 12:30:00	2017-10-23 11:30:00	336.08	15.51	288.84	388.93	-7.46	15.15	2.08	4.63	NA	0	0.4604607466
5.5016300841	2010-08-05 13:00:00	2017-10-23 12:00:00	807.36	15.53	292.6	386.74	-16.99	14.71	4.25	8.03	NA	-0.02	0.6047173623
4.8508995845	2010-08-05 13:30:00	2017-10-23 12:30:00	945.87	15.56	356.66	394.98	-17.29	14.69	4.88	6.59	97.84	-0.15	0.3854045213
1.7721570645	2010-08-05 14:00:00	2017-10-23 13:00:00	867.09	15.59	321.79	389.01	-21.01	13.99	2.56	0.22	NA	0.04	0.2878765487
1.9964694985	2010-08-05 14:30:00	2017-10-23 13:30:00	237.3	15.6	322.25	386.51	-8.84	13.84	2.39	-21.79	-138.84	-0.72	0.5658914481
3.6424940168	2010-08-05 15:00:00	2017-10-23 14:00:00	706.98	15.61	331.63	386.03	-15.15	14.55	3.22	17.9	NA	-0.98	0.690500122
5.1385618261	2010-08-05 15:30:00	2017-10-23 14:30:00	698.17	15.63	317.18	385.08	-14.35	14.12	4.1	18.56	-191.41	-0.41	0.7708393236
3.8101649903	2010-08-05 16:00:00	2017-10-23 15:00:00	727.79	15.65	320.42	388.15	-16.72	13.4	3.35	8.8	-150.56	-0.2	0.7366293311
3.7932272519	2010-08-05 16:30:00	2017-10-23 15:30:00	451.78	15.67	305.83	387.58	-9.56	13.8	2.5	-25.21	NA	-0.61	0.9526897653
5.4297941897	2010-08-05 17:00:00	2017-10-23 16:00:00	200.37	15.67	309.9	386.46	-4.27	14.61	2.04	-1.48	134.85	-2.8	0.9600054583
4.5629176117	2010-08-05 17:30:00	2017-10-23 16:30:00	438.83	15.68	291.92	387.46	-10.85	13.71	2.11	25.76	NA	-0.21	0.8808998121
2.8989672578	2010-08-05 18:00:00	2017-10-23 17:00:00	331.6	15.68	305.21	390.3	-8.92	13.18	1.14	8.61	177.43	-0.44	0.8057249048
1.6586092032	2010-08-05 18:30:00	2017-10-23 17:30:00	202.22	15.67	310.95	395.56	-4.97	12.77	-0.13	5.26	NA	-0.01	0.7785550552
1.1035114274	2010-08-05 19:00:00	2017-10-23 18:00:00	63.68	15.66	305.17	395.69	-0.72	12.26	-1.02	-9.03	-123.81	0.15	0.6641523005
0.6973118709	2010-08-05 19:30:00	2017-10-23 18:30:00	21.24	15.64	305.69	398	1.71	10.76	-2.17	8.36	NA	-0.02	0.5222266126
0.4508869379	2010-08-05 20:00:00	2017-10-23 19:00:00	9.96	15.62	305.46	402.28	0.81	10.84	-2.93	0.23	107.18	0.07	0.5015801116
0.3127193669	2010-08-05 20:30:00	2017-10-23 19:30:00	0.8	15.59	289.95	405.32	0.68	11.08	-4.19	-7.06	8.95	0.17	0.411332119
0.2241411413	2010-08-05 21:00:00	2017-10-23 20:00:00	0.07	15.55	304.4	410.36	-3.79	11.21	-5.24	-6.83	NA	0.77	0.3339586155
0.1627268295	2010-08-05 21:30:00	2017-10-23 20:30:00	0.03	15.51	319.19	410.25	3.44	10.84	-5.68	-8.04	-87.64	0.24	0.2762932705
0.1250449184	2010-08-05 22:00:00	2017-10-23 21:00:00	0.04	15.46	279.89	410.28	5.82	11.46	-6.39	-9.2	NA	-0.04	0.2710454745
0.1011578628	2010-08-05 22:30:00	2017-10-23 21:30:00	-0.01	15.42	236.39	410.36	5.62	11.82	-6.6	-13.34	NA	0.75	0.2714690558
0.0861114697	2010-08-05 23:00:00	2017-10-23 22:00:00	0.03	15.37	223.61	414.02	5.77	11.78	-7.63	-3.95	-164.26	0.18	0.2820150331
0.0785873866	2010-08-05 23:30:00	2017-10-23 22:30:00	0	15.32	214.29	417.54	3.45	12.02	-8.09	-9.91	133.05	0.87	0.2524473885
0.0771061663	2010-08-06 00:00:00	2017-10-23 23:00:00	0.03	15.27	215.84	414.87	2.01	12.19	-8.62	-9.22	-41.81	0.57	0.2169095025
0.0294558135	2010-08-06 00:30:00	2017-10-23 23:30:00	0.03	15.21	241.15	414.23	6.27	12.21	-9.6	-6.99	54.63	0.36	0.2231552222
0.0310743204	2010-08-06 01:00:00	2017-10-23 00:00:00	-0.01	15.16	249.59	417.65	5.51	12.07	-9.4	-3.18	-84.75	0.62	0.2021908813
0.0312599647	2010-08-06 01:30:00	2017-10-23 00:30:00	-0.01	15.1	215.31	422.65	1.59	11.8	-10.15	-3.4	-139.5	0.56	0.1596717758
0.0356656787	2010-08-06 02:00:00	2017-10-23 01:00:00	0	15.05	213.7	418.59	8.04	11.5	-10.63	-3.3	-182.68	0.57	0.1392438464
0.045461313	2010-08-06 02:30:00	2017-10-23 01:30:00	0.05	14.99	205.09	419.73	3.09	11.41	-11.28	-7.53	51.77	0.87	0.1368597092
0.0463405085	2010-08-06 03:00:00	2017-10-23 02:00:00	0.05	14.93	197.02	418.69	5.54	11.38	-11.59	-6.14	-111.73	0.83	0.1308217808
0.0428565403	2010-08-06 03:30:00	2017-10-23 02:30:00	0	14.87	171.19	425.93	3.39	11.35	-11.51	0.21	-23.6	0.64	0.1192881304
0.0588680866	2010-08-06 04:00:00	2017-10-23 03:00:00	0.03	14.81	170.73	423.07	8.45	11.28	-12.02	-5.12	-20.74	1	0.1064376813
0.0724742182	2010-08-06 04:30:00	2017-10-23 03:30:00	0.05	14.75	184.25	423.33	23.08	11.15	-12.29	-10.38	-96.49	0.88	0.0952680192
0.0731144991	2010-08-06 05:00:00	2017-10-23 04:00:00	0.53	14.69	200.94	421.48	11.24	11.16	-12.39	-4.26	-56.4	1.76	0.0989929766
0.0734699751	2010-08-06 05:30:00	2017-10-23 04:30:00	11.56	14.63	186.47	418.62	9.44	11.04	-12.06	-2.87	-60.64	1.78	0.1235353135
0.0724884307	2010-08-06 06:00:00	2017-10-23 05:00:00	59.38	14.57	173.44	416.33	4.24	11.13	-11.52	0.01	6.79	0.77	0.1578137783
0.0738340032	2010-08-06 06:30:00	2017-10-23 05:30:00	149.5	14.53	181.94	413.72	7.11	10.82	-9.85	-6.6	-63.57	0.94	0.2011259844
0.1398838569	2010-08-06 07:00:00	2017-10-23 06:00:00	297.48	14.49	182.31	412.56	-2.9	10.79	-8.3	-3.86	-38.08	1.01	0.2379467332
0.6162453347	2010-08-06 07:30:00	2017-10-23 06:30:00	462.8	14.46	198.75	407.76	-9.39	10.7	-6.25	-5.3	-83.21	0.76	0.2865091561
2.0017414083	2010-08-06 08:00:00	2017-10-23 07:00:00	491.25	14.45	203.06	403.99	-12.67	10.96	-3.84	2.94	15.22	0.61	0.3712613471
3.4678583673	2010-08-06 08:30:00	2017-10-23 07:30:00	768.25	14.46	215.75	401.86	-11.92	11.16	-1.46	11.51	153.98	0.42	0.4821157134
4.8535257471	2010-08-06 09:00:00	2017-10-23 08:00:00	905.77	14.48	228.29	398.74	-15.35	11.31	1.19	10.33	187.33	0.14	0.5478211172
5.8045824706	2010-08-06 09:30:00	2017-10-23 08:30:00	1046.61	14.52	236.21	396.74	-11.67	11.59	3.21	13.07	NA	-0.1	0.6585205215
7.1727889402	2010-08-06 10:00:00	2017-10-23 09:00:00	1064.63	14.56	249.73	395.84	-18.16	11.79	4.82	10.23	32.21	-0.23	0.7235290328
7.9017956774	2010-08-06 10:30:00	2017-10-23 09:30:00	1291.22	14.61	263.34	393.5	-13.55	11.91	5.44	10.83	-26.43	-0.48	0.8560633551
7.7358253784	2010-08-06 11:00:00	2017-10-23 10:00:00	1232.26	14.67	263.86	391.79	-14.75	12.1	6.2	16.04	52.91	-0.86	0.8576304679
7.6697693565	2010-08-06 11:30:00	2017-10-23 10:30:00	1232.28	14.73	261.9	392.51	-11.61	12.01	6.69	12.86	55.31	-2.17	0.9423936711
8.3413137873	2010-08-06 12:00:00	2017-10-23 11:00:00	1245.19	14.79	295.11	391.81	-17.77	11.87	6.94	8.92	25.8	-1.78	1.0417288997
7.7878048672	2010-08-06 12:30:00	2017-10-23 11:30:00	1579.32	14.86	310.5	390.65	-16.83	11.44	7.39	8.53	-74.7	-0.84	1.1583719139
8.3804958727	2010-08-06 13:00:00	2017-10-23 12:00:00	1321.81	14.92	341.73	390.41	-18.57	11.12	7.66	5.04	NA	-1.21	1.2824683231
8.2941296684	2010-08-06 13:30:00	2017-10-23 12:30:00	1542.08	14.98	306.97	390	-18.29	10.55	8.07	10.6	-45.55	-1.29	1.2903703899
7.9191116543	2010-08-06 14:00:00	2017-10-23 13:00:00	1511.02	15.04	261.73	389.72	-21.62	10.84	8.37	1.82	NA	-2.96	1.2794541749
7.3860475434	2010-08-06 14:30:00	2017-10-23 13:30:00	1437.07	15.1	267.04	388.57	-13.92	10.33	8.38	5.59	NA	-7.01	1.2762232067
7.3928303346	2010-08-06 15:00:00	2017-10-23 14:00:00	1333.76	15.16	251.14	388.65	-17.77	10.34	8.42	10.3	NA	-3.03	1.3560205392
6.933451582	2010-08-06 15:30:00	2017-10-23 14:30:00	1163.76	15.21	320.84	388.03	-19.54	10.2	7.54	9.44	NA	-2.02	1.2335184026
6.3257567635	2010-08-06 16:00:00	2017-10-23 15:00:00	1145.34	15.25	306.14	388.08	-11.83	9.84	6.94	12.69	-195.72	-6.76	1.2172867878
5.7857966967	2010-08-06 16:30:00	2017-10-23 15:30:00	994.91	15.29	312.88	387.87	-13.55	9.71	6.4	-2.74	-66.99	-4.45	1.2142890176
4.9888822633	2010-08-06 17:00:00	2017-10-23 16:00:00	848.36	15.33	301.93	387.28	-8.04	10	5.9	0.43	26.91	-2.41	1.2048908722
4.1314322405	2010-08-06 17:30:00	2017-10-23 16:30:00	708.79	15.36	307.17	386.92	-10.33	9.89	5.08	1.36	-68.96	-1.61	1.1720065448
3.2774779421	2010-08-06 18:00:00	2017-10-23 17:00:00	545.02	15.38	307.24	386.34	-6.67	9.47	4.07	2.45	-71.06	-0.3	1.1177619678
2.1132496737	2010-08-06 18:30:00	2017-10-23 17:30:00	374.2	15.4	315.2	388.46	-4.84	10.33	3.09	-3.45	NA	-0.28	0.9789316955
1.1683523634	2010-08-06 19:00:00	2017-10-23 18:00:00	215.08	15.4	301.85	391.25	-2.95	10.23	1.01	-1.7	-20.06	-0.2	0.8473154363
0.6486554576	2010-08-06 19:30:00	2017-10-23 18:30:00	91.16	15.39	293.66	392.35	0.27	10.04	-0.89	-1.6	-145.13	-0.21	0.8036968557
0.3858176337	2010-08-06 20:00:00	2017-10-23 19:00:00	27.67	15.37	285.85	398.34	0.57	10.32	-2.65	1.4	NA	-0.22	0.6134300717
0.2349220789	2010-08-06 20:30:00	2017-10-23 19:30:00	2.67	15.33	265.43	409	0.01	10.35	-4.56	-2.22	155.06	-0.18	0.4070531379
0.1612196173	2010-08-06 21:00:00	2017-10-23 20:00:00	0.05	15.29	247.03	407.94	1.05	10.52	-5.45	-4.27	-139.73	0.12	0.3922100834
0.1203567653	2010-08-06 21:30:00	2017-10-23 20:30:00	0.05	15.24	206	409.45	5.31	10.79	-6.7	-12.07	NA	1.47	0.3766013937
0.1021490704	2010-08-06 22:00:00	2017-10-23 21:00:00	0.03	15.19	143.8	408.16	3.31	10.9	-7.51	-13.93	65.17	7.34	0.3952418134
0.0788347844	2010-08-06 22:30:00	2017-10-23 21:30:00	0.03	15.13	145.62	420.98	3.57	10.72	-8.3	-8.21	-186.3	-0.33	0.2935577908
0.0368999178	2010-08-06 23:00:00	2017-10-23 22:00:00	0.02	15.07	149.82	427.45	2.84	11.18	-8.97	-20.34	-0.19	3.09	0.1942772361
0.0190092369	2010-08-06 23:30:00	2017-10-23 22:30:00	0.06	15.01	150.55	427.4	17.92	11.65	-9.57	-23.39	179.02	0.84	0.1598403192
0.0010608074	2010-08-07 00:00:00	2017-10-23 23:00:00	0.04	14.94	150.53	426.96	8.11	11.41	-10.44	-5.16	-93.15	0.59	0.1533386804
0.0512432533	2010-08-07 00:30:00	2017-10-23 23:30:00	0.03	14.87	146.92	425.65	13.87	11.19	-10.86	-5.7	-66.76	0.46	0.2258905815
0.0518648516	2010-08-07 01:00:00	2017-10-23 00:00:00	0	14.8	143.58	428.34	15.54	10.87	-11.36	-2.01	-96.73	0.53	0.146922082
0.0514284724	2010-08-07 01:30:00	2017-10-23 00:30:00	0.04	14.74	145.54	434.9	7.13	11.04	-11.53	-16.77	-53.71	1.11	0.1419890126
0.0558189708	2010-08-07 02:00:00	2017-10-23 01:00:00	0.09	14.67	151.26	443.26	14.12	10.92	-12.19	-16.39	-42.63	1.38	0.10859195
0.054392594	2010-08-07 02:30:00	2017-10-23 01:30:00	0.02	14.6	146.92	442.69	-0.29	10.87	-12.7	-6.9	-73.16	1.9	0.0877003721
0.0571385386	2010-08-07 03:00:00	2017-10-23 02:00:00	0.02	14.53	148.31	443.88	4.07	10.72	-13.22	-4.96	-106.62	1.47	0.0792246669
0.0577142323	2010-08-07 03:30:00	2017-10-23 02:30:00	0.03	14.46	147.92	440.84	0.82	10.38	-13.52	8.38	-24	2.16	0.0748334643
0.0617343889	2010-08-07 04:00:00	2017-10-23 03:00:00	0.01	14.38	143.17	442.04	9.38	10.5	-14.16	-15.04	-31.22	1.86	0.0715942199
0.066719147	2010-08-07 04:30:00	2017-10-23 03:30:00	0.06	14.32	141.14	445.55	2.65	10.16	-13.55	-5.53	-133.6	1.52	0.0693370995
0.0762490538	2010-08-07 05:00:00	2017-10-23 04:00:00	0.46	14.24	146.17	434	2.8	10.05	-13.99	-11.03	-60.98	3.51	0.0739137842
0.0886327748	2010-08-07 05:30:00	2017-10-23 04:30:00	12.23	14.18	136.68	437.68	9.76	9.92	-12.85	-7.06	-126.18	2.78	NA
0.0947314847	2010-08-07 06:00:00	2017-10-23 05:00:00	62.5	14.12	133.28	423.59	9.95	9.83	-12.25	-2.54	12.93	3.33	0.2746440494
0.1034404432	2010-08-07 06:30:00	2017-10-23 05:30:00	148.59	14.07	134.83	408.04	1.75	9.8	-10.72	-2.64	-80.91	1.44	NA
0.1613548196	2010-08-07 07:00:00	2017-10-23 06:00:00	313.23	14.03	135.7	409.91	1.78	9.75	-8.58	-2.73	-32.28	1.82	0.4080883499
0.6012662977	2010-08-07 07:30:00	2017-10-23 06:30:00	489.16	14.02	136.75	409.89	-7.66	9.73	-5.52	-0.4	20.18	1.37	0.3859792035
2.4409209119	2010-08-07 08:00:00	2017-10-23 07:00:00	467.89	14.01	264.09	399.27	-6.67	10.31	-3	8.07	142.67	1.01	0.6359578544
4.8409536757	2010-08-07 08:30:00	2017-10-23 07:30:00	817.14	14.03	143.16	395.45	-5.27	10.86	0.67	33.52	84.68	-3.33	0.8360145665
6.0583772569	2010-08-07 09:00:00	2017-10-23 08:00:00	963.77	14.08	315.18	398.16	-8.96	11.05	4.59	25.02	NA	-4.51	0.9066309401
7.1074506048	2010-08-07 09:30:00	2017-10-23 08:30:00	1058.98	14.14	305.41	390.36	-11.99	11.88	6.34	30.92	NA	-4.14	0.9637009004
8.1155145706	2010-08-07 10:00:00	2017-10-23 09:00:00	986.53	14.21	316.25	386.85	-10.84	12.56	7.67	10.5	NA	-4.08	1.0914919138
8.8806847607	2010-08-07 10:30:00	2017-10-23 09:30:00	1075.46	14.29	334.25	384.36	-15.83	12.49	9.14	-1.17	174.16	-6.5	1.2587690228
9.1652355592	2010-08-07 11:00:00	2017-10-23 10:00:00	1282.72	14.38	304.46	384.99	-8.2	11.97	10.12	28.02	NA	-49.55	1.3636590681
9.2358486047	2010-08-07 11:30:00	2017-10-23 10:30:00	1335.35	14.47	288.94	384.36	-21.39	12.1	10.85	24.94	NA	-50	1.4190276031
8.9391055375	2010-08-07 12:00:00	2017-10-23 11:00:00	1439.77	14.56	267.78	384.68	-16.93	11.58	11.22	4.14	-136.6	-12.08	1.4334512911
8.782292343	2010-08-07 12:30:00	2017-10-23 11:30:00	1507.75	14.65	258.66	384.53	-18.31	11.64	11.92	3.81	-159.25	-1.5	1.4711316012
8.5860062476	2010-08-07 13:00:00	2017-10-23 12:00:00	1511.65	14.75	252.06	383.99	-17.47	11.25	12.12	13.04	NA	-0.44	1.5313108031
8.2912704249	2010-08-07 13:30:00	2017-10-23 12:30:00	1488.62	14.83	255.88	384.09	-16.87	10.36	11.65	6.22	NA	-0.81	1.5935791245
8.0538745321	2010-08-07 14:00:00	2017-10-23 13:00:00	1446.17	14.92	247.58	383.02	-15.67	10.02	12.22	8.28	NA	-0.31	1.6007890768
7.7244944179	2010-08-07 14:30:00	2017-10-23 13:30:00	1389.16	15.01	269.37	382.53	-14.32	10.21	12.62	5.6	NA	-0.37	1.6809175793
7.5797055664	2010-08-07 15:00:00	2017-10-23 14:00:00	1309.62	15.09	255.63	382.23	-14.97	10.25	12.23	3.09	-31.38	-0.3	1.7125861469
7.2957915211	2010-08-07 15:30:00	2017-10-23 14:30:00	1214.71	15.16	252.94	382.12	-16.56	10.26	11.55	4.38	NA	-0.4	1.7298478783
6.7970809819	2010-08-07 16:00:00	2017-10-23 15:00:00	1108.04	15.23	262.55	381.32	-15.52	10.25	11.16	5.12	NA	-0.24	1.766971663
6.2481290103	2010-08-07 16:30:00	2017-10-23 15:30:00	982.62	15.3	261.98	380.62	-12.88	10.22	10.99	5.27	NA	-0.19	1.7077221535
5.2133829653	2010-08-07 17:00:00	2017-10-23 16:00:00	841.1	15.36	257.27	379.61	-11.92	10.52	9.9	3.3	-125.14	-0.26	1.5973757749
3.8397725664	2010-08-07 17:30:00	2017-10-23 16:30:00	643.41	15.41	242.5	379.35	-8.44	10.46	8.57	6.92	NA	-0.34	1.4311841995
2.9263624613	2010-08-07 18:00:00	2017-10-23 17:00:00	438.29	15.45	257.35	379.04	-9.73	10.33	6.96	2.49	NA	-0.16	1.4346150301
2.1056236881	2010-08-07 18:30:00	2017-10-23 17:30:00	200.29	15.47	255.11	380.89	-3.88	10.32	5.53	0.74	134.34	-0.19	1.3086195531
1.2224967272	2010-08-07 19:00:00	2017-10-23 18:00:00	180.75	15.49	234.01	385.62	-4.72	10.59	4.51	4.9	NA	-0.2	1.1433950344
0.7887583874	2010-08-07 19:30:00	2017-10-23 18:30:00	50.53	15.49	212.73	390.51	-0.5	10.88	3.29	-1.19	NA	-0.09	1.0102437925
0.5730427729	2010-08-07 20:00:00	2017-10-23 19:00:00	16.33	15.49	189.83	394.32	0.55	11.21	2.8	-6.56	56.62	0.05	0.9983384619
0.4672179984	2010-08-07 20:30:00	2017-10-23 19:30:00	1.06	15.48	182.43	397.08	2.24	11.4	2	-12.29	NA	0.45	0.9788079874
0.3766374522	2010-08-07 21:00:00	2017-10-23 20:00:00	0.01	15.47	163.79	400.24	2.67	11.4	1.56	0	-74.49	0.74	0.9215107337
0.3043274487	2010-08-07 21:30:00	2017-10-23 20:30:00	0.01	15.45	159.16	402.3	2.47	11.31	0.95	-12.4	40.37	1.05	0.8853722938
0.2562815953	2010-08-07 22:00:00	2017-10-23 21:00:00	0.01	15.44	158.05	404.24	3.59	12.06	0.83	-9.63	61	0.55	0.872419148
0.2420628558	2010-08-07 22:30:00	2017-10-23 21:30:00	0.03	15.42	157.88	408.46	3.79	12.12	0	-12.01	111.27	0.34	0.8502941846
0.2446337557	2010-08-07 23:00:00	2017-10-23 22:00:00	0.02	15.4	166.45	408.47	3.73	11.85	-0.34	-4.43	-172.81	0.27	0.8504354372
0.2393148877	2010-08-07 23:30:00	2017-10-23 22:30:00	0.01	15.38	168.99	411.27	2.77	11.61	-0.52	-4.6	-25.15	0.36	0.847952414
0.230516805	2010-08-08 00:00:00	2017-10-23 23:00:00	0.01	15.36	157.2	410.26	3.54	11.66	-0.73	-6.03	21.51	1.03	0.8447907806
0.1425813025	2010-08-08 00:30:00	2017-10-23 23:30:00	-0.03	15.34	158.78	406.84	5.96	11.69	-1.11	-3.76	-17.99	0.9	0.8667972741
0.1272600642	2010-08-08 01:00:00	2017-10-23 00:00:00	0	15.32	158.23	401.93	9.13	11.63	-1.11	-2.55	-70.58	0.91	0.9779772769
0.1172732692	2010-08-08 01:30:00	2017-10-23 00:30:00	0	15.29	164.7	402.9	5.65	11.68	-1.1	-2.43	-18.94	0.36	0.8755014309
0.095303243	2010-08-08 02:00:00	2017-10-23 01:00:00	0.03	15.28	168.05	399.96	4.89	11.6	-0.11	-0.62	-34.8	0.44	0.9646222924
0.1151764903	2010-08-08 02:30:00	2017-10-23 01:30:00	0.01	15.27	178.34	399.78	1.3	11.67	0.15	-0.04	6.14	0.38	1.0173369564
0.1660657593	2010-08-08 03:00:00	2017-10-23 02:00:00	0.02	15.26	188.86	400.42	2.1	11.66	0.56	-0.54	17.09	1.04	0.9861088418
0.204958338	2010-08-08 03:30:00	2017-10-23 02:30:00	0.02	15.26	210.69	400.5	0.78	11.66	1.03	2.48	11.04	0.51	0.9463831526
0.2196706542	2010-08-08 04:00:00	2017-10-23 03:00:00	0.01	15.25	196.11	407.91	3.68	11.84	0.8	13.35	-33.08	0.31	0.8291330804
0.205318939	2010-08-08 04:30:00	2017-10-23 03:30:00	0.01	15.25	210.51	413.2	1.64	12.24	0.89	-6.59	NA	1.04	0.7169644214
0.1989428869	2010-08-08 05:00:00	2017-10-23 04:00:00	0.38	15.25	209.79	412.65	-1.63	11.96	0.68	6.89	-145.34	0.29	0.6714728906
0.3366865731	2010-08-08 05:30:00	2017-10-23 04:30:00	8.17	15.24	215.1	414.16	3.1	11.98	0.24	5.61	-94.14	0.09	0.6190995983
0.8591999069	2010-08-08 06:00:00	2017-10-23 05:00:00	52.69	15.24	235.98	412.31	-0.54	11.98	0.67	-3.32	1.24	0.09	0.5094987563
1.0765612201	2010-08-08 06:30:00	2017-10-23 05:30:00	145.94	15.23	232.7	411.34	-4.03	11.99	0.59	-4.42	-11.94	0.09	0.3515555193
0.9143642014	2010-08-08 07:00:00	2017-10-23 06:00:00	164.66	15.23	241.2	410.09	-4.78	12.23	1.18	-10.82	NA	0.15	0.3515950337
0.9864673977	2010-08-08 07:30:00	2017-10-23 06:30:00	108.31	15.23	235.9	406.68	-4.28	12.33	1.68	-12.03	NA	0.1	0.326312158
0.7253085171	2010-08-08 08:00:00	2017-10-23 07:00:00	181.23	15.23	261.95	404.74	-4.14	12.6	1.43	-2.73	39.42	0.05	0.2493445779
0.318185333	2010-08-08 08:30:00	2017-10-23 07:30:00	91.82	15.24	248.81	398.87	-2.16	12.83	0.83	-3.72	NA	0.05	0.1992269259
0.2402115059	2010-08-08 09:00:00	2017-10-23 08:00:00	73.42	15.23	238.86	389.42	3.53	13.86	0.12	-3.43	NA	-0.02	0.2748613347
0.730748438	2010-08-08 09:30:00	2017-10-23 08:30:00	186.2	15.22	273.06	387.99	-5.22	14.7	1.15	-7.13	NA	-0.02	0.3422734375
1.4224752709	2010-08-08 10:00:00	2017-10-23 09:00:00	570.33	15.22	278.1	386.77	-11.78	14.95	1.99	3.15	112.92	-0.08	0.4042945943
2.8357773958	2010-08-08 10:30:00	2017-10-23 09:30:00	466.63	15.23	254.29	388.47	-14.19	15.09	3.23	0.43	83.47	0.01	0.5264285151
2.8789421775	2010-08-08 11:00:00	2017-10-23 10:00:00	490.46	15.26	272.76	390.96	-12.56	14.66	3.88	-15.45	-79.16	0.06	0.508062601
2.7585029039	2010-08-08 11:30:00	2017-10-23 10:30:00	642.61	15.27	248.45	388.12	-19.17	14.18	2.8	-13.62	-58.57	0.03	0.5900531851
5.5781772704	2010-08-08 12:00:00	2017-10-23 11:00:00	177.96	15.28	244.35	386.45	-6.07	14.08	5.3	10.13	-99.1	-0.22	0.6894250593
4.7490835037	2010-08-08 12:30:00	2017-10-23 11:30:00	1035.6	15.32	250.36	385.75	-21.2	14.34	5.85	12.02	NA	0.1	0.637679383
4.5294620145	2010-08-08 13:00:00	2017-10-23 12:00:00	738.59	15.35	269.73	386.52	-13.68	14.39	5.04	6.89	-41.96	-0.14	0.682529283
6.6980976145	2010-08-08 13:30:00	2017-10-23 12:30:00	413.53	15.37	269.46	386.48	-12.66	14.01	5.85	11.44	-110.07	-0.13	0.8291278629
6.4567939764	2010-08-08 14:00:00	2017-10-23 13:00:00	849.76	15.41	274.75	386.14	-25.49	14.01	6.44	-3.35	81.03	0.11	0.8273347527
5.1455306144	2010-08-08 14:30:00	2017-10-23 13:30:00	733.99	15.45	273.6	386.3	-20.75	14.27	6.4	13.59	-155.89	-0.26	0.7546755729
3.312743083	2010-08-08 15:00:00	2017-10-23 14:00:00	984.03	15.47	281.97	385.09	-27.51	13.97	4.84	8.45	NA	-0.09	0.7496717082
3.7418807718	2010-08-08 15:30:00	2017-10-23 14:30:00	287.81	15.49	275.62	386.29	-8.28	13.69	5.08	-9.54	-16.23	-0.03	0.8699024199
6.1089668263	2010-08-08 16:00:00	2017-10-23 15:00:00	328.56	15.52	245.44	386.46	-11.64	13.32	6.89	3.46	-187.45	-0.16	0.9068311266
4.4445028417	2010-08-08 16:30:00	2017-10-23 15:30:00	857.87	15.56	252.98	385.51	-14.14	12.87	6.65	9.2	NA	-0.06	0.8861158709
4.0297706734	2010-08-08 17:00:00	2017-10-23 16:00:00	567.52	15.59	253.66	385.68	-12.76	13.31	6.09	5.25	NA	-0.12	0.9798167608
4.1500523864	2010-08-08 17:30:00	2017-10-23 16:30:00	399.32	15.62	262.75	387.67	-11.29	13.58	6.16	-5.41	170.97	0.04	0.9617577963
2.5884564417	2010-08-08 18:00:00	2017-10-23 17:00:00	512.68	15.64	235.59	389.55	-10.49	13.81	4.87	2.69	-92.36	-0.24	0.8120692446
1.372598466	2010-08-08 18:30:00	2017-10-23 17:30:00	226.27	15.66	255.25	391.1	-6.47	13.82	3.89	12.8	193.75	-0.65	0.792924743
0.805278702	2010-08-08 19:00:00	2017-10-23 18:00:00	54.58	15.66	251.49	398.34	-0.79	13.69	2.79	3.23	-161.22	-0.18	0.7098722328
